year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,3490,대한항공,산업재,2021-01-05,중립,요약본에는 대한항공과 관련된 구체적인 정보나 주가에 영향을 미칠 수 있는 내용이 전혀 포함되어 있지 않음,0.0
2021,Q1,1,2,3490,대한항공,산업재,2021-01-13,긍정적,대한항공이 4년 연속으로 최고등급을 취득했다는 소식은 기업의 서비스 품질과 신뢰도를 높이는 긍정적인 요소로 작용할 수 있음.,1.0
2021,Q1,1,3,3490,대한항공,산업재,2021-01-18,중립,"요약본은 대한항공과 직접적인 관련이 없는 엠디엠그룹의 부동산 인수 및 개발 계획에 대한 내용으로, 대한항공의 주가에 영향을 미칠 만한 정보가 포함되어 있지 않음.",0.0
2021,Q1,1,4,3490,대한항공,산업재,2021-01-22,중립,"요약본에서는 대한항공과 아시아나항공의 국제노선 점유율에 대한 정보와 대한항공의 시장 획정 방식에 대한 언급이 있지만, 주가에 직접적인 영향을 미칠 긍정적 또는 부정적 요소는 명시되어 있지 않음.",0.0
2021,Q1,2,1,3490,대한항공,산업재,,,,
2021,Q1,2,2,3490,대한항공,산업재,2021-02-10,중립,"요약문은 대한항공의 직원 승진 절차에 대한 내용만을 다루고 있으며, 이는 기업의 재무적 성과나 시장 상황에 직접적인 영향을 미치는 정보가 아닙니다. 따라서 주가에 미치는 영향은 중립적일 것으로 판단됩니다.",0.0
2021,Q1,2,3,3490,대한항공,산업재,2021-02-16,중립,"요약문은 신주인수권 매수의 수익률에 대한 가능성을 언급하고 있지만, 대한항공의 전반적인 사업 성과나 시장 상황에 대한 정보는 제공하지 않아 주가에 미치는 영향이 명확하지 않음.",0.0
2021,Q1,2,4,3490,대한항공,산업재,2021-02-22,중립,"요약본은 아시아나항공의 엔진 고장 사건에 대한 내용으로, 대한항공과 직접적인 관련이 없으며, 대한항공의 주가에 영향을 미칠 만한 정보가 포함되어 있지 않음.",0.0
2021,Q1,3,1,3490,대한항공,산업재,2021-03-07,긍정적,"대한항공이 대규모 유상증자 청약에 성공했으며, 모집액을 초과하는 매수 주문이 들어왔다는 점에서 투자자들의 높은 관심과 신뢰를 받고 있음을 나타내 긍정적인 논조로 판단됨.",1.0
2021,Q1,3,2,3490,대한항공,산업재,,,,
2021,Q1,3,3,3490,대한항공,산업재,2021-03-17,중립,"요약본은 대한항공과 직접적인 관련이 없는 이베이코리아 매각 소식과 관련 기업의 주가 변동에 대한 내용만을 포함하고 있어, 대한항공의 주가에 대한 직접적인 긍정적 또는 부정적 영향을 판단할 수 없음",0.0
2021,Q1,3,4,3490,대한항공,산업재,,,,
2021,Q2,4,1,3490,대한항공,산업재,2021-04-05,중립,"요약본에서는 대한항공이 대통령 전용기로 항공기를 임차하기로 했다는 정보만 제공되고 있으며, 이로 인한 재무적 영향이나 시장 반응에 대한 언급이 없어 주가에 미치는 영향이 불분명함.",0.0
2021,Q2,4,2,3490,대한항공,산업재,2021-04-09,중립,"요약본은 아시아나항공과 관련된 중재 판결에 대한 내용으로, 대한항공의 주가에 직접적인 영향을 미칠 만한 정보는 포함되어 있지 않음.",0.0
2021,Q2,4,3,3490,대한항공,산업재,,,,
2021,Q2,4,4,3490,대한항공,산업재,2021-04-28,긍정적,대한항공의 자회사가 수익성 개선과 유동성 확보를 위해 사업을 매각한 것은 재무 건전성을 높이기 위한 긍정적인 조치로 해석될 수 있음.,1.0
2021,Q2,5,1,3490,대한항공,산업재,2021-05-06,긍정적,대한항공이 현대자동차그룹과 협력하여 도심항공교통(UAM) 개발에 참여한다는 소식은 새로운 사업 기회와 기술 혁신에 대한 기대감을 불러일으킬 수 있어 긍정적인 논조로 판단됨.,1.0
2021,Q2,5,2,3490,대한항공,산업재,2021-05-12,부정적,"요약문에서 물류대란이 항공 화물에도 영향을 미치고 있다는 점이 언급되어, 이는 대한항공의 운영에 부정적인 영향을 줄 수 있는 요소로 판단됨.",-1.0
2021,Q2,5,3,3490,대한항공,산업재,2021-05-19,부정적,대한항공의 아시아나항공 인수합병 과정에서 협력업체 직원들이 고용 승계에서 차별을 받고 대량 해고에 직면해 있다는 부정적인 상황이 언급됨.,-1.0
2021,Q2,5,4,3490,대한항공,산업재,2021-05-31,긍정적,대한항공이 코로나19로 인한 어려움 속에서도 특별기 운항을 성공적으로 마쳤다는 점에서 긍정적인 논조로 판단됨.,1.0
2021,Q2,6,1,3490,대한항공,산업재,2021-06-06,긍정적,"대한항공이 포함된 항공업이 고용유지지원금 연장 혜택을 받게 되어, 고용 안정과 비용 절감 측면에서 긍정적인 영향을 받을 가능성이 있음.",1.0
2021,Q2,6,2,3490,대한항공,산업재,2021-06-14,중립,"요약문은 대한항공의 화물 전세기 운항에 대한 사실만을 전달하고 있으며, 주가에 영향을 미칠 수 있는 긍정적 또는 부정적 요소에 대한 언급이 없다.",0.0
2021,Q2,6,3,3490,대한항공,산업재,2021-06-15,중립,"요약문은 대한항공의 화물 전세기 운항에 대한 사실만을 전달하고 있으며, 주가에 영향을 미칠 만한 긍정적 또는 부정적 정보는 포함되어 있지 않음.",0.0
2021,Q2,6,4,3490,대한항공,산업재,2021-06-29,긍정적,"대한항공이 세계적인 항공 전문매체로부터 '올해의 항공사'로 선정되었다는 내용은 기업의 명성과 신뢰도를 높이는 긍정적인 소식으로, 주가에 긍정적인 영향을 미칠 가능성이 있음.",1.0
2021,Q3,7,1,3490,대한항공,산업재,2021-07-06,긍정적,대한항공이 아시아나항공의 항공기 도색 경쟁입찰에서 최종 사업자로 선정되었다는 소식은 회사의 사업 기회 확대와 관련된 긍정적인 요소로 판단됨.,1.0
2021,Q3,7,2,3490,대한항공,산업재,2021-07-13,중립,"요약문에서는 대한항공의 아시아나 인수와 통합 항공사 출범 계획, 항공기 도색 작업에 대한 정보가 제공되었으나, 이러한 정보는 주가에 직접적인 긍정적 또는 부정적 영향을 미칠 만한 구체적인 재무적 성과나 시장 반응에 대한 언급이 없어 중립적인 논조로 판단됨.",0.0
2021,Q3,7,3,3490,대한항공,산업재,2021-07-19,중립,"대한항공과 아시아나항공의 합병 후 마일리지 인정과 노선 유지에 대한 계획이 언급되었으나, 이는 주가에 직접적인 긍정적 또는 부정적 영향을 미칠 만한 요소로 보이지 않음.",0.0
2021,Q3,7,4,3490,대한항공,산업재,2021-07-29,중립,"기사 요약은 대한항공이 승객들로부터 제기된 손해배상 소송에서 승소했다는 내용을 담고 있으며, 이는 기업의 재정적 부담을 덜어주는 긍정적인 요소일 수 있지만, 주가에 직접적인 영향을 미칠 만한 강한 긍정적 또는 부정적 요인은 보이지 않음.",0.0
2021,Q3,8,1,3490,대한항공,산업재,2021-08-02,중립,"요약본은 대한항공과 직접적인 관련이 없는 한국공항공사의 서비스에 대한 내용으로, 대한항공의 주가에 영향을 미칠 만한 정보가 포함되어 있지 않음.",0.0
2021,Q3,8,2,3490,대한항공,산업재,2021-08-12,긍정적,"대한항공이 코로나19로 중단되었던 인천-하와이 노선의 정기편 운항을 재개하고, 운항 횟수를 점차 확대할 계획이라는 내용은 항공 수요 회복과 매출 증가에 긍정적인 영향을 미칠 수 있는 요소로 판단됨.",1.0
