접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230324000512,2023-03-24,00124504,포스코인터내셔널,신건철,비등기임원,실장,-,500,500,0.00,0.00,2023,Q1
20230327000500,2023-03-27,00124504,포스코인터내셔널,이계인,등기임원,부문장,-,"18,867","2,232",0.00,0.00,2023,Q1
20230327000526,2023-03-27,00124504,포스코인터내셔널,이흥범,비등기임원,본부장,-,"11,455","2,232",0.00,0.00,2023,Q1
20230327000547,2023-03-27,00124504,포스코인터내셔널,김병휘,비등기임원,본부장,-,"3,012","2,232",0.00,0.00,2023,Q1
20240103000091,2024-01-03,00124504,포스코인터내셔널,정문식,비등기임원,실장,-,8,8,0.00,0.00,2024,Q1
20240103000042,2024-01-03,00124504,포스코인터내셔널,김대연,비등기임원,실장,-,3,3,0.00,0.00,2024,Q1
20240103000141,2024-01-03,00124504,포스코인터내셔널,허성형,비등기임원,국장,-,"5,272","5,272",0.00,0.00,2024,Q1
20240103000163,2024-01-03,00124504,포스코인터내셔널,곽민수,비등기임원,법인장,-,"3,672","3,672",0.00,0.00,2024,Q1
20240104000026,2024-01-04,00124504,포스코인터내셔널,박병직,비등기임원,실장,-,"1,000","1,000",0.00,0.00,2024,Q1
20240104000055,2024-01-04,00124504,포스코인터내셔널,김원영,비등기임원,법인장,-,702,702,0.00,0.00,2024,Q1
20240329002111,2024-03-29,00124504,포스코인터내셔널,정기섭,등기임원,기타비상무이사,-,"1,041","1,041",0.00,0.00,2024,Q1
20240404002651,2024-04-04,00124504,포스코인터내셔널,김성진,비등기임원,전무,-,500,500,0.00,0.00,2024,Q2
20250102000340,2025-01-02,00124504,포스코인터내셔널,정경진,등기임원,부사장,-,"1,000","1,000",0.00,0.00,2025,Q1
20250108000081,2025-01-08,00124504,포스코인터내셔널,서유란,비등기임원,실장,-,"1,450","1,450",0.00,0.00,2025,Q1
