,name,year,quarter,sector,Relative Return,이익잉여금 변화율,유동자산 변화율,자본총계 변화율,영업이익 변화율,매출액 변화율,Label,Code
18,대림산업,2020,Q2,건설,-0.1716815982654706,0.018606326678747287,-0.04937712940327521,0.016480446658728498,0.33656637730243344,0.016146263710212105,-0.07609556676934505,000210
18,현대건설,2020,Q2,건설,-0.17233944488030417,-0.002073050099541285,-0.014999012260734412,-0.001012197045277774,0.532908329948611,0.10500341325751439,-0.14513875665797915,000720
18,KCC,2020,Q2,건설,-0.17380666766095376,0.08629146345083982,0.08048505547095486,0.09739937120165276,0.21378043336836372,0.043070475434028754,-0.03250576077415952,002380
18,한일시멘트,2020,Q2,건설,-0.2149529513057256,3.4541195979675976e-05,-0.11781378804529796,0.000867763210285144,-1.0521982310185067,-0.14297558674827926,0.045629762082060786,003300
18,현대중공업,2020,Q2,중공업,-0.10709398719600921,-0.30573432413854673,0.028228899295654974,-0.0006352981595986185,1.2800424965060229,-0.4898012858965588,-0.02128753115102193,009540
18,삼성중공업,2020,Q2,중공업,0.0987135016172298,-0.6470361842916243,-0.0657531982653049,-0.14136482418131224,20.767417921177135,-0.07381164160097309,0.028380242935356813,010140
18,현대미포조선,2020,Q2,중공업,-0.14364720519614668,0.0009843260384028163,0.0448305564546807,0.0005376629084876683,-0.7209131129266959,-0.07142930667536584,0.07451849768252986,010620
18,아이에스동서,2020,Q2,건설,0.5905864258328777,0.02446592980378126,0.010153394484357037,0.016593748255606,1.33817917449025,0.6394817559698918,-0.12229701417335292,010780
18,한화테크윈,2020,Q2,중공업,-0.10701780883894815,-0.005846962450656634,0.01835605252259409,-0.004154089104276393,-0.5789183196387494,-0.26905925405609565,-0.027574805391050713,012450
18,현대산업,2020,Q2,건설,-0.04363342689473235,0.004909320577735521,-0.18896347292625448,0.004377345568287616,-0.8697302028444044,-0.6152070423528966,-0.10249179851413553,012630
18,현대엘리베이,2020,Q2,중공업,-0.14953590791974805,-0.35160076659918926,0.12905514546062058,-0.06953112995199229,0.39420722977873,0.06611535037627858,-0.16732270547993275,017800
18,삼성엔지니어링,2020,Q2,건설,-0.11558748957876197,1.3114813799815517,0.006530482988976072,0.04835869687882366,0.14149566337169572,0.045615281630815074,-0.09090921381618286,028050
18,두산중공업,2020,Q2,중공업,1.050722938543159,1.2987501888258857,-0.012004306007778132,-0.155986755701087,0.21123524033787966,-0.11112005375166467,0.9388588345627138,034020
18,대우조선해양,2020,Q2,중공업,0.25360713821090547,0.07511358181548511,0.0020849167302454674,0.012929665159506998,-0.7639753640540137,0.004152333043158096,-0.06754226700456907,042660
18,두산인프라코어,2020,Q2,중공업,0.4149491841642626,-0.05932489597852475,-0.13104587977060933,0.0012316948213142442,-0.6347774074573145,-0.2706156194834728,0.06387813093678918,042670
18,대우건설,2020,Q2,건설,-0.27334455687061837,-1.2050286406083073,-0.050547475050902846,0.019894311443768853,-0.3570107467503707,-0.02483438570466212,-0.02698955444961175,047040
18,한전기술,2020,Q2,건설,-0.18602550750536437,-0.009746638578360445,0.04575101353292821,-0.009799959514024792,-1.7415329581320838,-0.016104329073286072,-0.08128753115102193,052690
18,현대로템,2020,Q2,중공업,-0.31952685895543376,-0.27590085581414725,0.044443715028095854,0.06616427627905552,1.3213243079006198,0.027189038584809033,-0.04186255361283684,064350
18,두산엔진,2020,Q2,중공업,0.309357831015229,-0.023062075990689546,-0.09318246875383274,0.0037449553593318363,-0.32453939264963594,0.07004332091996823,0.012254957262128746,082740
18,한진중공업,2020,Q2,중공업,-0.11506967194471782,-0.052334047241468284,-0.06004250666470101,0.28040237927177114,-0.9954101447569731,0.4609549321655708,0.13905362023490558,097230
18,LG하우시스,2020,Q2,건설,-0.16662829297173226,0.029170142406006017,-0.10116470157830537,0.008469950355991962,-0.2322167409293444,-0.007999204569874352,0.019354056663425337,108670
