,name,year,quarter,sector,Relative Return,이익잉여금 변화율,유동자산 변화율,자본총계 변화율,영업이익 변화율,매출액 변화율,Label,Code
26,대림산업,2018,Q2,건설,-0.018774693966500014,0.023281696970536947,0.006460442653097198,0.02398927211314983,-0.1288337117840348,0.009006309596034878,0.10832945931949682,000210
26,현대건설,2018,Q2,건설,-0.11637786043398607,0.03445893158719038,0.00817144749712928,0.02067726289071614,0.15000412779658223,0.17972268343452846,-0.060928753437617986,000720
26,KCC,2018,Q2,건설,-0.035773377730494466,-0.06198452312359948,-0.05232570542148807,-0.05723720972465318,0.5363071192152258,0.09936909503564584,-0.1296050422332642,002380
26,한일시멘트,2018,Q2,건설,-0.20600830892219196,0.016798610935990554,0.8590684412376783,-0.8132336826567632,-1.3039374601962934,-0.9569832256456887,-0.2000711357221891,003300
26,현대중공업,2018,Q2,중공업,-0.06897636726711195,-0.0015637114655496775,-0.08825750261856447,-0.007245351529554633,0.5538524750745439,0.0633972549019306,0.3062073080562547,009540
26,삼성중공업,2018,Q2,중공업,-0.10914166669867553,-0.04860327248292928,0.02758346497128006,0.21693572760920188,0.6929729710057575,0.08946307081922678,0.23118891217693166,010140
26,현대미포조선,2018,Q2,중공업,0.012971564211736245,-0.017592674793955765,0.013513018774196528,-0.01452248025077818,-0.21774118451024294,0.0311776157363004,0.1233516403864606,010620
26,아이에스동서,2018,Q2,건설,0.07712530375400571,0.3793381938432665,-0.11643732353424896,0.19709427585565664,7.994881247456782,2.440912268095221,-0.0011112333954137188,010780
26,한화테크윈,2018,Q2,중공업,-0.13077544158432783,-0.02136771327563869,-0.11753223841237814,-0.01762181824399578,-0.31799961428562284,-0.25425621825967337,0.534406571535166,012450
26,현대산업,2018,Q2,건설,0.0,0.32195097123738603,-0.12899129443313007,3.223320143742254,-1.470205593387627,-0.3833096760297755,-0.24677706086944673,012630
26,현대엘리베이,2018,Q2,중공업,-0.07311258266872628,0.02592191636520158,0.04025625149791212,0.03574413564776657,0.038166412029007946,0.08444604948923629,-0.07025630912854537,017800
26,삼성엔지니어링,2018,Q2,건설,-0.0625116088235376,1.2690374749547888,-0.11350065161604994,-0.08854743045245905,2.226890326205693,0.05551672557578402,0.17281523017777195,028050
26,두산중공업,2018,Q2,중공업,-0.21265475363294267,0.05854605764641008,0.04912893312431965,0.0677409447682511,-0.1860390817802322,0.037086539980425215,-0.1643069765132048,034020
26,대우조선해양,2018,Q2,중공업,0.028504566847158054,-2.414741256481969,0.0521396562738794,0.10462989243797582,-0.23776480532510658,0.024279999601624525,0.39167701399665333,042660
26,두산인프라코어,2018,Q2,중공업,-0.05946382075277562,0.08057570207804443,-0.024600082404451218,0.003034004996686601,-0.20469945017808067,-0.02651591122980601,-0.07730299905924186,042670
26,대우건설,2018,Q2,건설,-0.14720956152333123,-0.2644914666256174,0.053039399527498254,0.035206118622086,-0.17599656819839105,0.11627296289896205,-0.040184176886632145,047040
26,한전기술,2018,Q2,건설,-0.39984559357520577,0.0014954703462515262,-0.11261187415250462,0.0014897304117564847,-0.8217791545752462,-0.00673837336285521,0.00956350929381184,052690
26,현대로템,2018,Q2,중공업,-0.21379893321860194,0.03849028877999183,-0.02604820914501993,0.014039042109528221,3.773727228057692,0.25198344253361693,-0.11820362023949994,064350
26,두산엔진,2018,Q2,중공업,-0.2146729236316297,-0.8615104641719781,-0.43851432605483287,-0.5106592342414357,9.717072284678917,0.3634722948445488,0.3435941696690654,082740
26,한진중공업,2018,Q2,중공업,-0.13822197433200922,0.04498404663759681,-0.020488669328898923,0.01806869210222395,-0.507610193847327,-0.03080021160641211,-0.24054000229865058,097230
26,LG하우시스,2018,Q2,건설,-0.022239899240993025,0.016903572800614608,-0.12614895160226824,0.013338798514153982,-0.0737015793195569,0.09773400012811506,-0.21825607578212913,108670
