,name,sector,year,quarter,영업이익변화율,비유동자산변화율,비유동부채변화율,매출액변화율,이익잉여금변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,주주 수변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
21,Doosan_Corp,Conglomerate,2019,Q2,-0.449655751518945,-0.04994652471968197,-0.06544280133980429,-0.011737118546500724,-0.0029833352975170424,-0.21936302338622432,-0.1054313530297919,-0.028612946616372037,-0.02986739813451811,-0.02846476284590649,0.09328769911642998,000150
21,DL_Holdings,Conglomerate,2019,Q2,-0.3025588469066365,-0.025820789985082637,0.107194129916942,-0.053251434093519956,-0.011620136696281147,-0.09540628087893688,-0.17730002023643654,0.021239588189021275,-0.0013919888419164916,0.023811106855089137,0.19870841258541624,000210
21,Dong-A_Socio_Holdings,Conglomerate,2019,Q2,1.2401573339833982,-0.00011851822746367091,0.42741327473968094,0.858277589955365,0.020760971021741126,-0.08689464098615415,0.014434267444258353,0.05050563117144713,0.06692893391004506,0.009752829128603202,-0.06115451616735684,000640
21,Hanwha_Corp,Conglomerate,2019,Q2,-2.9683967324036638,-0.002494818744517513,0.06810732511912487,-0.17384049995845818,-0.006063166568610834,-0.0832439314530917,0.06673482602050895,-0.015815477866349292,-0.018890917349992264,-0.004258282049008466,-0.1184419655600694,000880
21,CJ_Corp,Conglomerate,2019,Q2,0.8519344699982798,0.0036122138302684403,-0.009852810818969271,0.04288821413692079,0.004868252584626087,-0.02093198411440638,0.008125148755552813,0.027623629672174466,0.020400978017617644,0.018687406396235895,-0.18221531021202186,001040
21,LG_International,Conglomerate,2019,Q2,1.3003114475308966,0.006806549732941147,0.13405468692525202,0.042045808787507744,-0.09321860689664674,-0.004254998085924944,-0.034727338786668005,-0.05143070087151336,-0.055308363778999725,-0.07977555206604303,0.10885862286752132,001120
21,LG_Corp,Conglomerate,2019,Q2,0.9375375226091645,-0.015255115092664973,0.006996027984111919,0.8279341132304093,-0.004591115193152362,0.0668616870711852,0.0,-0.06760269675427377,-0.0914915379967387,-0.03271814648405624,0.0019762691377434695,003550
21,Hansol_Holdings,Conglomerate,2019,Q2,0.6303090737242727,0.06393690813990383,0.03168764030107685,-0.09939446528470808,-0.034251168533499854,-0.17349813056617494,-0.04347902151923089,-0.010880477551777012,-0.011398649790131055,-0.014704730207570016,0.15951856075572007,004150
21,LS_Corp,Conglomerate,2019,Q2,1.072549296316728,-0.011511617606812186,-5.997296494355318,-0.09089640009242506,0.0004577118272092173,0.00884684949217842,0.13577514307453076,-0.015681557212424257,0.0038340775538436844,-0.011589468571018058,-0.10050502414994031,006260
21,SK_Holdings,Conglomerate,2019,Q2,0.8403608081201479,-0.013005980809938977,-0.03298216176431712,0.597524043884206,-0.003643882711139801,-0.013459136516166932,-0.07573886775058059,-0.02978357245187868,-0.02859296057825156,-0.03598880047186026,-0.13906045957699711,034730
21,Halla_Holdings,Conglomerate,2019,Q2,0.5646485438956743,-0.00032148129108477974,-0.012991086485568015,0.03445813953334609,-0.007213152798789091,-0.09557858870878888,0.0,0.006145100951589044,0.004701992928694998,0.005263191285204694,0.08670414357780597,060980
21,GS_Holdings,Conglomerate,2019,Q2,0.9170252812948269,0.003009290436641332,0.19882424536519594,0.8678989235380753,-0.004285381410582323,-0.01658950218786468,-0.026276458739199038,-0.005877091609105323,-0.0726082385116753,-0.0671368093612219,-0.021493344006184693,078930
