,name,sector,year,quarter,영업이익변화율,비유동자산변화율,비유동부채변화율,매출액변화율,이익잉여금변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,주주 수변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
13,Doosan_Corp,Conglomerate,2021,Q2,0.05585747679005093,-0.1022416584173571,0.11454169344969112,0.016839642980244984,-0.021929194028994514,-0.11414267375756469,-0.20370967288996478,-0.06910291486653541,-0.07278504762738303,-0.0426120944906907,0.8616006618863763,000150
13,DL_Holdings,Conglomerate,2021,Q2,0.4429539744119022,-0.36095770333593946,0.11562646146414468,-0.27211281001830767,-0.002348959189494071,0.0,-0.09572766968580293,0.03689401042756102,-0.024498517180530532,-0.001490343159383567,-0.14639707310796124,000210
13,Dong-A_Socio_Holdings,Conglomerate,2021,Q2,1.1520071614080358,-0.04515124112901869,0.20853053973990776,0.8900315289798834,0.013681935834184755,-0.19810136566806386,-0.040650715615687005,0.004448138662380918,0.0006059008570579172,-0.04889876258825976,0.07260066188637626,000640
13,Hanwha_Corp,Conglomerate,2021,Q2,-20.696056820964976,-0.007623485861142365,-0.1078956676004783,-0.6704550413821162,-0.023377637105098437,0.04418485237483949,0.06427079425640103,0.0026000954173430735,-0.026429515562780503,-0.028701333649081562,-0.05865911902129198,000880
13,CJ_Corp,Conglomerate,2021,Q2,0.7980999170942884,0.0007537298294607586,-0.002965295604362206,0.043380254622970904,-0.004313370435528929,-0.05045245468937586,0.009462188742016209,0.02963007511702498,0.02253110050341023,0.020785453205565574,0.08348176592034653,001040
13,LG_International,Conglomerate,2021,Q2,0.4904845105759157,-0.040164179230326,0.15829933737962631,-0.15106890344927937,-0.058960894808885556,0.20030177068687977,-0.0011823032001887501,-0.054153608363019856,-0.05785390209415597,-0.07684460780436231,-0.06817220877608432,001120
13,LG_Corp,Conglomerate,2021,Q2,0.9106882100405946,0.0008691763067203429,-0.004544738304348206,0.8082816407827003,-0.10926726545805288,-0.03828867571663053,0.0,-0.27563428479688756,-0.3497885857345222,-0.19090849796049647,0.14258754617667063,003550
13,Hansol_Holdings,Conglomerate,2021,Q2,0.6567901214998216,0.0013630311455981037,0.0027429436822919984,-0.008655677618721214,-0.0048166312331625605,-0.01974914276026011,0.0002535118076096854,-0.00013324620926469244,0.0031768084873039504,0.0025356305624499864,0.17195963624535063,004150
13,LS_Corp,Conglomerate,2021,Q2,-0.965811134245296,-0.03670944949737831,-0.2735320678696098,-0.08279937974382157,-0.029651413551542438,-0.10886733457161099,0.032330657368073834,-0.04995602160328083,-0.03807800589159127,-0.029231779678030367,-0.03807269054915383,006260
13,SK_Holdings,Conglomerate,2021,Q2,0.9556323484306308,-0.008777824663655176,0.015459035613481387,0.47719849750028964,0.0007561051195620339,0.10455323614166472,-0.10784011035687957,-0.0747136388668741,-0.05432462844052077,-0.05481101145398548,-0.06117126793818515,034730
13,Halla_Holdings,Conglomerate,2021,Q2,-0.85877070391617,-0.03059706894525993,-0.1116613872166472,-0.13828458180429348,-0.04773624523868647,0.002491582038994772,0.0,-0.009551435177615364,-0.017828683788150945,-0.015234854555455035,0.1480896594413885,060980
13,GS_Holdings,Conglomerate,2021,Q2,0.8454396664263586,-0.0002048259013693876,0.12434858472038857,0.6922184498319486,-0.0027828935378357844,-0.028435966671547262,-0.031013155974938034,0.004030702023046007,-0.033280251181208476,-0.03252075362824547,0.1304651120142535,078930
