,name,sector,year,quarter,영업이익변화율,비유동자산변화율,비유동부채변화율,매출액변화율,이익잉여금변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,주주 수변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
28,Doosan_Corp,Conglomerate,2017,Q3,0.07940616562686553,-0.005625689946810786,0.32357146294936834,-0.0022188286749562636,-0.0189279154565114,0.1504914192636927,0.09854351505085512,0.01887320569910267,0.015179033761763883,-0.0248755198345485,0.18121528312353324,000150
28,DL_Holdings,Conglomerate,2017,Q3,-0.19740660967938828,-0.08638699690624452,-0.045603353885667275,-0.05619273517496337,-0.027850920539118196,-0.007322158991907302,-0.3602873240714224,-0.011585522343356747,-0.021989384676170287,0.0005396597005936643,-0.11608341002438625,000210
28,Dong-A_Socio_Holdings,Conglomerate,2017,Q3,7.105262827212398,-0.019095141681743533,0.008879337997504066,-1.3116532559002554,-0.025878276342065742,-0.09247494484333219,-0.0012843486438283147,-0.013231526948306982,-0.013733878519653464,-0.005143411361193451,-0.11538503321033204,000640
28,Hanwha_Corp,Conglomerate,2017,Q3,-0.037088584757339005,-0.0010113637862350089,-0.03865673339098663,-0.021855482998523135,-0.021884222961887412,0.20921044841509479,0.0011906179805462047,-0.01758439284330615,-0.015697599659299177,-0.011399133948681417,-0.09156190794979073,000880
28,CJ_Corp,Conglomerate,2017,Q3,-0.07720992908927116,-0.002500345078888744,-0.29995213758692696,-0.06213034521950944,-0.0033566203062684874,-0.018375548318126406,-0.002793567718430534,-0.0037062976941597547,-0.0033607809748634754,-0.003280113242646321,-0.11938968598491993,001040
28,LG_International,Conglomerate,2017,Q3,3.687951662231167,0.003866677372698746,0.0022355339917254913,-0.20112842079003146,-0.024330435584485777,-0.15207160286695648,0.05158490175561681,-0.020749706117921596,-0.026253336040509723,-0.04831840382626518,-0.1342504951768488,001120
28,LG_Corp,Conglomerate,2017,Q3,-0.31053480995047034,0.0009151248959836655,-0.01308759601525833,0.004702099259798587,-0.06267550898828977,-0.009432039254819807,0.0,-0.07123387301561146,-0.09410348535592439,-0.1007130939966665,0.03606110324321354,003550
28,Hansol_Holdings,Conglomerate,2017,Q3,-0.4905316831261832,0.033084770513976514,-6.7104067113418395,-0.40035628970731096,0.006460534988252387,-0.059541131064308805,0.008650483017715205,-0.025687591730696235,0.03263771394770143,0.028185872085035424,-0.10454117060443537,004150
28,LS_Corp,Conglomerate,2017,Q3,0.02044886279882674,-0.017147648460170695,0.0020956815028532194,0.007628593333580458,0.00028763802587128406,0.02453135938817967,-0.0773058240275517,-0.007238780593051164,-0.014161146064696428,-0.02250347273169484,0.07035358241758248,006260
28,SK_Holdings,Conglomerate,2017,Q3,-0.49298916123120695,-0.07415516426662916,0.029099980833465322,-0.0728379639279455,-0.011650368057122273,0.027237659299448533,-0.10538312141580408,-0.16076883176202839,-0.1027933730081878,-0.08162743931897731,0.00921259574468091,034730
28,Halla_Holdings,Conglomerate,2017,Q3,1.3812403127128594,0.004866720891173126,-0.22141335292403674,0.14204353089485144,0.011180453594665796,-0.15209907539442902,0.0,-0.008499784535058064,-0.01502551623604087,-0.013596854732333075,-0.03231322118380056,060980
28,GS_Holdings,Conglomerate,2017,Q3,-0.09242117442869535,-0.014492784544356097,-0.0006185880642926023,0.05882718736396986,-0.0034412690188796446,0.054383645462227084,0.0077210892453581925,-0.00861646991722509,-0.01562874980771345,-0.013766087858569254,-0.05439976642335761,078930
