,name,sector,year,quarter,영업이익변화율,비유동자산변화율,비유동부채변화율,매출액변화율,이익잉여금변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,주주 수변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
8,Doosan_Corp,Conglomerate,2022,Q3,0.5563839335626599,0.08036067819292292,0.13225393477488445,-0.15929937089473345,-0.05664330520026328,-0.17416914717588708,0.255597581773753,0.003433757246719904,0.014492648397575802,0.009292897544630807,0.23248859387923604,000150
8,DL_Holdings,Conglomerate,2022,Q3,0.9951645335051398,0.006237330355696069,-0.0008709658369132622,0.8760892665254296,0.0001117024765715513,0.3278752199402504,-0.004184439339075308,0.00027056444529560686,-0.004911719994922237,-0.005332116550562649,-0.1133258648703858,000210
8,Dong-A_Socio_Holdings,Conglomerate,2022,Q3,5.01071996195278,-0.007693879726293762,-0.03194200848413198,-6.906317098919088,-0.022559669147247163,0.05905809393449801,0.004102131561954825,-0.015854638790320674,-0.014014499456656226,0.0030663452712401673,0.07398984951238477,000640
8,Hanwha_Corp,Conglomerate,2022,Q3,-2.160412601059381,0.0013753316884543842,0.02824601545351768,0.03951173868662805,-0.010248470889103078,-0.018147012256829353,0.004827939864970876,-0.010517588068062134,-0.005984088094443507,-0.0003976247881551931,0.0308205276457557,000880
8,CJ_Corp,Conglomerate,2022,Q3,0.7609286832989623,-0.007009046459044432,-0.04540291952661257,-0.02909894962464632,-0.0015323501314974397,0.08097439349396938,-0.009288888871679557,-0.020803793160735662,-0.01666517451583749,-0.015661960702332944,-0.02827562295174267,001040
8,LG_International,Conglomerate,2022,Q3,-0.08230819093419917,-0.10622636804219554,-0.005205317064289616,0.015741349033228658,-0.1085253789393481,0.09672583858067459,-0.22904541008592494,-0.11259647110597082,-0.12663747338101827,-0.10876827103673503,0.2873913302144029,001120
8,LG_Corp,Conglomerate,2022,Q3,-1.0529316717122001,0.009447877491376655,-0.025255252510986814,-0.394887910130153,-0.012522186684126746,0.17427504708874061,0.0,-0.014088706051627709,-0.01833869667817023,-0.01820904370532417,0.02533285661334185,003550
8,Hansol_Holdings,Conglomerate,2022,Q3,-0.35985207042819267,0.0009599949015939302,0.009628472193156101,-0.012714829032316022,-0.011631827292083674,0.018719491533185056,-0.0130762732567693,-0.008090437486281354,-0.010906185281350789,-0.011089861154993663,0.1032343854642378,004150
8,LS_Corp,Conglomerate,2022,Q3,-1.5232388229774112,-0.25807589091556693,-2.864223186961782,-0.4201531278248478,-0.03629813128720438,0.36051984803942394,0.4348176769726103,-0.1646646065149775,-0.08348423851476339,-0.07250513951935811,-0.03502360847381797,006260
8,SK_Holdings,Conglomerate,2022,Q3,0.0639721238789801,-0.02776280324474345,0.0009204564288104455,0.0011407800141549629,-0.0011393574784186455,0.04994528746486335,-0.03357407419383707,-0.05655980023820395,-0.03998164818042316,-0.03109531586109182,-0.028617383456496642,034730
8,Halla_Holdings,Conglomerate,2022,Q3,-1.2136894521919497,-0.024724424324302552,0.09003284078286566,-0.2881153427354586,-0.10291581531650973,0.05536089656145404,0.0,-0.0266081979003443,-0.018241668557035018,-0.019558771224650995,-0.0428828534612203,060980
8,GS_Holdings,Conglomerate,2022,Q3,-0.27257962645493095,-0.004584449234654953,-0.07056376160737265,0.02102102102102099,-0.004909587148957062,0.11804335901121077,0.005235603254461596,-0.006818859446770853,-0.0031847150707489114,-0.0025070576683230428,0.0674972352904679,078930
