,name,sector,year,quarter,영업이익변화율,비유동자산변화율,비유동부채변화율,매출액변화율,이익잉여금변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,주주 수변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
12,Doosan_Corp,Conglomerate,2021,Q3,0.32463265320774515,-0.0017528624222209466,-0.031189862762240672,-0.07237435589332986,-0.11155693254477828,0.8616006618863763,0.11117863645630388,-0.09842153456675984,-0.0868600703840623,-0.03604573848695902,0.1299229727722137,000150
12,DL_Holdings,Conglomerate,2021,Q3,0.23927399922491577,0.003138432443374972,0.08773736847822,0.05718663890455722,0.001180121833060599,-0.14639707310796124,-0.001101332899509977,0.0010209305376902567,0.00011913515247508055,0.0005131111573710712,0.037025635088381484,000210
12,Dong-A_Socio_Holdings,Conglomerate,2021,Q3,4.800034460419558,-0.09099367516834778,-0.05183279952251141,-4.981956486096451,-0.03135385499801613,0.07260066188637626,-0.04953326357624799,-0.06433178393471417,-0.07759513642215032,-0.07474296714771667,0.040815848326394545,000640
12,Hanwha_Corp,Conglomerate,2021,Q3,0.21052096856126878,-0.0013626407233666704,0.021760732779741887,0.30523624276911043,-0.017907966280165333,-0.05865911902129198,-0.0762206494590083,-0.02391290802440449,3.1817975984616e-05,0.0023059362901725056,0.162941840696742,000880
12,CJ_Corp,Conglomerate,2021,Q3,-1.1887310916577118,0.0010171429316341296,-0.0010053258070599203,0.0023609361926553163,-0.01294688481611983,0.08348176592034653,-0.00397356743134436,-0.00026040533597448956,-0.001584890981224829,-0.0019076419870676098,0.004967582981369761,001040
12,LG_International,Conglomerate,2021,Q3,3.1878867644879967,-0.0773227055196466,0.04650335529882188,-0.02226815543737093,-0.08843751143647371,-0.06817220877608432,-0.20876048361975674,-0.09007193832663107,-0.10286872777430522,-0.0936063123379356,0.1948721745138683,001120
12,LG_Corp,Conglomerate,2021,Q3,-1.0305742898017578,-0.01272905006349423,-0.06164604093224457,-0.3228540472529009,-0.010698118155743508,0.14258754617667063,0.0,-0.029506874708277397,-0.033175781612796884,-0.02312618402241684,-0.002337478578137764,003550
12,Hansol_Holdings,Conglomerate,2021,Q3,-0.9495800198773685,0.0017994113745762874,0.02274568617361028,-0.010179882722032962,-0.01007631515823304,0.17195963624535063,-0.012000079126440522,-0.006636911780824928,-0.01003826773266181,-0.010148042419873882,-0.07326448812541216,004150
12,LS_Corp,Conglomerate,2021,Q3,0.3932590942835932,-0.09276690958248524,0.01791869087189979,-0.05188990555139328,-0.014397500434829125,-0.03807269054915383,-0.00576584635102706,-0.04421811103225193,-0.039075406139883695,-0.02724631862928306,-0.012416791202063737,006260
12,SK_Holdings,Conglomerate,2021,Q3,-5.302931145727717,-0.027718665290909383,-0.05791785909871594,-0.316480617743506,0.000630386227701174,-0.06117126793818515,-0.04254360308121519,-0.059657122469232604,-0.04354945362456131,-0.036456837569288414,0.03457038191119072,034730
12,Halla_Holdings,Conglomerate,2021,Q3,-0.028657392300766693,-0.12586710600952644,0.10011295717775215,0.0005938093753584672,-0.06392986574748827,0.1480896594413885,0.0,-0.0433841537174553,-0.03101510105637373,-0.03308713971749144,0.21509415328111664,060980
12,GS_Holdings,Conglomerate,2021,Q3,-0.3650803655846202,-0.03361469407815565,0.022971239488341788,-0.007871396895787086,-0.05519522445880587,0.1304651120142535,-0.07096895907720846,-0.020918186969908437,-0.004373090794146606,-0.010214730216626,0.04826340693735876,078930
