,name,sector,year,quarter,영업이익변화율,비유동자산변화율,비유동부채변화율,매출액변화율,이익잉여금변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,주주 수변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
18,Doosan_Corp,Conglomerate,2020,Q1,-0.24103008673221038,-0.007964542966585553,-0.2209012925595808,0.1368533735973262,-0.019698556927926658,0.0,-0.10424737724581723,0.06771172019712335,0.008652974048405815,-0.02560759230845644,-0.3278471153239161,000150
18,DL_Holdings,Conglomerate,2020,Q1,0.43369233579807875,-0.06963706399193259,-0.0009332045533083644,0.16631566601117764,-0.05449619866870914,-0.19145807343458393,-0.14592554804648428,-0.5878169631543011,-0.159926052383647,-0.15869803377479652,0.008475770750884765,000210
18,Dong-A_Socio_Holdings,Conglomerate,2020,Q1,6.011531956488695,-0.016921462015144995,-0.4084141966800374,-4.321813010007128,-0.03411688275349145,0.16695116583705819,-0.013880583436344907,-0.2670623128224101,-0.055255270694081204,-0.015029458140736862,-0.037853822232031376,000640
18,Hanwha_Corp,Conglomerate,2020,Q1,0.9278245942571786,-0.005734645662159643,-0.04534382974631668,0.4263414328204772,0.021625911287632693,-0.07238431806376888,-0.1105921863799253,-0.20403897235151813,-0.013607631857996294,0.003300886069359521,-0.19176351956096152,000880
18,CJ_Corp,Conglomerate,2020,Q1,-4.3176920899013735,0.005106075742739247,-0.01088315041454413,-0.06674741132687845,0.010545275190710912,0.10366045440800392,-0.009903914786347778,-0.09392111105682033,-0.029866551829417,-0.027072788873931275,-0.1372881091127359,001040
18,LG_International,Conglomerate,2020,Q1,1.0245016662455115,0.01812853130547676,0.13878819716181412,-0.06075019002687165,-0.26196616920585836,-0.19427136701547346,0.11501246805733067,-0.09516175148179729,-0.15344871848490516,-0.26242642016599405,-0.1956876468853778,001120
18,LG_Corp,Conglomerate,2020,Q1,-16.963794482723028,0.002173927450284552,0.08168798007712763,-6.1473980120505045,-0.04785286394462074,-0.020098031793136094,0.0,-0.42556504436722475,0.01978101586518699,-0.035415799723994335,-0.008764312100196486,003550
18,Hansol_Holdings,Conglomerate,2020,Q1,-2.9881831464963575,-0.0013532924756298748,-0.006015391707961726,-0.03438227192893195,-0.2510643243848374,-0.1283874223292361,-0.10686407471083337,0.1158060303009566,-0.05582073000850962,-0.05741603786333482,-0.11997686786825038,004150
18,LS_Corp,Conglomerate,2020,Q1,1.3247043783956536,0.012948388014689671,-0.0020146080515739406,-0.011532394920542366,0.010196444458192455,-0.06381750155548806,0.026193872085185865,-0.7747481652778472,0.0021227927136245883,0.007367774761117718,-0.2003874620065221,006260
18,SK_Holdings,Conglomerate,2020,Q1,-25.34400981668837,-0.0030395751591605347,-0.008399430735799074,-1.5508507190244005,-0.07776381517548914,0.20055084666959078,0.019081192945445302,-3.3978924669335875,-0.013468859413873435,-0.008687148364068253,-0.16689473437153504,034730
18,Halla_Holdings,Conglomerate,2020,Q1,-0.5254388679086177,-0.012573266317585707,0.35987190466066854,0.03653655895733199,0.0011257456690192402,-0.0007041155534851656,0.0,-0.0361842106216399,-0.009911810832295753,-0.01701424128416007,-0.21393217530210576,060980
18,GS_Holdings,Conglomerate,2020,Q1,-6.905201549748578,9.043706149813868e-05,0.24102031984578165,-3.1923030327504742,-0.0007633220212110992,-0.044448206319321906,-0.003766335869812787,0.10344518330170982,0.06225159509898226,0.055233745217730945,-0.08764104459152947,078930
