,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,영업이익 변화율,이익잉여금 변화율,비유동부채 변화율,비유동자산 변화율,국제유가 변화율,Label,Code
19,대림산업,2020,Q1,건설,0.19286437081366153,2.326416414584117,-0.43369233579807875,0.05449619866870914,0.0009332045533083644,0.06963706399193259,-0.20454187036744997,-0.1716815982654706,000210
19,현대건설,2020,Q1,건설,0.2557628363509828,2.326416414584117,-0.22075437944653153,-0.0012689011754698498,0.05609695528889058,-0.06736129630499998,-0.20454187036744997,-0.17233944488030417,000720
19,KCC,2020,Q1,건설,0.048837091118526965,2.326416414584117,1.3216758884258262,-0.07217050166430161,-0.26019437892103914,-0.09531319810729844,-0.20454187036744997,-0.17380666766095376,002380
19,한일시멘트,2020,Q1,건설,0.2601351701297078,2.326416414584117,-8.1603442200768,-0.0022914770636661697,-0.0416545835155977,-0.10915488198391554,-0.20454187036744997,-0.2149529513057256,003300
19,아이에스동서,2020,Q1,건설,0.045258181323962005,2.326416414584117,0.004690349637314739,-0.0197803829523302,-0.0822829358020638,-0.14642164928927714,-0.20454187036744997,0.5905864258328777,010780
19,현대산업,2020,Q1,건설,0.10521536138704882,2.326416414584117,4.328541533270191,0.004161183652894307,4.820319534269715,0.10348458371758529,-0.20454187036744997,-0.04363342689473235,012630
19,삼성엔지니어링,2020,Q1,건설,0.010193831290781913,2.326416414584117,0.10494505370250518,-0.5112330766004649,-0.0344499807787334,-0.005311071399480172,-0.20454187036744997,-0.11558748957876197,028050
19,대우건설,2020,Q1,건설,0.16589919200891362,2.326416414584117,-2.272607062072254,-0.5619692354297146,-0.14853121748456644,0.018013181038496917,-0.20454187036744997,-0.27334455687061837,047040
19,한전기술,2020,Q1,건설,0.03641661685594744,2.326416414584117,-0.7762263897220418,-0.019466497576520747,0.31831747306162894,-0.013120270504676235,-0.20454187036744997,-0.18602550750536437,052690
19,LG하우시스,2020,Q1,건설,0.4879588246481552,2.326416414584117,52.70940170940171,0.048794110180248706,-0.14813661301307746,-0.012230319415282853,-0.20454187036744997,-0.16662829297173226,108670
