,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,영업이익 변화율,자산총계 변화율,자본총계 변화율,법인세차감전 순이익 변화율,실업률 변화율,Label,Code
9,대림산업,2022,Q3,건설,-0.06144148313487091,0.09093510066157107,-0.9951645335051398,-0.009787643938270807,-0.00020523442456932273,-1.0162392210580276,-0.023255813953488302,-0.1569472344230102,000210
9,현대건설,2022,Q3,건설,-0.07986915223403078,0.09093510066157107,0.0559416330086322,0.025833810257731793,0.06791577988428998,0.20665883119833284,-0.023255813953488302,-0.12877678844013868,000720
9,KCC,2022,Q3,건설,-0.16544101598368463,0.09093510066157107,-0.15603064010408296,-0.08411869683702966,-0.05766222492752604,-2.9004315197137487,-0.023255813953488302,-0.10477236749806443,002380
9,한일시멘트,2022,Q3,건설,-0.060996441415058174,0.09093510066157107,-1.377009330631616,-0.100104977051232,-0.0004803215936365346,-0.9749102878370082,-0.023255813953488302,0.07977592941879771,003300
9,아이에스동서,2022,Q3,건설,-0.17891997893335718,0.09093510066157107,0.20451387896091822,0.054429315517970034,0.04876230701305606,-4.988035854025519e-06,-0.023255813953488302,0.26009935173087906,010780
9,현대산업,2022,Q3,건설,-0.14478461117122884,0.09093510066157107,4.4193166375600885,0.01789508043539767,0.0013128878214181405,-0.07445030843866896,-0.023255813953488302,0.17791898315387147,012630
9,삼성엔지니어링,2022,Q3,건설,0.24053821165159397,0.09093510066157107,-0.24889630480135494,0.002351020828944561,0.09551722030751364,0.4182115464562639,-0.023255813953488302,0.005657714566308777,028050
9,대우건설,2022,Q3,건설,-0.1361040556156733,0.09093510066157107,0.791316167715477,0.032122611349472585,0.05144543208449903,1.614990228280941,-0.023255813953488302,-0.10162679664252264,047040
9,한전기술,2022,Q3,건설,-0.078908306689952,0.09093510066157107,-1.2212696763873117,0.03830780648630183,0.01385145283542899,-0.8863020323514693,-0.023255813953488302,0.18721311985413114,052690
9,LG하우시스,2022,Q3,건설,-0.24315714014191733,0.09093510066157107,0.7703544795178261,-0.0036146367955406378,-0.03903576824399557,-6.180634513112048,-0.023255813953488302,-0.049067522886124953,108670
