,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,주택가격 변화율,비유동부채 변화율,자본총계 변화율,Label,Code
16,대림산업,2021,Q2,건설,-0.12364132381867118,0.05950276794361331,0.002348959189494071,-0.4429539744119022,0.17390906491278257,-0.11562646146414468,0.19137046851504946,-0.05872080180670259,000210
16,현대건설,2021,Q2,건설,0.0044731457103875175,0.05950276794361331,0.0034014242688202856,-0.7617657698112736,0.17390906491278257,0.1571861873801914,0.002197340060170916,0.05077114280641535,000720
16,KCC,2021,Q2,건설,-0.052952052476946725,0.05950276794361331,0.0402725420436425,0.9170508646319249,0.17390906491278257,0.10630147564705195,0.03844894841836388,0.06202467850420049,002380
16,한일시멘트,2021,Q2,건설,-0.09849603277904787,0.05950276794361331,0.0023661036926700962,-1.0151074125254034,0.17390906491278257,-0.13684428515214786,0.0037945842471467373,0.03470755515348771,003300
16,아이에스동서,2021,Q2,건설,-0.19627463882691748,0.05950276794361331,-0.00022417711811306695,0.15830985049483748,0.17390906491278257,0.3298919663801201,-0.00034139089713569604,-0.01828287709523673,010780
16,현대산업,2021,Q2,건설,-0.16205060302331079,0.05950276794361331,-0.0014860281566330125,-0.936671338233314,0.17390906491278257,3.520532746892213,0.003925167012814645,-0.07202135209355426,012630
16,삼성엔지니어링,2021,Q2,건설,0.21766108748527596,0.05950276794361331,0.2597379748860069,0.042712731214217925,0.17390906491278257,-0.0190853474691971,0.0467016887135403,0.06264068649861534,028050
16,대우건설,2021,Q2,건설,-0.05694473353597176,0.05950276794361331,0.31364796308286325,-0.5232353610775473,0.17390906491278257,0.22585092802458395,0.02981279427851624,-0.0657980998157826,047040
16,한전기술,2021,Q2,건설,0.16591961060294433,0.05950276794361331,0.0052474286017545335,-2.658592177371536,0.17390906491278257,0.03195199977154162,0.005262847929181191,1.1542072803850782,052690
16,LG하우시스,2021,Q2,건설,-0.1209457213058214,0.05950276794361331,-0.31905509330362924,-0.008291800820358963,0.17390906491278257,-0.371466126272035,-0.06655708803942917,-0.20270061435176387,108670
