,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,비유동부채 변화율,주택가격 변화율,자본총계 변화율,Label,Code
10,대림산업,2022,Q4,건설,-0.17816389286564882,0.037277113088610925,-0.007154929037306301,44.44713339859533,0.014317778214707921,8.140386016023307,-0.023144962140460024,-0.10139160162855385,000210
10,현대건설,2022,Q4,건설,-0.1521769633719981,0.037277113088610925,-0.01871486622447127,-0.524351486401605,-0.0719168863318348,8.140386016023307,-0.05563623522677108,0.06666571081671227,000720
10,KCC,2022,Q4,건설,-0.1272952865633436,0.037277113088610925,0.0473990646452207,-0.22897179933913603,-0.10289585772217857,8.140386016023307,0.04435446190257708,-0.03367575025191658,002380
10,한일시멘트,2022,Q4,건설,0.08368510559351913,0.037277113088610925,-0.002121558766554177,-4.146764581203971,-0.0739716719995982,8.140386016023307,-0.004830492567873712,-0.02228683554484963,003300
10,아이에스동서,2022,Q4,건설,0.2595060011159072,0.037277113088610925,0.006506023088437063,-0.30285015785547886,-0.1665005684501949,8.140386016023307,-0.0035710440598161197,-0.1687910328473053,010780
10,현대산업,2022,Q4,건설,0.14551251676103183,0.037277113088610925,0.00020505161469719368,-0.056133406404385466,0.07317327813314445,8.140386016023307,0.009866745498071205,-0.031317776440032814,012630
10,삼성엔지니어링,2022,Q4,건설,0.09524473862104207,0.037277113088610925,0.06219791528036356,0.4630396389934086,-0.6410881150169512,8.140386016023307,-0.02640080926199484,-0.01646992017726319,028050
10,대우건설,2022,Q4,건설,-0.1530877618268303,0.037277113088610925,-0.03499466153746733,-0.7032133090605249,0.10932240173149554,8.140386016023307,-0.028802675861330895,0.028152137302433586,047040
10,한전기술,2022,Q4,건설,0.11110841847695471,0.037277113088610925,0.031212421217380548,-12.631681855914112,0.43128156796611683,8.140386016023307,0.031359335451925485,-0.0873425788094688,052690
10,LG하우시스,2022,Q4,건설,-0.09609205318085412,0.037277113088610925,-0.49107257960551765,-1.4637045585689556,-0.07364876517807284,8.140386016023307,-0.06024351929794325,0.28127767351013605,108670
