,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,비유동부채 변화율,주택가격 변화율,자본총계 변화율,Label,Code
27,대림산업,2018,Q3,건설,0.10832945931949682,0.003934920457544511,0.0954106636885157,0.05421065651469781,-0.12935115221113647,0.23033340597079976,0.07999514816562536,0.15289343413165826,000210
27,현대건설,2018,Q3,건설,-0.060928753437617986,0.003934920457544511,0.008337607418246407,-0.17589990770177422,-0.030474606318600106,0.23033340597079976,-0.003315454539227214,0.00930155204081681,000720
27,KCC,2018,Q3,건설,-0.1296050422332642,0.003934920457544511,0.06113559254257672,-0.041605592623785936,0.06386701103660775,0.23033340597079976,0.05616902516580091,0.16062349184124936,002380
27,한일시멘트,2018,Q3,건설,-0.2000711357221891,0.003934920457544511,0.26217431510834666,-0.7367839694773692,0.0005683522479111858,0.23033340597079976,1.555765148322381,-0.182706499966927,003300
27,아이에스동서,2018,Q3,건설,-0.0011112333954137188,0.003934920457544511,0.01208029080713402,-0.9426326290767523,0.8218164250166198,0.23033340597079976,0.007436638501780335,0.033426551851878136,010780
27,현대산업,2018,Q3,건설,-0.24366898524109126,0.003934920457544511,-0.0011285300724703795,-3.5664978925082567,0.25103924674325917,0.23033340597079976,0.5817769650291573,0.09903370954224197,012630
27,삼성엔지니어링,2018,Q3,건설,0.17281523017777195,0.003934920457544511,-0.9287917657304654,0.9013071862734343,-0.33546964125477885,0.23033340597079976,0.10413482069463553,-0.12865943742882008,028050
27,대우건설,2018,Q3,건설,-0.040184176886632145,0.003934920457544511,-0.33165036544938464,0.29041770111660203,-0.009473639577732507,0.23033340597079976,0.025035875348615066,0.03716613569969823,047040
27,한전기술,2018,Q3,건설,0.00956350929381184,0.003934920457544511,0.006669039052477954,20.393666940413933,0.0640039437374087,0.23033340597079976,0.006736207602187738,0.17745031470273542,052690
27,LG하우시스,2018,Q3,건설,-0.21825607578212913,0.003934920457544511,0.011522478277295134,-0.7551955212486217,0.0627771481993995,0.23033340597079976,0.003920549463439782,0.1763848274433496,108670
