,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,주택가격 변화율,비유동부채 변화율,자본총계 변화율,Label,Code
19,대림산업,2020,Q3,건설,-0.10123438296813245,0.021071557908721283,0.022766799887414146,-0.4176607131754714,0.5602874963856417,0.20464789439696074,0.01870200059621485,-0.037345419853892003,000210
19,현대건설,2020,Q3,건설,-0.14513875665797915,0.021071557908721283,0.009904215068143873,-0.17561402700336393,0.5602874963856417,0.019207530576681897,5.818225164611057e-05,0.08848748241298054,000720
19,KCC,2020,Q3,건설,-0.03250576077415952,0.021071557908721283,-0.015272200444618522,-0.1497621812461919,0.5602874963856417,0.014937029911247013,-0.01860741910802255,0.014372520022841423,002380
19,한일시멘트,2020,Q3,건설,0.045629762082060786,0.021071557908721283,-0.0008885426450633283,-0.6088742458291763,0.5602874963856417,-0.25488630400788004,0.010090389316744552,-0.10141647596785616,003300
19,아이에스동서,2020,Q3,건설,-0.12229701417335292,0.021071557908721283,0.12974008966337003,0.32436197212753526,0.5602874963856417,0.46749190346568525,0.07993524913474936,0.015181448300253725,010780
19,현대산업,2020,Q3,건설,-0.07243960488374082,0.021071557908721283,0.00024975958039674673,0.5463355460457389,0.5602874963856417,-0.8177132990176617,0.0018658147295338434,-0.15483577679281735,012630
19,삼성엔지니어링,2020,Q3,건설,-0.09090921381618286,0.021071557908721283,0.7801329035607885,0.48006020101588853,0.5602874963856417,0.07341222929903801,0.06922366603956331,-0.06090177165549271,028050
19,대우건설,2020,Q3,건설,-0.02698955444961175,0.021071557908721283,6.612851449497893,0.30134941259058556,0.5602874963856417,0.1608678406894084,0.02140950468349989,0.5686916595695979,047040
19,한전기술,2020,Q3,건설,-0.08128753115102193,0.021071557908721283,0.01493968979207616,-3.4681386399466945,0.5602874963856417,0.1354684207105734,0.015037795420405287,0.05041087276520945,052690
19,LG하우시스,2020,Q3,건설,0.019354056663425337,0.021071557908721283,0.1732733634630068,0.1110938390590186,0.5602874963856417,-0.0005048073189295454,0.05112952128795323,-0.05845306346095147,108670
