year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,6260,LS,산업재,,,,
2021,Q1,1,2,6260,LS,산업재,,,,
2021,Q1,1,3,6260,LS,산업재,,,,
2021,Q1,1,4,6260,LS,산업재,,,,
2021,Q1,2,1,6260,LS,산업재,,,,
2021,Q1,2,2,6260,LS,산업재,,,,
2021,Q1,2,3,6260,LS,산업재,2021-02-19,긍정,"뉴스 기사와 경제 영상 모두 LS그룹의 구자열 회장이 차기 무역협회장으로 추대된 사실을 보도하고 있으며, 이는 LS그룹의 리더십과 구 회장의 역량을 긍정적으로 평가하는 내용입니다. 뉴스 기사에서는 구 회장의 리더십과 무역업계에 대한 긍정적인 기대를 강조하고 있으며, 경제 영상에서도 구 회장의 경험과 개혁 의지를 긍정적으로 언급하고 있습니다. 두 콘텐츠 모두 긍정적인 논조를 보이므로, 종합적으로 긍정으로 판단합니다.",1.0
2021,Q1,2,4,6260,LS,산업재,,,,
2021,Q1,3,1,6260,LS,산업재,,,,
2021,Q1,3,2,6260,LS,산업재,,,,
2021,Q1,3,3,6260,LS,산업재,,,,
2021,Q1,3,4,6260,LS,산업재,,,,
2021,Q2,4,1,6260,LS,산업재,,,,
2021,Q2,4,2,6260,LS,산업재,,,,
2021,Q2,4,3,6260,LS,산업재,,,,
2021,Q2,4,4,6260,LS,산업재,,,,
2021,Q2,5,1,6260,LS,산업재,,,,
2021,Q2,5,2,6260,LS,산업재,,,,
2021,Q2,5,3,6260,LS,산업재,,,,
2021,Q2,5,4,6260,LS,산업재,,,,
2021,Q2,6,1,6260,LS,산업재,,,,
2021,Q2,6,2,6260,LS,산업재,2021-06-14,긍정,"뉴스 기사 내용이 제공되지 않아 중립으로 간주하였고, 경제 영상에서는 LS 전선의 디지털 전환과 수익성 확보를 긍정적으로 보도하고 있습니다. 따라서 영상의 긍정적인 논조를 따라 최종적으로 긍정으로 판단합니다.",1.0
2021,Q2,6,3,6260,LS,산업재,,,,
2021,Q2,6,4,6260,LS,산업재,,,,
2021,Q3,7,1,6260,LS,산업재,,,,
2021,Q3,7,2,6260,LS,산업재,,,,
2021,Q3,7,3,6260,LS,산업재,,,,
2021,Q3,7,4,6260,LS,산업재,,,,
2021,Q3,8,1,6260,LS,산업재,,,,
2021,Q3,8,2,6260,LS,산업재,2021-08-13,부정,"뉴스 기사는 LS의 사회공헌 활동에 대한 긍정적인 내용을 담고 있지만, 이는 주가에 직접적인 영향을 미칠 만한 정보는 아닙니다. 반면, 경제 영상에서는 LS 그룹의 총수들이 법정에 서게 된 부정적인 소식을 전하고 있으며, 이는 기업의 이미지와 주가에 부정적인 영향을 미칠 수 있는 중요한 정보입니다. 따라서, 종합적으로 부정적인 전망으로 판단합니다.",-1.0
2021,Q3,8,3,6260,LS,산업재,2021-08-18,긍정,"뉴스 기사는 LS의 경영진 보수에 대한 정보만을 제공하며, 주가에 대한 직접적인 긍정 또는 부정의 논조를 포함하지 않아 중립으로 간주됩니다. 반면, 경제 영상에서는 LS의 2분기 실적이 전년 동기 대비 크게 개선되었고, 향후 실적 개선이 지속될 것으로 예상된다는 긍정적인 전망을 제시하고 있습니다. 따라서, 종합적으로 경제 영상의 긍정적인 논조를 따라 '긍정'으로 판단합니다.",1.0
2021,Q3,8,4,6260,LS,산업재,,,,
2021,Q3,9,1,6260,LS,산업재,,,,
2021,Q3,9,2,6260,LS,산업재,,,,
2021,Q3,9,3,6260,LS,산업재,,,,
2021,Q3,9,4,6260,LS,산업재,2021-09-29,긍정,"뉴스 기사는 LS그룹의 신용도와 재무 상태가 안정적이며, 원재료 가격 변동성에도 불구하고 실적이 개선되고 있다는 긍정적인 평가를 내렸습니다. 경제 영상에서는 LS일렉트릭의 스마트 공장이 세계경제포럼에서 등대 공장으로 선정되었다는 긍정적인 소식을 전했습니다. 두 콘텐츠 모두 LS그룹에 대해 긍정적인 정보를 제공하고 있어, 종합적으로 긍정으로 판단합니다.",1.0
2021,Q4,10,1,6260,LS,산업재,,,,
2021,Q4,10,2,6260,LS,산업재,,,,
2021,Q4,10,3,6260,LS,산업재,,,,
2021,Q4,10,4,6260,LS,산업재,,,,
2021,Q4,11,1,6260,LS,산업재,,,,
2021,Q4,11,2,6260,LS,산업재,,,,
2021,Q4,11,3,6260,LS,산업재,,,,
2021,Q4,11,4,6260,LS,산업재,,,,
2021,Q4,12,1,6260,LS,산업재,,,,
2021,Q4,12,2,6260,LS,산업재,,,,
2021,Q4,12,3,6260,LS,산업재,,,,
2021,Q4,12,4,6260,LS,산업재,,,,
2022,Q1,1,1,6260,LS,산업재,,,,
2022,Q1,1,2,6260,LS,산업재,,,,
2022,Q1,1,3,6260,LS,산업재,,,,
2022,Q1,1,4,6260,LS,산업재,2022-01-30,긍정,"뉴스 기사와 경제 영상 모두 LS(006260)의 디지털 전환과 혁신적인 경영 전략을 긍정적으로 보도하고 있습니다. 특히, LS일렉트릭의 스마트 공장 구축과 LS전선의 온라인 B2B 시스템 도입 등은 생산 효율성과 고객 가치 제공 측면에서 긍정적인 영향을 미칠 것으로 보입니다. 두 콘텐츠 모두 긍정적인 논조를 보이므로, 종합적으로 긍정으로 판단합니다.",1.0
2022,Q1,2,1,6260,LS,산업재,,,,
2022,Q1,2,2,6260,LS,산업재,2022-02-11,중립,"뉴스 기사와 경제 영상 모두 LS그룹의 초대 회장인 구자홍 회장의 별세 소식을 전하고 있으며, 그의 경영 철학과 업적을 다루고 있습니다. 두 콘텐츠 모두 LS(006260)와 관련이 있지만, 주가에 직접적인 긍정적 또는 부정적 영향을 미칠 만한 정보는 포함되어 있지 않습니다. 따라서 두 콘텐츠의 논조는 중립으로 판단되며, 종합적으로도 중립으로 결론지었습니다.",0.0
2022,Q1,2,3,6260,LS,산업재,2022-02-21,긍정,"뉴스 기사는 LS의 지속가능경영과 ESG 활동을 강조하며, 친환경 분야에서의 성과와 미래 성장 가능성을 긍정적으로 보도했습니다. 경제 영상은 LS 그룹의 사회공헌 활동을 다루고 있으며, 이는 기업 이미지에 긍정적인 영향을 미칠 수 있습니다. 두 콘텐츠 모두 LS에 대한 긍정적인 정보를 제공하므로, 종합적으로 긍정으로 판단합니다.",1.0
2022,Q1,2,4,6260,LS,산업재,,,,
2022,Q1,3,1,6260,LS,산업재,,,,
2022,Q1,3,2,6260,LS,산업재,,,,
2022,Q1,3,3,6260,LS,산업재,,,,
2022,Q1,3,4,6260,LS,산업재,,,,
2022,Q2,4,1,6260,LS,산업재,,,,
2022,Q2,4,2,6260,LS,산업재,,,,
2022,Q2,4,3,6260,LS,산업재,2022-04-21,긍정,"뉴스 기사는 LS전선의 해저케이블 사업 확장과 관련된 긍정적인 내용을 다루고 있으며, 경제 영상은 구리 가격 상승으로 인한 LS 그룹의 실적 호조와 성장 전망을 긍정적으로 보도하고 있습니다. 두 콘텐츠 모두 LS(006260)에 긍정적인 영향을 미칠 수 있는 요소를 강조하고 있어, 종합적으로 긍정으로 판단합니다.",1.0
2022,Q2,4,4,6260,LS,산업재,2022-04-27,긍정,"뉴스 기사에서는 LS그룹이 신한은행과의 협약을 통해 ESG 경영을 강화하고, 탄소 배출량 감축을 위한 금융 지원을 받는다는 긍정적인 내용을 담고 있습니다. 경제 영상에서는 LS 전선의 해저케이블 사업 확장과 글로벌 에너지 솔루션 기업으로의 도약을 강조하며 긍정적인 전망을 제시하고 있습니다. 두 콘텐츠 모두 LS(006260)에 긍정적인 영향을 미칠 수 있는 요소를 포함하고 있어, 종합적으로 긍정으로 판단합니다.",1.0
2022,Q2,5,1,6260,LS,산업재,2022-05-04,긍정,"뉴스 기사에서는 LS그룹이 미래에셋증권과 함께 1000억원대의 ESG 투자 펀드를 조성하여 친환경 에너지와 전기차, 스마트팩토리 등에 투자할 계획을 밝히며 긍정적인 전망을 제시했습니다. 경제 영상에서는 LS전선이 해저케이블 시장에서의 경쟁력을 강화하고 있으며, 친환경 에너지 사업에서의 성장을 강조하고 있습니다. 두 콘텐츠 모두 LS의 친환경 및 미래 에너지 사업에 대한 긍정적인 전망을 제시하고 있어, 종합적으로 긍정으로 판단합니다.",1.0
2022,Q2,5,2,6260,LS,산업재,,,,
2022,Q2,5,3,6260,LS,산업재,,,,
2022,Q2,5,4,6260,LS,산업재,,,,
2022,Q2,6,1,6260,LS,산업재,2022-06-07,긍정,"뉴스 기사와 경제 영상 모두 LS(006260)의 대규모 투자 계획과 신사업 진출을 긍정적으로 다루고 있습니다. 뉴스 기사는 LS그룹의 10조원 투자 계획과 조직문화 개선을 강조하며, 경제 영상은 미래 에너지와 첨단 소재 분야에 대한 구체적인 투자 계획을 설명합니다. 두 콘텐츠 모두 긍정적인 논조를 보이므로, 종합적으로 긍정으로 판단합니다.",1.0
2022,Q2,6,2,6260,LS,산업재,,,,
2022,Q2,6,3,6260,LS,산업재,,,,
2022,Q2,6,4,6260,LS,산업재,,,,
2022,Q3,7,1,6260,LS,산업재,,,,
2022,Q3,7,2,6260,LS,산업재,2022-07-14,긍정,"뉴스 기사는 LS그룹이 배터리, 전기차, 반도체 등 신사업 확장을 통해 사업 포트폴리오를 혁신하려는 계획을 긍정적으로 보도했습니다. 경제 영상에서는 LS 네트웍스가 이베스트 투자증권을 직접 자회사로 편입하려는 계획을 설명하며, 이는 LS 그룹의 투명성 문제 해결과 경영환경 개선을 위한 긍정적인 움직임으로 해석됩니다. 두 콘텐츠 모두 LS의 미래 성장 가능성을 긍정적으로 평가하고 있어, 종합적으로 긍정으로 판단합니다.",1.0
2022,Q3,7,3,6260,LS,산업재,,,,
