,name,year,quarter,sector,Relative Return,유동부채 변화율,법인세차감전 순이익 변화율,소비자물가지수 변화율,보유 주식 수 변화율,이익잉여금 변화율,영업이익 변화율,Label,Code
6,유한양행,2023,Q2,헬스케어,0.29034291902187653,-0.032994539608148465,-0.49974067130523625,-0.3075171004307199,0.0,0.009304753109873332,0.2544449871506649,-0.1365996389889667,000100
6,일동제약,2023,Q2,헬스케어,-0.04564954330338757,0.07395581317890954,25.130659472062455,-0.3075171004307199,0.0,-0.25456418653547386,-1.4134489509038728,-0.10504188623918811,000230
6,동아쏘시오홀딩스,2023,Q2,헬스케어,0.04921519946166719,-0.2587229686926462,-1.1403069110881046,-0.3075171004307199,0.0,-0.009672768054790892,-1.0725193474803996,0.07971995402686094,000640
6,부광약품,2023,Q2,헬스케어,-0.16834066751682053,0.006182803818163274,-2.230802633816818,-0.3075171004307199,0.0,0.00968414823143382,-2.3354457774420894,-0.09887998804800935,003000
6,영진약품,2023,Q2,헬스케어,-0.12751493529536184,0.5047303340001081,1.9317435989227354,-0.3075171004307199,0.0,0.13308315720480968,-1.647113265733473,-0.12801352275036487,003520
6,녹십자,2023,Q2,헬스케어,-0.0883642258291437,0.493062076112448,-1.8508374352635792,-0.3075171004307199,0.0,0.010725230840499478,-2.0342178940419213,-0.09152539035579976,006280
6,일양약품,2023,Q2,헬스케어,-0.04376133949357327,0.024081492245527025,4.0331335770301076,-0.3075171004307199,0.0,0.7673134233159988,-0.5611260105804652,-0.1256940528661142,007570
6,서흥,2023,Q2,헬스케어,-0.08711301426865378,0.27253204578083157,0.19573853121976614,-0.3075171004307199,0.0,0.012542324088605561,0.3669551151428292,0.1092551243428436,008490
6,광동제약,2023,Q2,헬스케어,0.05405369388834563,0.11659521202546985,-0.2793603117648087,-0.3075171004307199,0.0,0.016545012528894842,-0.25253382222569376,0.06699793426647052,009290
6,대웅제약,2023,Q2,헬스케어,-0.06986015896270115,0.05031616290982743,0.17566381686980392,-0.3075171004307199,0.0,0.05158207550481997,0.1683761319238024,0.013252990289530635,069620
6,한미약품,2023,Q2,헬스케어,0.05126414257970115,-0.04813200544219853,0.3484520971419327,-0.3075171004307199,0.0,0.1375440053624708,-0.5964031510205516,-0.05747364214878319,128940
6,동아에스티,2023,Q2,헬스케어,0.22828194819849823,-0.05320678757838493,-0.47290542835542027,-0.3075171004307199,0.0,0.023615616926974115,0.31013916603197655,-0.16416859584741345,170900
6,종근당,2023,Q2,헬스케어,-0.04224943360334718,-0.11905684733748245,0.42719258561393936,-0.3075171004307199,0.0,0.1096292566321464,0.4435011108087896,0.4188110700950764,185750
