,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,자산총계 변화율,비유동부채 변화율,영업이익 변화율,매출액 변화율,이익잉여금 변화율,Label,Code
8,대림산업,2022,Q4,건설,-0.1569472344230102,-0.11456608043309557,-0.019265448788145068,0.014317778214707921,44.44713339859533,1.6847636972290565,-0.007154929037306301,-0.11473241338712198,000210
8,현대건설,2022,Q4,건설,-0.12877678844013868,-0.11456608043309557,-0.022868856370836577,-0.0719168863318348,-0.524351486401605,0.11415858132429668,-0.01871486622447127,0.04414312617702444,000720
8,KCC,2022,Q4,건설,-0.10477236749806443,-0.11456608043309557,0.027122789915877688,-0.10289585772217857,-0.22897179933913603,0.06859721194108626,0.0473990646452207,-0.04391398905085796,002380
8,한일시멘트,2022,Q4,건설,0.07977592941879771,-0.11456608043309557,-0.00796810212822796,-0.0739716719995982,-4.146764581203971,37.54192362041566,-0.002121558766554177,-0.011799147529933125,003300
8,아이에스동서,2022,Q4,건설,0.26009935173087906,-0.11456608043309557,-0.013289822015023711,-0.1665005684501949,-0.30285015785547886,-0.1874070173864345,0.006506023088437063,-0.1481796641342082,010780
8,현대산업,2022,Q4,건설,0.17791898315387147,-0.11456608043309557,0.023981394015952562,0.07317327813314445,-0.056133406404385466,0.14172281519456176,0.00020505161469719368,-0.07444094751314137,012630
8,삼성엔지니어링,2022,Q4,건설,0.005657714566308777,-0.11456608043309557,0.12369069473776562,-0.6410881150169512,0.4630396389934086,0.15899691660308624,0.06219791528036356,0.07749482344260783,028050
8,대우건설,2022,Q4,건설,-0.10162679664252264,-0.11456608043309557,-0.004882191657253676,0.10932240173149554,-0.7032133090605249,0.12439276111343678,-0.03499466153746733,-0.030223112328398756,047040
8,한전기술,2022,Q4,건설,0.18721311985413114,-0.11456608043309557,0.06165987096947623,0.43128156796611683,-12.631681855914112,0.7986728481496872,0.031212421217380548,-0.14834382949614142,052690
8,LG하우시스,2022,Q4,건설,-0.049067522886124953,-0.11456608043309557,-0.03147686662869931,-0.07364876517807284,-1.4637045585689556,-0.021323096244602602,-0.49107257960551765,0.22373525003691946,108670
