year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,10120,LS산전,산업재,,
2016,Q2,2016-08-12,10120,LS산전,산업재,up,"요약본에서는 LS산전이 에너지 효율을 높이고 환경 개선을 위한 다양한 기술과 솔루션을 제공하고 있으며, 국내 첫 BEMS 설치확인서 취득과 같은 성과를 이루었다고 언급되어 있습니다. 이러한 기술적 성과와 혁신은 주가에 긍정적인 영향을 줄 수 있습니다."
2016,Q3,2016-11-14,10120,LS산전,산업재,up,"요약본에서는 LS산전이 스마트에너지 사업에서의 기술 확보와 글로벌 시장 개척에 성공적인 성과를 거두고 있으며, 특히 수상 태양광 분야에서의 혁신적인 기술 개발과 시장 확장을 강조하고 있습니다. 이러한 긍정적인 사업 성과는 주가에 긍정적인 영향을 미칠 수 있습니다."
2016,Q4,2017-03-31,10120,LS산전,산업재,up,요약본에서는 LS산전이 에너지 저장 시스템(ESS)과 태양광 발전을 통합하여 지속 가능성과 수익성을 높이고 있다는 점이 강조되어 주가에 긍정적인 영향을 줄 수 있습니다.
2017,Q1,2017-05-15,10120,LS산전,산업재,up,요약본에서는 LS산전이 일본에서 메가솔라 프로젝트를 성공적으로 수주하고 사업 경쟁력을 입증했다는 내용이 포함되어 있어 주가에 긍정적인 영향을 줄 수 있습니다.
2017,Q2,2017-08-11,10120,LS산전,산업재,,
2017,Q3,2017-11-14,10120,LS산전,산업재,,
2017,Q4,2018-03-30,10120,LS산전,산업재,up,"요약본에서는 LS산전이 재생에너지 육성 정책과 스마트그리드, ESS 등에서 긍정적인 실적을 내고 있으며, 정부 정책과의 조화로 인해 주가에 긍정적인 영향을 줄 수 있다고 언급하고 있습니다."
2018,Q1,2018-05-15,10120,LS산전,산업재,,
2018,Q2,2018-08-14,10120,LS산전,산업재,up,요약본에서는 LS산전의 에너지 저장 부문에서의 성장 가능성과 수익 증가 전망이 긍정적으로 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2018,Q3,2018-11-14,10120,LS산전,산업재,up,요약본에서는 LS산전이 HVDC 기술에 대한 투자와 글로벌 시장 진출 계획을 강조하고 있어 주가에 긍정적인 영향을 줄 수 있습니다.
2018,Q4,2019-04-01,10120,LS산전,산업재,,
2019,Q1,2019-05-15,10120,LS산전,산업재,up,"요약본에서는 LS산전이 스마트공장을 통해 생산 효율성과 품질을 크게 향상시켰으며, 에너지 절감과 불량률 감소를 이루었다고 설명하고 있습니다. 이는 회사의 경쟁력을 높이고 비용을 절감할 수 있는 긍정적인 요소로 작용하여 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q2,2019-08-14,10120,LS산전,산업재,,
2019,Q3,2019-11-14,10120,LS산전,산업재,up,"요약본에서 LS산전이 유니테스트와 태양광발전소 건설공사 계약을 체결했다는 내용이 있으며, 이는 회사의 매출 증가에 긍정적인 영향을 미칠 수 있습니다."
2019,Q4,2020-03-30,10120,LS일렉트릭,산업재,up,"요약본에서는 LS일렉트릭이 사명 변경과 함께 스마트 에너지 기업으로의 변신을 선언하고, 글로벌 사업 비중을 확대하려는 계획을 밝히고 있습니다. 이러한 변화와 확장은 회사의 성장 가능성을 높여 주가에 긍정적인 영향을 줄 수 있습니다."
2020,Q1,2020-05-15,10120,LS일렉트릭,산업재,,
2020,Q2,2020-08-14,10120,LS일렉트릭,산업재,up,"LS일렉트릭이 신재생에너지 분야에서 새로운 사업모델을 개발하고, 정부의 그린뉴딜 정책에 부응하는 협약을 체결하여 주가에 긍정적인 영향을 줄 수 있습니다."
