year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,51600,한전KPS,산업재,,
2016,Q2,2016-08-16,51600,한전KPS,산업재,,
2016,Q3,2016-11-14,51600,한전KPS,산업재,,
2016,Q4,2017-03-31,51600,한전KPS,산업재,,
2017,Q1,2017-05-15,51600,한전KPS,산업재,,
2017,Q2,2017-08-14,51600,한전KPS,산업재,,
2017,Q3,2017-11-14,51600,한전KPS,산업재,,
2017,Q4,2018-04-02,51600,한전KPS,산업재,,
2018,Q1,2018-05-15,51600,한전KPS,산업재,,
2018,Q2,2018-08-14,51600,한전KPS,산업재,down,"요약본에서는 한전KPS의 주가가 최근 5일 연속 상승했지만, 국내외 발전 시장의 정체와 치열한 경쟁으로 인해 많은 증권사들이 목표 주가를 하향 조정했다고 언급하고 있습니다. 이는 주가에 부정적인 영향을 미칠 수 있습니다."
2018,Q3,2018-11-14,51600,한전KPS,산업재,,
2018,Q4,2019-04-01,51600,한전KPS,산업재,,
2019,Q1,2019-05-15,51600,한전KPS,산업재,,
2019,Q2,2019-08-14,51600,한전KPS,산업재,,
2019,Q3,2019-11-14,51600,한전KPS,산업재,,
2019,Q4,2020-03-30,51600,한전KPS,산업재,,
2020,Q1,2020-05-15,51600,한전KPS,산업재,down,"요약본에 따르면 한전KPS는 매출이 증가했지만 시장 기대에 미치지 못했으며, 이는 주가에 부정적인 영향을 미칠 수 있습니다."
2020,Q2,2020-08-14,51600,한전KPS,산업재,up,"한전 KPS의 S.Sure 프로그램은 중소기업의 기술 표준 유지를 지원하여 상호 성장을 도모하고 있어, 이는 회사의 긍정적인 이미지와 장기적인 파트너십 강화로 주가에 긍정적인 영향을 미칠 수 있습니다."
2020,Q3,2020-11-16,51600,한전KPS,산업재,irrelevant,"요약본은 한전KPS의 교육 프로그램에 관한 내용으로, 주가에 직접적인 영향을 미칠 만한 경제적 또는 재무적 정보는 포함되어 있지 않습니다."
2020,Q4,2021-03-19,51600,한전KPS,산업재,,
2021,Q1,2021-05-17,51600,한전KPS,산업재,up,"요약본에서 한전KPS는 발전 및 유지보수 분야에서 강력한 성과를 보였으며, 주가 상승 가능성이 있다고 언급되었습니다."
2021,Q2,2021-08-17,51600,한전KPS,산업재,,
2021,Q3,2021-11-15,51600,한전KPS,산업재,,
2021,Q4,2022-03-21,51600,한전KPS,산업재,irrelevant,"요약본에서는 한전KPS(051600)와 직접적으로 관련된 정보가 없으며, 주가에 영향을 미칠 만한 특정한 내용이 언급되지 않았습니다."
2022,Q1,2022-05-16,51600,한전KPS,산업재,,
2022,Q2,2022-08-16,51600,한전KPS,산업재,up,"영상에서는 한전KPS의 주가가 저항 수준을 돌파할 경우 상승 추세가 예상되며, 이집트 계약과 같은 외부 요인이 긍정적인 영향을 미칠 수 있다고 언급하고 있습니다."
2022,Q3,2022-11-14,51600,한전KPS,산업재,up,"영상에서는 한전KPS가 원자력 발전 부문에서 매력적인 투자 기회로 언급되며, 주가 상승 가능성이 있다고 평가하고 있습니다."
2022,Q4,2023-03-20,51600,한전KPS,산업재,irrelevant,요약본에서는 한전KPS(051600)와 관련된 정보나 영향을 미칠 수 있는 특정한 경제적 요인에 대한 언급이 없습니다. 따라서 주가에 직접적인 영향을 미칠 것으로 보이지 않습니다.
2023,Q1,2023-05-15,51600,한전KPS,산업재,irrelevant,"요약본에서는 한전KPS(051600)와 직접적으로 관련된 정보가 없으며, 주가에 영향을 미칠 만한 특정한 내용이 언급되지 않았습니다."
2023,Q2,2023-08-14,51600,한전KPS,산업재,up,요약본에서는 한전KPS가 극한 기상 조건에 대응하여 전력 공급 시스템의 안정성을 확보하기 위한 긴급 점검과 안전 관리 조치를 시행했다고 언급되어 있습니다. 이는 회사의 신뢰성과 대응 능력을 강화하여 주가에 긍정적인 영향을 미칠 수 있습니다.
2023,Q3,2023-11-14,51600,한전KPS,산업재,,
2023,Q4,2024-03-20,51600,한전KPS,산업재,down,"요약본에서는 한전KPS의 부적절한 유급 휴가 관행이 언급되어 있으며, 이는 회사의 운영 및 평판에 부정적인 영향을 미칠 수 있습니다."
2024,Q1,2024-05-14,51600,한전KPS,산업재,irrelevant,"요약본에서는 한전KPS(051600)와 직접적으로 관련된 정보가 없으며, 주가에 영향을 미칠 만한 특정한 언급이 없습니다."
2024,Q2,2024-08-14,51600,한전KPS,산업재,up,"요약본에서는 한전 KPS의 재무 성과 개선, 정부의 원자력 에너지 확장 계획, 그리고 경쟁사 대비 우수한 재무 지표가 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2024,Q3,2024-11-14,51600,한전KPS,산업재,up,"요약본에서는 한전KPS의 매출과 영업이익이 전년 대비 증가했으며, 비용 관리의 성공으로 영업이익이 크게 상승했다고 언급되어 있습니다. 또한, 한국 가치 상승 지수에 포함된 점은 시장에서의 긍정적인 인식을 반영합니다. 이러한 요소들은 주가에 긍정적인 영향을 미칠 수 있습니다."
