year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,25540,한국단자,산업재,,
2016,Q2,2016-08-16,25540,한국단자,산업재,,
2016,Q3,2016-11-14,25540,한국단자,산업재,,
2016,Q4,2017-03-31,25540,한국단자,산업재,,
2017,Q1,2017-05-15,25540,한국단자,산업재,,
2017,Q2,2017-08-14,25540,한국단자,산업재,down,"요약본에서는 한국단자공업이 일감 몰아주기 문제와 관련이 있으며, 이는 규제 강화의 대상이 될 수 있음을 시사하고 있습니다. 이러한 상황은 회사의 주가에 부정적인 영향을 미칠 수 있습니다."
2017,Q3,2017-11-14,25540,한국단자,산업재,,
2017,Q4,2018-03-30,25540,한국단자,산업재,,
2018,Q1,2018-05-15,25540,한국단자,산업재,,
2018,Q2,2018-08-13,25540,한국단자,산업재,,
2018,Q3,2018-11-14,25540,한국단자,산업재,,
2018,Q4,2019-03-29,25540,한국단자,산업재,,
2019,Q1,2019-05-15,25540,한국단자,산업재,,
2019,Q2,2019-08-14,25540,한국단자,산업재,,
2019,Q3,2019-11-14,25540,한국단자,산업재,,
2019,Q4,2020-03-30,25540,한국단자,산업재,,
2020,Q1,2020-05-15,25540,한국단자,산업재,,
2020,Q2,2020-08-14,25540,한국단자,산업재,,
2020,Q3,2020-11-16,25540,한국단자,산업재,,
2020,Q4,2021-03-11,25540,한국단자,산업재,up,"요약본에서는 한국단자가 전기차 및 자율주행차의 증가와 함께 커넥터 수요 증가로 인해 주목받고 있으며, 주요 자동차 제조사와의 협력 및 평균 판매 가격 상승으로 인해 수익이 증가하고 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2021,Q1,2021-05-17,25540,한국단자,산업재,up,"요약본에서는 한국단자가 전기차 수요 증가로 인해 커넥터 수요가 증가하고 있으며, 이는 회사의 주요 수익원에 긍정적인 영향을 미칠 수 있다고 언급하고 있습니다. 또한, 회사의 영업 이익이 크게 증가했으며, 주가가 긍정적인 모멘텀을 보이고 있다는 점에서 주가 상승 가능성이 있습니다."
2021,Q2,2021-08-13,25540,한국단자,산업재,up,"요약본에서는 한국단자가 친환경 차량 성장에 따른 수혜를 받고 있으며, 재무 성과가 긍정적이고 시장 점유율 확대를 위해 적극적으로 노력하고 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2021,Q3,2021-11-15,25540,한국단자,산업재,,
2021,Q4,2022-03-17,25540,한국단자,산업재,down,"요약본에는 한국단자에 대한 구체적인 정보가 없으며, 전반적인 자동차부품 상장기업의 브랜드평판이 하락한 것으로 보입니다. 따라서 정보가 불충분하지만 기본적으로 부정적인 판단을 내렸습니다."
2022,Q1,2022-05-16,25540,한국단자,산업재,,
2022,Q2,2022-08-16,25540,한국단자,산업재,,
2022,Q3,2022-11-14,25540,한국단자,산업재,,
2022,Q4,2023-03-23,25540,한국단자,산업재,,
2023,Q1,2023-05-15,25540,한국단자,산업재,down,"요약본은 주가의 과거 변동과 거래량에 대한 정보만 제공하며, 미래 주가에 영향을 미칠 수 있는 구체적인 경제적 또는 재무적 요인을 제시하지 않습니다. 따라서 정보가 불충분하여 기본적으로 하락으로 판단했습니다."
2023,Q2,2023-08-14,25540,한국단자,산업재,down,"요약본에서는 한국단자에 대한 구체적인 긍정적 요인이 언급되지 않았으며, 현재 주식이 낮은 거래량과 조정 국면에 있다는 내용만 포함되어 있어 주가에 부정적인 영향을 미칠 수 있습니다."
2023,Q3,2023-11-14,25540,한국단자,산업재,down,요약본에서는 2차전지 및 리튬 관련주가 폭락하고 외국인과 기관의 매도가 이어졌다는 내용이 주를 이루고 있습니다. 이는 한국단자(025540)의 주가에 부정적인 영향을 미칠 수 있는 요인으로 판단됩니다.
2023,Q4,2024-03-21,25540,한국단자,산업재,down,"요약본에는 한국단자(025540)의 주가에 영향을 미칠 만한 구체적인 정보가 포함되어 있지 않으므로, 정보 부족으로 인해 기본적으로 하락으로 판단했습니다."
2024,Q1,2024-05-16,25540,한국단자,산업재,down,"요약본에는 한국단자(025540)의 주가에 영향을 미칠 만한 구체적인 정보가 포함되어 있지 않으므로, 정보 부족으로 인해 기본적으로 하락으로 판단했습니다."
2024,Q2,2024-08-14,25540,한국단자,산업재,down,"요약본에는 한국단자(025540)와 관련된 구체적인 정보가 없으며, 주가에 영향을 미칠 만한 직접적인 내용이 포함되어 있지 않습니다. 따라서 정보가 불충분하지만 기본적으로 하락으로 판단하였습니다."
2024,Q3,2024-11-14,25540,한국단자,산업재,up,한국단자가 자동차부품 상장기업 중 기업평판 우수기업으로 선정되었다는 점은 긍정적인 기업 이미지와 소비자 신뢰를 반영할 수 있어 주가에 긍정적인 영향을 줄 수 있습니다.
