year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,120,CJ대한통운,산업재,up,요약본에서는 CJ대한통운이 드론 운영 신기술과 자율주행 운송로봇 등 첨단 기술을 선보이며 물류 산업의 혁신을 주도하고 있어 주가에 긍정적인 영향을 줄 수 있습니다.
2016,Q2,2016-08-16,120,CJ대한통운,산업재,up,"요약본에서는 CJ대한통운이 포함된 택배 시장의 성장과 매출 증가가 언급되어 있으며, 이는 주가에 긍정적인 영향을 줄 수 있습니다."
2016,Q3,2016-11-14,120,CJ대한통운,산업재,up,"CJ대한통운이 전기화물차 도입 및 친환경 택배서비스를 추진하고 있어, 이는 환경보호와 관련된 긍정적인 이미지와 함께 장기적으로 비용 절감 효과를 가져올 수 있어 주가에 긍정적인 영향을 미칠 수 있습니다."
2016,Q4,2017-03-31,120,CJ대한통운,산업재,up,"요약본에서는 물류 스타트업의 증가와 대기업과의 협업이 물류 산업에 긍정적인 변화를 가져오고 있으며, CJ대한통운이 이러한 협업에 참여하고 있다는 점이 주가에 긍정적인 영향을 미칠 수 있습니다."
2017,Q1,2017-05-15,120,CJ대한통운,산업재,down,"영상에서는 배달 서비스 산업 내의 수수료 분배 문제와 규제 부족으로 인한 갈등이 언급되어, 이러한 부정적인 산업 환경이 CJ대한통운과 같은 주요 기업에 부정적인 영향을 미칠 수 있습니다."
2017,Q2,2017-08-14,120,CJ대한통운,산업재,down,"요약본에서는 CJ대한통운이 불공정 거래 의혹으로 공정거래위원회의 조사를 받고 있다는 내용이 포함되어 있어, 이는 회사의 평판과 주가에 부정적인 영향을 미칠 수 있습니다."
2017,Q3,2017-11-14,120,CJ대한통운,산업재,up,"요약본에서는 CJ대한통운이 드론 기술을 활용한 혁신적인 물류 및 배송 서비스를 강조하고 있으며, 이는 안전성과 운영 효율성을 높여 주가에 긍정적인 영향을 미칠 수 있습니다."
2017,Q4,2018-04-02,120,CJ대한통운,산업재,up,"요약본에서는 CJ대한통운이 CJ제일제당에 의해 완전 자회사가 되어 그룹의 물류 및 건설 역량을 강화하는 전략의 일환으로 언급되고 있습니다. 이러한 전략적 통합은 시너지 효과를 창출하고, 그룹의 장기적인 글로벌 리더 목표에 기여할 수 있어 주가에 긍정적인 영향을 미칠 수 있습니다."
2018,Q1,2018-05-15,120,CJ대한통운,산업재,up,CJ대한통운이 우량한 신용도와 탄탄한 실적을 바탕으로 회사채 발행에 성공할 가능성이 높아 주가에 긍정적인 영향을 줄 수 있습니다.
2018,Q2,2018-08-14,120,CJ대한통운,산업재,down,"요약본에 따르면 CJ대한통운은 매출이 증가했음에도 불구하고 최저임금 인상으로 인해 영업이익이 감소하였으며, 수익성 개선이 지연되고 있다고 합니다. 이는 주가에 부정적인 영향을 미칠 수 있습니다."
2018,Q3,2018-11-14,120,CJ대한통운,산업재,down,"요약본에서는 CJ대한통운의 물류센터 운영 중단과 관련된 작업 중지 명령, 배송 지연, 그리고 노동자 안전 문제로 인한 시위가 언급되어 주가에 부정적인 영향을 줄 수 있습니다."
2018,Q4,2019-04-01,120,CJ대한통운,산업재,up,"요약본에서는 CJ대한통운의 배송료 인상과 시장 점유율 증가 가능성이 주가에 긍정적인 영향을 미칠 수 있다고 언급하고 있습니다. 또한, CJ 그룹의 안정성에 대한 신뢰가 긍정적인 장기 전망을 제시하고 있습니다."
2019,Q1,2019-05-15,120,CJ대한통운,산업재,down,"CJ대한통운은 매출은 증가했으나 운영 이익이 정체되었고, 최저임금 인상과 안전 비용 증가로 인한 비용 증가, 택배 물량 성장 둔화 등의 도전에 직면해 있습니다. 또한, 주가가 3월 최고점에서 14% 하락한 상황이므로 부정적인 영향을 받을 수 있습니다."
2019,Q2,2019-08-14,120,CJ대한통운,산업재,up,"CJ대한통운은 배달 가격 인상과 다국적 운영의 성공으로 강력한 재무 실적을 보고했으며, 주가가 약 5% 상승했습니다. 이는 주가에 긍정적인 영향을 미칠 수 있습니다."
2019,Q3,2019-11-14,120,CJ대한통운,산업재,down,"요약본에서는 회장이 일감을 몰아 현금을 쌓고, 업무차량을 노동자 자비로 처리한다는 부정적인 내용이 언급되어 있어 주가에 부정적인 영향을 줄 수 있습니다."
2019,Q4,2020-03-30,120,CJ대한통운,산업재,down,"요약본에 따르면 CJ대한통운은 코로나19로 인해 택배 수요가 증가할 것으로 예상되지만, 경기침체로 인한 물동량 감소가 물류 사업 부문에 위협이 될 수 있어 주가에 부정적인 영향을 미칠 수 있습니다."
2020,Q1,2020-05-15,120,CJ대한통운,산업재,up,"요약본에서는 CJ대한통운이 COVID-19로 인한 배송 수요 증가와 Naver와의 협력으로 긍정적인 실적을 기대할 수 있으며, 주가 상승 가능성이 언급되었습니다."
