year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-11,6260,LS,산업재,,
2016,Q2,2016-08-12,6260,LS,산업재,up,"요약본에서는 LS전선아시아의 상장과 관련된 긍정적인 소식이 포함되어 있으며, 이는 LS그룹의 현금화와 베트남 현지 생산공장 및 설비 건설에 긍정적인 영향을 미칠 수 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2016,Q3,2016-11-14,6260,LS,산업재,down,"요약본에는 LS니꼬동제련의 사업 방향과 관련된 정보가 포함되어 있지만, LS(006260) 주가에 직접적인 영향을 미칠 만한 구체적인 정보는 부족합니다. 따라서 기본적으로 주가에 부정적인 영향을 미친다고 판단했습니다."
2016,Q4,2017-03-31,6260,LS,산업재,,
2017,Q1,2017-05-15,6260,LS,산업재,down,"요약본에서는 LS오토모티브의 매각과 IPO 계획 간의 상충 문제로 인해 불확실성이 존재하며, 계획 변경이 불가피할 수 있다는 점이 언급되어 주가에 부정적인 영향을 미칠 수 있습니다."
2017,Q2,2017-08-14,6260,LS,산업재,,
2017,Q3,2017-11-14,6260,LS,산업재,,
2017,Q4,2018-04-02,6260,LS,산업재,up,"요약본에서는 LS그룹의 지배구조 투명화와 책임경영 체계 강화, 그리고 주주 권익 보호를 위한 공개 매수 등의 긍정적인 변화가 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q1,2018-05-15,6260,LS,산업재,down,"요약본에는 LS(006260)의 주가에 직접적인 영향을 미칠 만한 정보가 포함되어 있지 않으므로, 정보가 불충분하지만 기본적으로 하락으로 판단했습니다."
2018,Q2,2018-08-14,6260,LS,산업재,,
2018,Q3,2018-11-14,6260,LS,산업재,down,요약본에는 주가에 영향을 미칠 만한 구체적인 경제적 또는 재무적 정보가 부족하여 기본적으로 하락으로 판단하였습니다.
2018,Q4,2019-04-01,6260,LS,산업재,up,"요약본에서는 LS그룹이 전력인프라, 스마트에너지, 디지털 전환 분야에서의 시장 수요 증가와 해외 투자 확대 계획을 언급하고 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q1,2019-05-15,6260,LS,산업재,down,요약본에는 LS(006260) 주가에 직접적인 영향을 미칠 만한 정보가 포함되어 있지 않습니다. 따라서 정보가 불충분하지만 기본적으로 하락으로 판단했습니다.
2019,Q2,2019-08-14,6260,LS,산업재,,
