,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,당기순이익(손실) 변화율,유동자산 변화율,유동부채 변화율,비유동부채 변화율,비유동자산 변화율,Label,Code
10,유한양행,2022,Q2,헬스케어,0.055315837352818226,-0.7752784303612399,-0.7839066223015452,-0.03469491143541803,-0.12041528267870116,0.01884576191501597,0.000108760705929134,0.018610835921721084,000100
10,일동제약,2022,Q2,헬스케어,-0.24931722124724742,-0.8379373938132425,-1.5403976925971108,-0.18445236435839207,-0.2953504320849938,0.4812745403808578,-0.00027647389530827127,-0.22730846938527113,000230
10,동아쏘시오홀딩스,2022,Q2,헬스케어,0.09800961785699948,-1.3171255924305414,-1.2897300559765428,-0.3262269778061583,0.19817875205334712,-0.30809078629576414,0.008352839036259718,-0.04422912612361249,000640
10,SK하이닉스,2022,Q2,정보기술,-0.1278198900582863,0.4779778324192434,0.5001656751090713,0.044008105368629424,-0.09044438164397395,0.15923209782299397,0.047552601752104406,0.018244489357871683,000660
10,부광약품,2022,Q2,헬스케어,-0.04615921172427973,-8.72154141158692,-3.636067395838249,-0.015159380548446344,-0.15573070027536373,-0.002875660638698485,-0.009640781652547448,-0.12129372322350558,003000
10,영진약품,2022,Q2,헬스케어,-0.16226462242994275,0.12937979025056334,-0.02622444490347353,0.025746485809193143,-0.14234791837120486,0.2623020371109541,-0.01709989602456452,-0.19216797519823928,003520
10,LG,2022,Q2,정보기술,0.1768203448903187,-0.8956136899752156,-0.9265533145468554,-0.36530229380217905,-0.6790874714315396,-0.11162035499464928,0.05600704113831401,0.008850001702514463,003550
10,한솔테크닉스,2022,Q2,정보기술,0.030438232365177134,-1.2663768558298578,-1.2352444305518782,-0.1558590416794987,-0.09856106981797441,-0.11336833616686659,-0.005820190260367175,-0.097940256742077,004710
10,삼성전자,2022,Q2,정보기술,-0.05267791641122129,0.06014505033054274,0.07048732589879458,-0.06470858012127456,-0.11424191179908882,0.1092737699151447,0.02748267149670247,0.06849592142748558,005930
10,녹십자,2022,Q2,헬스케어,-0.004640842324293175,2.016274410578361,2.9897941263359136,0.03044703050309505,0.003184955600087358,0.0007799413689522083,-0.0032969629035789483,-0.21901211677481514,006280
10,삼성SDI,2022,Q2,정보기술,0.09196004961303578,-0.25060580788541664,-0.2529948132449362,0.12332225963391075,0.130007509627998,0.04219533814102294,-0.00452499736806089,0.20520521263200125,006400
10,일양약품,2022,Q2,헬스케어,0.06814209831938839,-0.5761603746359265,-0.7118217925231718,0.013021934195024842,0.0008213142442439203,-0.028667536251779646,-0.00873116799308149,-0.19433139479695985,007570
10,대덕전자,2022,Q2,정보기술,-0.08274954758279959,-0.9717425849069198,-0.9791414315664492,-0.10495931117113821,-0.8830532764000465,0.040092661506073046,0.017071115088981514,-0.026069642493352158,008060
10,서흥,2022,Q2,헬스케어,0.06490181462800876,-0.3305198754978691,-0.324332702735717,-0.1935914385651366,-0.277919571811181,0.2556902928061533,0.06319800106779838,0.007213375163110887,008490
10,삼성전기,2022,Q2,정보기술,-0.10154910815405696,0.09992635119609039,0.0829104844164259,0.13396620024387595,0.2228392390478251,0.18168980246585287,0.0315723042930629,0.05048714975937685,009150
10,광동제약,2022,Q2,헬스케어,0.04427132528247556,0.0007602595664393252,0.012180841930301556,0.07272251559098253,0.18926040584787684,0.023887166460882847,0.04161374958702124,-0.07497466965076101,009290
10,LG이노텍,2022,Q2,정보기술,0.08099068262893837,-0.26081357718278797,-0.28870488861502985,-0.16475339442148929,-0.0874571714220459,-0.0026486021304990004,0.18048958817951877,-0.06735454673621392,011070
10,삼성에스디에스,2022,Q2,정보기술,-0.025708390741865213,-0.12582365918583882,-0.14687448747570342,-0.025078035289384126,-0.08499611003335283,0.6993268563696984,0.10319743565780204,-0.015783165487627027,018260
10,일진머티리얼즈,2022,Q2,정보기술,-0.00751503343278969,-1.2738031809540888,-1.3104983509891084,0.03491710131297676,0.25227611809286654,0.03307414469762415,0.007818018723117381,-0.13890717483604603,020150
10,신도리코,2022,Q2,정보기술,0.03180505437044102,1.1967048790791273,1.1992328796628526,-0.016972286700024042,-0.31149250662441363,0.0645476053933165,-0.01819412814207022,0.053671220436776676,029530
10,LG디스플레이,2022,Q2,정보기술,-0.0015189993040186575,2.2079262189600115,2.11094450892437,-0.04674502679887682,0.05892440928664766,0.05499806675924157,0.052917389353114075,-0.04345401886348084,034220
10,SK,2022,Q2,정보기술,-0.020553392483418677,-1.2980304444090014,-1.2392068366938176,-0.07230309491351128,0.01219392473108405,-0.020899951379797277,-0.004561438042392507,0.0030754269785088738,034730
10,한미반도체,2022,Q2,정보기술,-0.07012123586569505,1.0757964193306448,1.0157367136324282,0.11522337544786931,0.18891288243582904,0.21521398316554952,0.1451623572911216,-0.021366550253167926,042700
10,LG전자,2022,Q2,정보기술,-0.023240817189192013,-0.6676513241731505,-0.7632908066820882,-0.09421380846905203,-0.10531983991517557,0.0180664664317296,0.007405056744965277,-0.04013901730149705,066570
10,대웅제약,2022,Q2,헬스케어,0.10015367822365204,0.14675485041868908,0.1838466041788649,0.0642306811892921,-0.1253017136565281,0.3087823666498586,0.009986008200915997,-0.10600496073427504,069620
10,한미약품,2022,Q2,헬스케어,0.10682624900382529,-0.6249111683883453,-0.48350531552109266,-0.12349286977845397,-0.039504028504800726,-0.12599639519884454,-0.012727963967195444,-0.13993765977515552,128940
10,동아에스티,2022,Q2,헬스케어,-0.045443421874404526,-0.3785845920570371,0.7465585673389172,-0.03747688891157053,-0.09094129590449918,0.0765932526660833,0.030906656211757477,0.038819261367116956,170900
10,종근당,2022,Q2,헬스케어,0.0404391585526802,0.10276378120135399,0.4244531427324536,0.036183464625873185,0.1021086191238425,-0.16236639786630436,0.015246932327368956,-0.043965937339236594,185750
