,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,환율 변화율,Label,Code
26,경방,2018,Q2,경기소비재,0.011885389568458124,0.2793088951769236,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,-0.07696262658426821,000050
26,유한양행,2018,Q2,헬스케어,0.06181745260227466,-0.5781438855873111,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,0.11696122797582623,000100
26,일동제약,2018,Q2,헬스케어,0.0011942483959284655,-0.829060369282632,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,-0.008675498648981941,000230
26,한국타이어월드와이드,2018,Q2,경기소비재,0.12610362291753702,-0.6937735634255493,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,-0.07805195120300458,000240
26,기아차,2018,Q2,경기소비재,0.04905698234349917,-0.5634107557154402,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,-0.05644701293139966,000270
26,동아쏘시오홀딩스,2018,Q2,헬스케어,-0.060745958449324094,-0.7105702583882181,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,0.010793714972808392,000640
26,SK네트웍스,2018,Q2,경기소비재,-0.06373953031360827,0.27068965517241383,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,0.04268391624338917,001740
26,넥센타이어,2018,Q2,경기소비재,-0.059662900031761695,0.30559185617277085,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,-0.1906514666062583,002350
26,부광약품,2018,Q2,헬스케어,-0.08952205849758871,-0.5125008642140031,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,0.17143220755002925,003000
26,일신방직,2018,Q2,경기소비재,0.11645559250526723,-0.15594190270323605,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,-0.028969223615604098,003200
26,영진약품,2018,Q2,헬스케어,-0.05026423737245739,-7.257678683203646,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,-0.12174053774873399,003520
26,쌍용차,2018,Q2,경기소비재,0.05236356460039477,-0.8060468274127369,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,-0.13209170413249477,003620
26,한솔홀딩스,2018,Q2,경기소비재,0.041975399710445956,-0.9332441985075051,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,-0.06954693726742432,004150
26,신세계,2018,Q2,경기소비재,-0.21745485360475297,-0.3807988299036227,-0.0044422507403751865,0.11515816784752042,0.3971853095173552,0.009009009009008917,0.007779076758894776,-0.0825883668132457,004170
