,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,영업이익 변화율,부채총계 변화율,Label,Code
22,유한양행,2019,Q2,헬스케어,0.014660066264538203,0.09604087274434914,-0.8471963079338343,-0.9653662449537377,-0.31881083531265986,-0.1288497439286522,000100
22,일동제약,2019,Q2,헬스케어,-0.12989226784397004,-0.004009789251458784,-0.9695780460465462,-0.8536639387458103,-0.04632718489444143,-0.08599350809354075,000230
22,동아쏘시오홀딩스,2019,Q2,헬스케어,-0.1300372837390861,-0.42741327473968094,-1.2742923402249196,-1.2401573339833982,-0.02569583890154492,-0.04576887464125747,000640
22,한화,2019,Q2,에너지_화학,-0.15130566166444795,-0.06810732511912487,-0.2529030752173659,2.9683967324036638,0.081349989320189,0.02836554236532375,000880
22,한국쉘석유,2019,Q2,에너지_화학,0.047126003335580306,-0.3968273842457185,0.28161445230072446,0.3230398726690058,-0.24619970404717673,-0.037728287458142225,002960
22,부광약품,2019,Q2,헬스케어,-0.11057331901045478,-0.2001030547532221,-2.9812785509184025,0.7281450485400882,0.010496655715880099,-0.049339076952516575,003000
22,태광산업,2019,Q2,에너지_화학,-0.22519583058794568,0.055648789798720566,0.48325121043020314,1.8293098035554873,-0.18227947101301878,-0.04377677085914533,003240
22,영진약품,2019,Q2,헬스케어,-0.2763510110479937,0.01393615641057333,0.8293358149849495,1.0459819846963687,0.05993066781976086,0.24044015239586103,003520
22,삼성정밀화학,2019,Q2,에너지_화학,0.03075821555241501,-0.843923310328062,-0.47575966565026107,0.39050243342543167,-0.25080009212306986,-0.06714316158066486,004000
22,효성,2019,Q2,에너지_화학,0.1065397642693578,-0.018539501029864014,-1.0597746394342644,-1.0598419517001152,-0.2328919868139081,-0.12678915871389274,004800
22,SK케미칼,2019,Q2,에너지_화학,-0.161170716974396,-0.08169323051427557,-3.143712838780909,-1.0879473102371937,-0.1126860169982622,-0.042359522646859646,006120
