,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,자본금 변화율,1인평균급여 변화율,기말 소유주식 수 변화율,금리 변화율,국제유가 변화율,Label,Code
12,경방,2021,Q4,경기소비재,0.11458560288894182,-0.19086646198107693,0.0,0.14385536497102014,0.006433076169614749,0.16812521036687933,0.08325393584683072,0.11273574077530271,000050
12,유한양행,2021,Q4,헬스케어,0.13205388132662688,-0.10453375757413086,0.0,-0.012269938650306789,0.05191048105328777,0.16812521036687933,0.08325393584683072,0.011350218745230758,000100
12,일동제약,2021,Q4,헬스케어,0.07268899017813357,0.3577092019058963,0.0,-0.04348806784860382,-0.06148552973377075,0.16812521036687933,0.08325393584683072,2.520681320410893,000230
12,한국타이어월드와이드,2021,Q4,경기소비재,-0.10970540170367923,0.060924711312309476,0.0,-0.25,0.08333333333333326,0.16812521036687933,0.08325393584683072,0.0625080874675382,000240
12,기아차,2021,Q4,경기소비재,-0.09352931069547588,0.03150448497030345,0.07907406796274596,0.11042944785276076,0.16666666666666674,0.16812521036687933,0.08325393584683072,0.2489395792675664,000270
12,동아쏘시오홀딩스,2021,Q4,헬스케어,0.05740492497456121,-0.0822417286096716,0.00020417467899980224,0.03947368421052633,0.2549962749699659,0.16812521036687933,0.08325393584683072,0.043360283530845124,000640
12,SK네트웍스,2021,Q4,경기소비재,-0.04370239017890018,0.0,0.0,0.16856197004489837,-0.26823109604374695,0.16812521036687933,0.08325393584683072,0.09862704115316222,001740
12,넥센타이어,2021,Q4,경기소비재,-0.0898671681252067,676.1108087026306,0.0,0.0,0.0,0.16812521036687933,0.08325393584683072,0.10555340955375839,002350
12,부광약품,2021,Q4,헬스케어,0.07304964992850684,0.2470968198754011,0.0,0.041996556774156035,-0.11165423644288264,0.16812521036687933,0.08325393584683072,-0.12076654497997773,003000
12,일신방직,2021,Q4,경기소비재,0.12097536289771937,0.010186160199824545,0.0,-0.013823262759319555,0.07054439072146579,0.16812521036687933,0.08325393584683072,0.10034451327086681,003200
12,영진약품,2021,Q4,헬스케어,0.22966702290136187,0.005610118869725733,0.0,-0.008264462809917328,0.0,0.16812521036687933,0.08325393584683072,-0.09475173631426428,003520
12,쌍용차,2021,Q4,경기소비재,0.0,4.804772357913656e-05,0.0,-0.10526315789473684,0.0,0.16812521036687933,0.08325393584683072,0.0,003620
12,한솔홀딩스,2021,Q4,경기소비재,-0.012721652324512722,0.0781909953331803,0.0,0.15053763440860224,0.1428571428571428,0.16812521036687933,0.08325393584683072,0.09200862643828282,004150
12,신세계,2021,Q4,경기소비재,0.142305225934181,0.03244579833629291,0.0,0.1428571428571428,0.33333333333333326,0.16812521036687933,0.08325393584683072,0.028396106334845624,004170
12,세방전지,2021,Q4,경기소비재,-0.1311007709151335,-0.027821260085491017,0.0,0.001488075583673476,0.0003267364667476347,0.16812521036687933,0.08325393584683072,0.14686404731615066,004490
12,조광피혁,2021,Q4,경기소비재,-0.03332236173105116,-0.01181890745123304,0.0,0.08678765665051968,0.0,0.16812521036687933,0.08325393584683072,-0.01145081172123865,004700
12,현대차,2021,Q4,경기소비재,-0.10873480546299329,0.030622788736698325,0.0,0.10062893081761004,0.10000762177166012,0.16812521036687933,0.08325393584683072,0.15673450009563625,005380
12,에스엘,2021,Q4,경기소비재,-0.19299051759202757,-0.11462717754977625,0.0,0.1273623741227181,0.07346938006675563,0.16812521036687933,0.08325393584683072,0.2212145441058224,005850
12,녹십자,2021,Q4,헬스케어,-0.08916531012314793,0.05187393540799223,0.0,0.022727272727272707,0.59991422863961,0.16812521036687933,0.08325393584683072,-0.04194085852683647,006280
12,동아타이어,2021,Q4,경기소비재,0.0303788828644957,0.5977112739612289,0.0,-0.08414039345639546,-0.007028817370238305,0.16812521036687933,0.08325393584683072,0.18558112972490634,007340
12,일양약품,2021,Q4,헬스케어,-0.022441093876834642,0.040732502596002806,0.0,0.0608695652173914,0.12165297652234797,0.16812521036687933,0.08325393584683072,-0.058726279543019,007570
12,서연,2021,Q4,경기소비재,-0.2625555570789715,0.049908682084390144,0.0,1.327367424242424,0.0,0.16812521036687933,0.08325393584683072,-0.04566495666202719,007860
12,서흥,2021,Q4,헬스케어,-0.06578888428827526,0.1673093939694148,0.0,0.027027027027026973,0.15678782191150287,0.16812521036687933,0.08325393584683072,-0.00807542499805411,008490
12,호텔신라,2021,Q4,경기소비재,0.09639197800045177,-0.029584590119937748,0.0,0.1004784688995215,-0.004392997145052591,0.16812521036687933,0.08325393584683072,-0.04484293689538075,008770
