,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,이익잉여금 변화율,유동자산 변화율,유동부채 변화율,비유동부채 변화율,Label,Code
9,유한양행,2022,Q3,헬스케어,0.018610835921721084,-0.25037899110723316,0.002500101134134569,-0.08671289865982301,-0.11046267180373015,-0.2176018739268104,-0.04341924912778849,000100
9,일동제약,2022,Q3,헬스케어,-0.22730846938527113,0.5648573625186353,0.0035170418338172915,-0.6617932016829131,-0.019756347794654516,0.003613551596078457,-0.4629102238676061,000230
9,조선내화,2022,Q3,철강_소재,0.0007924334269140132,-0.9388101573351061,0.001907992374612144,0.015617950612269782,0.02289714452777125,0.624039265223985,0.12929673357272164,000480
9,동아쏘시오홀딩스,2022,Q3,헬스케어,-0.04422912612361249,-2.5497421492946906,0.022559669147247163,-0.009046148030490753,-0.03342343536323278,0.03194200848413198,-0.08799314204559384,000640
9,영풍,2022,Q3,철강_소재,0.29243453105298334,-3.5660620825990192,-0.013187655926474418,-0.060524716770642084,-0.011711071880982304,-0.013799849563343902,-0.19892443087406253,000670
9,동국제강,2022,Q3,철강_소재,-0.12025716539876316,-6.419078132415884,0.12772149887489292,-0.11036348453211065,-0.16993887502954452,0.2283218191078964,0.008803968088918833,001230
9,세아베스틸,2022,Q3,철강_소재,0.10859857971196203,0.42180289809777927,-0.001914271210727292,-0.420583406025276,-0.08596309234178545,-0.005705056177804146,0.21857325560664387,001430
9,고려제강,2022,Q3,철강_소재,-0.11527759164887477,-0.06499689455846003,0.009394948612524878,-0.03580688643189278,-0.07376983726331277,0.012885913857792586,0.18377656778504414,002240
9,부광약품,2022,Q3,헬스케어,-0.12129372322350558,0.45619374855463457,0.009666587134155469,0.06569190451286677,0.3326008738622044,0.02216021097911325,-0.01689194641921392,003000
9,세아제강,2022,Q3,철강_소재,-0.2145597434463611,5.434645214687112,0.00611130869022225,-0.182344139671329,0.08475987998363199,0.46200367741596904,0.0488594805333885,003030
9,영진약품,2022,Q3,헬스케어,-0.19216797519823928,0.37763435863284656,95.91024290759246,-0.008750043843817057,0.049211810017084634,-0.009353786707633094,0.0621983953460601,003520
9,현대제철,2022,Q3,철강_소재,-0.07399040146856845,-0.5671317537651226,0.021053957475607454,-0.05573891616040094,-0.05613606238351132,-0.061330692188295566,0.09820558012017783,004020
9,삼광글라스,2022,Q3,철강_소재,-0.14135042371594314,-3.0522499687905573,0.20063043992394491,0.18667448266897124,0.04760904335576477,-0.0035659636124424354,-0.03292159565962588,005090
9,POSCO,2022,Q3,철강_소재,0.11231796104045152,-1.8113054909935142,-0.019639054957252156,-0.14846740424682037,-0.6381039937857803,-0.02711819659881498,0.15154149298591688,005490
9,녹십자,2022,Q3,헬스케어,-0.21901211677481514,2.0550915379220456,0.0476148743845366,0.08287074644982262,0.11246353081856886,0.007937616970719263,-0.05390522417246933,006280
9,일양약품,2022,Q3,헬스케어,-0.19433139479695985,1.325415911471739,0.31320537689931394,0.05748996986027577,0.019112910863441135,-0.10290315575347642,-0.032175523882569446,007570
9,서흥,2022,Q3,헬스케어,0.007213375163110887,0.3909333028495694,0.03418384324787982,0.09665265189398409,0.00660573834944489,0.1857700739196173,-0.1258111825675394,008490
9,광동제약,2022,Q3,헬스케어,-0.07497466965076101,0.17418465066365862,0.014086499601293268,0.047756513088148544,0.06006976913299322,0.007369242918777497,-0.0623101367041075,009290
9,무림P&P,2022,Q3,철강_소재,-0.040561255162158555,-6.839464284987683,0.05352545848727597,0.19624453433706446,0.04206001959608274,0.07656002184759991,-0.17689267089963867,009580
9,고려아연,2022,Q3,철강_소재,0.08485366462579058,-0.5854176997857576,0.014700698749829044,0.1192470159142276,0.32829668074634655,0.028502310818652843,-0.07582018643055709,010130
9,대웅제약,2022,Q3,헬스케어,-0.10600496073427504,0.04503649973032031,0.04038056086288022,0.04927698734632968,0.0594311272581558,-0.00198748156722095,-0.27721589401366126,069620
9,풍산,2022,Q3,철강_소재,0.09121509174023877,-0.6249652610569862,0.020443596995413982,-0.060752610876483426,-0.12757014824828827,0.012765161213850185,0.2826578363715629,103140
9,한국철강,2022,Q3,철강_소재,-0.10753713642375409,1.3682136367535191,0.12445956319521345,0.0227376865384179,-0.07521448748335191,0.05544024694550265,0.18075517685300932,104700
9,한미약품,2022,Q3,헬스케어,-0.13993765977515552,1.0959372511250836,0.07783267017657214,0.08288369903711557,0.04744359294164968,-0.10946758102368004,0.05742923487358205,128940
9,동아에스티,2022,Q3,헬스케어,0.038819261367116956,3.9238680671969473,0.11750917786338166,0.0220668583364505,-0.09020697099632424,0.105528342141612,-0.03320790542035765,170900
9,종근당,2022,Q3,헬스케어,-0.043965937339236594,0.448836838213579,0.09298805846385916,-0.0006252590510358313,-0.04439719632072192,-0.02004665029367636,-0.010816597752292663,185750
