,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,이익잉여금 변화율,유동자산 변화율,유동부채 변화율,비유동부채 변화율,Label,Code
33,유한양행,2016,Q3,헬스케어,-0.28882475635575133,-0.5602569102589632,0.003568665312222441,-0.058543712225842315,-0.07666236190257236,-0.1876729676722586,-0.0777993263259322,000100
33,일동제약,2016,Q3,헬스케어,0.0,1.8354444916169212,0.912555447455933,-0.9216292252135447,-0.9833745382260942,-0.43905989485712316,-0.44602156784564295,000230
33,조선내화,2016,Q3,철강_소재,0.05567980570589828,-0.3874310843136157,0.011783632523946874,-0.0415014890031038,-0.08856442131175879,0.4819923399344874,-0.14737252375136384,000480
33,동아쏘시오홀딩스,2016,Q3,헬스케어,-0.09565615732344623,-0.31549606417158194,-0.01668877413615788,-0.1421145416830053,-0.0035414124623047716,0.33947578993123817,-0.2526357168042266,000640
33,영풍,2016,Q3,철강_소재,-0.025629221514891963,-0.579009120733925,0.0040715517674208,0.08195677270441326,0.2869949060420611,-0.007689632961281223,-0.23635428470249803,000670
33,동국제강,2016,Q3,철강_소재,-0.011003397168905325,0.9037989331480576,0.061004749353227083,-0.04103221873574814,-0.0568408501733767,-0.03227178403526121,0.2366102338807522,001230
33,세아베스틸,2016,Q3,철강_소재,-0.055046075965483075,-0.4043324325016886,0.014719886954358552,-0.23187583377690568,-0.0766568864381334,-0.07263132831279029,0.013813479603057802,001430
33,고려제강,2016,Q3,철강_소재,0.10708222189381547,0.41735755274027775,0.0071086510459128505,-0.00868119583281557,-0.05592814010611502,0.01160063499213515,-0.1449928696559611,002240
33,부광약품,2016,Q3,헬스케어,-0.1251943868695893,-0.6154014343815304,0.00845987173874585,-0.018389656920748898,-0.1575888102721924,0.0760575109177557,-0.15125339957992842,003000
33,세아제강,2016,Q3,철강_소재,0.2198907026207437,-0.6691635332113386,0.003988864040612716,0.06712383314023396,0.0882372152846791,0.015453697512770592,-0.010978750295810732,003030
33,영진약품,2016,Q3,헬스케어,-0.17987018730530918,0.24727210648338316,0.14605082302483918,0.2873796463471674,0.07310409834924503,0.009709282648497908,-0.2861865203969422,003520
33,현대제철,2016,Q3,철강_소재,0.0024716832453822515,0.43258169108558975,0.030480674724842283,0.02960668678542744,0.06780391449428902,-0.0471775531067663,0.04664328826368218,004020
33,삼광글라스,2016,Q3,철강_소재,-0.22475170242234596,-3.2260091908437105,-0.011660440947650952,0.0021242039190763062,0.04600457992613394,-0.08018097653158707,-0.149271919845978,005090
33,POSCO,2016,Q3,철강_소재,0.13813744713118786,0.9358996169583189,0.01091370936777003,-0.025593702833325627,-0.26578847327694843,-0.006338596045613709,0.025641436592305125,005490
33,녹십자,2016,Q3,헬스케어,-0.09427004078851697,0.25545442903950333,0.03780139685754014,0.07107105446263207,0.11446070442123468,0.013955933628462924,-0.13201985373027553,006280
33,일양약품,2016,Q3,헬스케어,-0.16573600366504107,28.274073387092468,-0.08919570461619519,0.034755925544363464,0.10984360875215304,-0.25422043466243127,-0.22605738399661934,007570
33,서흥,2016,Q3,헬스케어,-0.02161304775481084,-0.373384646109433,0.02661468495933761,-0.04856357592025473,0.14060536555083436,-0.1865720031227993,-0.17877250932823466,008490
33,광동제약,2016,Q3,헬스케어,-0.08789709631564545,-0.1472041041467994,0.02890039084941387,0.03472789723420022,0.0018138193969050587,-0.0017634985902638123,-0.0900739170257911,009290
33,무림P&P,2016,Q3,철강_소재,-0.053589572082884056,-3.860657049834571,0.02908461482021818,-0.07472126396058876,-0.06806778618920839,-0.04018923234219984,-0.10232083653125833,009580
33,고려아연,2016,Q3,철강_소재,-0.021792523997259818,-0.1338151818741491,0.021797857462363623,0.06642080873879341,0.1802900148716473,0.004860114153495854,-0.21336761181161024,010130
33,대웅제약,2016,Q3,헬스케어,-0.12977171519674705,0.2242284295900543,0.015405973508464177,-0.09689514271135813,-0.05499521369871385,0.006645629276304854,-0.052516061062766045,069620
33,풍산,2016,Q3,철강_소재,0.22564667469914307,-0.3295542386346514,0.04204686064994467,-0.05144770890028516,-0.07351175675944743,0.00046470892335115366,-0.14695127517665957,103140
33,한국철강,2016,Q3,철강_소재,-0.020029172322892093,-0.679476315834419,0.04699797178778664,-0.013254150953804555,-0.12016538859212189,0.05271426186911832,-0.1800884569441198,104700
33,한미약품,2016,Q3,헬스케어,-0.35232659770494706,-1.4517447360027431,0.0028749925792244113,-0.12143754186299416,0.03823567249320914,-0.17789509341779342,-0.3288709999347528,128940
33,동아에스티,2016,Q3,헬스케어,-0.15184869715713867,-2.30892934155672,0.05635471665530001,0.06951973251065069,0.20116530410638833,-0.4773050421034737,-0.15258150747025187,170900
33,종근당,2016,Q3,헬스케어,-0.06398958091444784,1.0230781242183222,0.49797266912972105,0.0011690731721165637,-0.03133977235411278,0.021407266845957063,-0.0911545614360885,185750
