,name,year,quarter,sector,Relative Return,비유동자산 변화율,영업이익 변화율,비유동부채 변화율,매출액 변화율,자본총계 변화율,자산총계 변화율,Label,Code
7,CJ대한통운,2023,Q1,산업재,0.02659724469511341,0.013237711103547545,-0.13174946531281173,0.18936103094370038,-0.09172575107490033,0.020896850647706078,0.017046537893791847,-0.03483625001144944,000120
7,두산,2023,Q1,산업재,-0.1273457788138802,0.0010508054669906564,-1.9150127389535998,-0.11851688764380963,-0.06486902893520774,-0.009840280730521789,0.0005597153621810236,0.09872153547567038,000150
7,한화,2023,Q1,에너지_화학,0.036252798260019405,0.026419433320308716,-0.46577992480545594,-0.03887419192546315,0.01687639891214676,-0.002876400596870332,0.010693350214954656,-0.01279572273054784,000880
7,LG상사,2023,Q1,산업재,0.02261175024150343,0.2674773252651206,-0.014528696289504595,0.6310240056676786,0.030138139171620892,0.03419285859264898,0.10551201990921344,0.12476092431538251,001120
7,한국쉘석유,2023,Q1,에너지_화학,-0.05177408928035748,-0.005915913529174643,0.6933453656916335,0.10576070079316802,-0.017001596121830054,-0.12071827108811317,0.002128594242326365,-0.09338967191245653,002960
7,태광산업,2023,Q1,에너지_화학,-0.07101088696543104,-0.0009681884843252275,-0.7368712157226582,0.032388953645046126,-0.0449905641098679,0.013437563765727578,0.018967759087611835,-0.15095545202413502,003240
7,대한항공,2023,Q1,산업재,-0.05304822302080679,0.01233273399369783,-0.2020551842448426,-0.010841421553861252,-0.11392413914758726,0.008757204862000156,0.018401150184136794,0.05292998064844704,003490
7,S&T중공업,2023,Q1,산업재,-0.015479490453795208,-0.038498044837478984,-0.22991441971186877,0.008189327445802697,-0.33316217580346996,0.004168734999857815,-0.018669666977895627,-0.028479162846139758,003570
7,삼성정밀화학,2023,Q1,에너지_화학,0.08857069167211663,-0.009727437456106602,-0.03267210187137637,-0.021810649791139336,0.062328175221395554,0.001030383371447563,0.022522790071879406,-0.036391422563455525,004000
7,효성,2023,Q1,에너지_화학,-0.01168097635031631,-0.03015577124815183,-0.7372147011892272,0.012126735683885004,0.050347850175162634,-0.028043606703626267,0.0001366523052115376,-0.10970465047223199,004800
7,SK케미칼,2023,Q1,에너지_화학,0.06870581589392949,2.420996176244472e-05,-5.814736393846588,0.7899828515063771,-0.3522124074523394,0.010517305910747954,0.12379380752932967,0.10815352603681631,006120
7,LS,2023,Q1,산업재,0.2642891293053567,-0.03601680356948456,-0.36445012787723785,-0.3459786849269585,-0.06489023609654587,-0.0007369961226501021,0.012580052518720963,0.2085931753900197,006260
7,대한유화,2023,Q1,에너지_화학,-0.1975938177386253,-0.0036559063618083476,-0.671274112843649,-0.2483665627848447,0.4598642490960472,-0.014238993144116918,0.025125083932781456,-0.08681563459606115,006650
7,국도화학,2023,Q1,에너지_화학,-0.06171496759203285,0.04703568434194927,0.43415206562786746,0.0095300274045107,0.017134444615589217,0.0002980628482021075,0.06074480822817052,0.12116965380782872,007690
7,한화케미칼,2023,Q1,에너지_화학,0.0,-0.08204300599401293,-0.43522984467222803,-0.03977476443365435,-0.19824758289205913,-0.0886482754989536,-0.10733629051899585,-0.2280743733857604,009830
7,OCI,2023,Q1,에너지_화학,0.19513661772793411,-0.3513355177761316,-1.0671445562255495,-0.8396707132731227,-0.9979475558694915,-0.44233332201279596,0.013597247846939498,0.0,010060
7,LS산전,2023,Q1,산업재,0.11277501706591203,0.006958659087648034,2.7803435387156927,-0.00027213051494678897,0.06684639604322817,0.009818470529371792,0.038750281201061165,0.5275378484954165,010120
7,S-Oil,2023,Q1,에너지_화학,-0.105243000952106,0.0035988574305219068,-4.197331909689675,-0.030023842604504414,-0.14320023187296682,-0.009876574670448557,0.01869185091846104,0.046751974265665366,010950
7,롯데케미칼,2023,Q1,에너지_화학,-0.015133810228318691,0.21042771396601023,-1.0938554239177718,0.6330249241879635,-0.07421065450113284,0.1075041417941589,0.1693004783066474,-0.25414156388623677,011170
7,현대상선,2023,Q1,산업재,-0.06938492671878113,0.04489735059529765,-0.7629886779292936,0.0324793607723306,-0.41555895621598826,0.010942574885394185,0.03446374385132911,-0.17092408708233928,011200
7,금호석유,2023,Q1,에너지_화학,-0.13991940004791373,0.0035700324064658062,0.17164345208849108,-0.09799882163361062,0.0954700924696299,-0.001851542931950223,0.058828716045570495,-0.09908015032564269,011780
7,SKC,2023,Q1,에너지_화학,-0.10057633428543933,0.0017162310929328406,4.059540082834983,8.671149603856065e-05,-1.2864472804184033,2.9712678607074494e-05,-0.10469571990384685,0.06915617501024422,011790
7,한솔케미칼,2023,Q1,에너지_화학,0.01637658282379737,0.0485987663580465,0.2622072537850684,-0.00031600100761275396,-0.10183966338392147,0.040015593421764084,0.036510877251973994,-0.16692129165087075,014680
7,동원시스템즈,2023,Q1,에너지_화학,0.006889979758286119,0.017404682649068803,0.1306024748183119,0.055034218692958214,0.004084425211047016,-0.008723748712135104,0.048020627524925086,-0.1522336995943268,014820
7,유니드,2023,Q1,에너지_화학,-0.286849925909164,0.008486167506826625,-1.3804406302397423,-0.08734987319002463,5.93053298881709,-0.012688845769999735,-0.06662176805112496,-0.13226425763426072,014830
7,한국단자,2023,Q1,산업재,0.1496668195291516,0.038890913233062374,-0.2663028578794423,0.0476959333898741,-0.04877707169803147,0.024104686964111055,-0.00042681392654408956,-0.19408448991482824,025540
7,남해화학,2023,Q1,에너지_화학,-0.04513299901708809,0.0002269552736673397,-1.0971758486802494,-0.28373815803825697,0.07535274492155253,-0.00567365284412269,-0.01874704000264016,-0.13154500926763235,025860
7,대우인터내셔널,2023,Q1,산업재,0.20314542316747272,0.7165790799885803,1.1479325134072118,0.5630030507726163,0.08922463754530718,0.49901962080009676,0.42473160662277154,2.2610300352168218,047050
7,한국항공우주,2023,Q1,산업재,0.13746408010837835,-0.002731159730221533,-0.4278454247070046,-0.014085367964454698,-0.3432060756422436,0.005719747707690015,-0.027573276801063917,-0.06547424053407166,047810
7,한전KPS,2023,Q1,산업재,-0.03036839994891402,-0.0486705571560907,0.14557986729936867,-0.2026896550244479,-0.11773191254616311,-0.027525667764455974,0.017090493905895565,-0.12695182883572922,051600
7,LG화학,2023,Q1,에너지_화학,-0.0472218674266497,0.029575853894653115,-0.8502727165988878,0.10648675895877768,0.2026333470660835,-0.03514454316592441,0.023507959036315196,-0.14147697958152422,051910
7,휴켐스,2023,Q1,에너지_화학,0.12884360917004642,0.20647243413619654,2.3669887831592296,0.00815956703653975,0.043150329895610406,0.014637601279174683,0.10847905263479429,-0.05408836186878842,069260
7,GS,2023,Q1,에너지_화학,-0.04019605451713219,0.0013293932707716394,27.537861508986406,-0.17479098706572072,13.06464316797215,0.06830088618198538,0.09353382709413638,-0.06475395302776282,078930
7,휴비스,2023,Q1,에너지_화학,-0.013554355811930902,-0.0077950172911140925,-0.4084990135879081,0.06747151252500205,0.07700125440848415,-0.05089536134075501,0.01281268334942931,-0.11190420769319956,079980
7,현대글로비스,2023,Q1,산업재,0.021111420406996893,-0.0037739091333572894,-0.24504104062711507,-0.016460131755076213,-0.08586397964995551,0.0011586627015176543,0.04206579643119124,-0.006006078661032178,086280
7,후성,2023,Q1,에너지_화학,-0.028302913971210198,0.04118176550129138,-0.8207183499473545,-0.008972366119403108,-0.1508427943910161,-0.006178145397171542,-0.006635635923149197,-0.09901612818090144,093370
7,SK이노베이션,2023,Q1,에너지_화학,0.0803272153507631,0.06396321506767655,12.675311443489884,-0.10398449214323591,0.9715463984935886,0.026200465839134823,0.06304584689732406,0.03912453632181512,096770
7,코오롱인더,2023,Q1,에너지_화학,0.007215744922481462,0.02243674412404717,-0.3225189559372328,-0.005289825644205548,-0.13799584262250753,-0.01297337540799337,0.032677259847043505,0.2216512831016258,120110
