,name,year,quarter,sector,Relative Return,비유동자산 변화율,영업이익 변화율,부채총계 변화율,매출액 변화율,비유동부채 변화율,유동부채 변화율,Label,Code
27,SK하이닉스,2018,Q1,정보기술,0.038442663684447834,0.1205907755099449,0.005852989045462831,0.09814555465047081,-0.01637143941015351,-0.02495499684393454,0.1509566239824749,-0.03550835541951301,000660
27,한화,2018,Q1,에너지_화학,0.06330808721003921,-0.0015910999875241583,0.7172855672995977,0.04549677113184125,-0.07557793275756608,0.009076335166371408,0.06756822909370808,-0.14228829831942152,000880
27,한국쉘석유,2018,Q1,에너지_화학,-0.023045268565260596,0.03715702532654963,0.04681066591880767,0.6119558391529816,0.09090699734378616,2.4886409494548607,0.605558856977259,0.11173546453097687,002960
27,태광산업,2018,Q1,에너지_화학,0.09555502598554942,-0.049719907344435765,-0.5069551684591412,0.00694191393778798,-0.046997676234878716,0.011492378274756465,0.005033334724802607,0.24579552845385882,003240
27,LG,2018,Q1,정보기술,-0.07444355270467415,0.0011138006569169079,7.133143250417854,0.5859193838501062,3.246071757129715,-0.0004845534501896065,0.9575317422911578,0.00598980207591944,003550
27,삼성정밀화학,2018,Q1,에너지_화학,-0.09312503059153686,-0.006378889482671735,0.913147813449438,0.048707363662690906,0.40322139935798607,0.011533931445798506,0.05859398898532708,0.048623827861048914,004000
27,한솔테크닉스,2018,Q1,정보기술,0.010298365668419143,0.02410398841338024,1.1931218274204158,0.046739659674476686,-0.22610137053282742,0.006704205160904753,0.06554195431277332,-0.13571566747667213,004710
27,효성,2018,Q1,에너지_화학,0.1231279647584066,0.033229280374482695,0.03224022501677348,0.09596753787998447,-0.10601265147248773,0.13553733616346797,0.07994881651645946,-0.3893944902817932,004800
27,삼성전자,2018,Q1,정보기술,0.015604005577386153,0.037083691103546146,-0.00520325844445968,0.050120581934382624,0.011288378546699951,-0.1536640690723321,0.0600888179017709,-0.01484218290028759,005930
27,SK케미칼,2018,Q1,에너지_화학,0.029516965511728218,-0.001287753856559326,-1.2953405325431473,0.03172309767987258,-1.1101729818686548,-0.001603223179126756,0.6277647331886722,-0.1592834203258821,006120
27,삼성SDI,2018,Q1,정보기술,0.023440581259759306,-0.023082213513964667,-0.829223968274037,0.09166429125407172,0.09461079293891528,0.057891173877240076,0.1069442678889323,0.16815212523828227,006400
27,대한유화,2018,Q1,에너지_화학,-0.11951002628417284,-0.008056054643367783,-0.006573771981979282,0.03721474817954307,0.03084851464420235,-0.021893992429697806,0.08778199360845629,0.010559974599082977,006650
27,국도화학,2018,Q1,에너지_화학,0.05345527136308188,-0.008407090187126376,0.638930268019374,0.38853976177762695,0.14072615250602039,-0.007140018378618107,0.5560654364088431,-0.02505427345315614,007690
27,대덕전자,2018,Q1,정보기술,0.021896118622128993,-0.08859416052019486,0.7594696641348413,0.2177124957794474,0.08935867106138651,0.01744170248621102,0.2247826228241332,0.05515263194773247,008060
27,삼성전기,2018,Q1,정보기술,0.17798914920829823,0.04280905445957073,-1.474030715166714,0.2030542901518173,0.17123445098905732,0.057017357819861614,0.2660898045108486,0.1865616877829872,009150
27,한화케미칼,2018,Q1,에너지_화학,-0.009842198266168705,-0.0034520559623236746,0.3014323340278595,-0.02140451985111902,0.00043377056535209846,-0.007972866503061615,-0.03336790098048181,-0.22222001486588128,009830
27,OCI,2018,Q1,에너지_화학,-0.0009853893393131459,-0.008659669905076939,0.01131452002470068,-0.022427025167890635,0.02410795161670065,-0.14467369048418655,0.09535157539154349,-0.24532277790406684,010060
27,S-Oil,2018,Q1,에너지_화학,-0.12717692422191945,0.06644948262317008,-0.31635769164364635,0.1505893574336188,-0.06938507488561885,0.0607817491021152,0.223628562894983,0.2009550057037867,010950
27,LG이노텍,2018,Q1,정보기술,0.044742327572851,0.02613715794565019,-0.9275883074651667,-0.20152826956701153,-0.40354892247558394,0.033668496572247575,-0.33348530522991415,0.19759594338246023,011070
27,롯데케미칼,2018,Q1,에너지_화학,-0.08940087925327014,0.0011980545294771883,-0.05240581939410771,0.07625307657567326,0.014528005394293775,0.0013862160861544126,0.13243440069347412,-0.022507012133118426,011170
27,금호석유,2018,Q1,에너지_화학,0.13213099254772287,-0.017133790836896146,0.2080350905261812,-0.024507307277659818,0.003609274272908136,-0.0961639940183342,-0.007287855292393175,0.04123583062699862,011780
27,SKC,2018,Q1,에너지_화학,0.04585594825168908,-0.0016591954528213382,0.08138590655508815,0.03664097106371411,0.0638893715194444,0.11788940008894899,-0.07293947589023753,0.20539451735750477,011790
27,한솔케미칼,2018,Q1,에너지_화학,-0.002550211994246713,0.05554963247260236,0.6553914946783539,0.168039670460701,0.03756350080770332,-0.1615606838114294,0.6507577732805385,0.25585090680983746,014680
27,동원시스템즈,2018,Q1,에너지_화학,-0.11185244735742148,-0.13479946795624465,0.5953466708009636,0.01610207205450953,0.18480591793649137,-0.02590767981451947,0.05961839786116552,-0.1468496978641289,014820
27,유니드,2018,Q1,에너지_화학,0.11070152644689366,0.030393006743513418,-0.5469291496609332,0.021792415773292495,-0.020628218881995286,0.021462472170614255,0.022117822810020504,0.002609061618518163,014830
27,삼성에스디에스,2018,Q1,정보기술,-0.14997843629684904,-0.021996037740237173,-0.10555061848084923,0.12889793753015732,-0.02419236220423171,0.03993475931622048,0.13517209903541438,0.11722591658386199,018260
27,일진머티리얼즈,2018,Q1,정보기술,-0.08392733455899663,-0.03149524497985012,0.6450367647058823,0.601762205867109,0.09492264296093689,0.06804705882352935,1.0220492866407263,0.514239452711559,020150
27,남해화학,2018,Q1,에너지_화학,0.3659773256371174,-0.018994428618252845,-2.177092282204307,0.18450272411270707,0.22956924433383974,-0.48304097929248857,0.21312757353100564,-0.1698282990417822,025860
27,신도리코,2018,Q1,정보기술,-0.09892080504600474,0.08849917253630646,0.13500978022026655,0.23454844866063307,-0.05849014286896603,0.12381052554739425,0.25322981064339145,-0.06183237339879774,029530
27,LG디스플레이,2018,Q1,정보기술,-0.11238137805149839,0.10841619861852658,1.663862280480632,0.0870042683362815,-0.19852809690072792,0.13785544603327016,0.05822109497397099,0.0067287264125395485,034220
27,SK,2018,Q1,정보기술,0.025578234176675697,-0.006090484039561694,76.14108720706876,0.022560172874084072,0.023334657862055463,0.014821240302023364,0.040764206900614,-0.06225254146602463,034730
27,한미반도체,2018,Q1,정보기술,-0.07792508441272449,0.14006494836282557,-0.09502895718133475,-0.02800000696502314,-0.0791191615052379,-0.8580129346005367,0.20150429280056414,0.008487575040580356,042700
27,LG화학,2018,Q1,에너지_화학,-0.10709878112104956,0.009879207924978761,0.035956978682043284,0.15390411944556104,0.005281190676674541,0.8220239764560393,-0.0234851448020712,0.13767613185779848,051910
