,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,실업률 변화율,Label,Code
10,경방,2022,Q2,경기소비재,-0.10140683498790896,-0.9868599458197971,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.13229381994235823,000050
10,하이트진로,2022,Q2,생활소비재,-0.05541183527418489,0.050358781543438536,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.08268146388369943,000080
10,한국타이어월드와이드,2022,Q2,경기소비재,0.0035586961447989784,-0.6397875341632782,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.023218109725545246,000240
10,기아차,2022,Q2,경기소비재,-0.0027198849947387763,0.21477808414124344,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.14892440695249984,000270
10,CJ,2022,Q2,생활소비재,0.014524224541941813,-0.8714565535447982,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.028630712774054167,001040
10,대상,2022,Q2,생활소비재,0.00908591641667051,0.07022152254580605,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.03113067350765521,001680
10,SK네트웍스,2022,Q2,경기소비재,-0.03126594599346697,-0.5754472115047351,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.03219044921266011,001740
10,오리온,2022,Q2,생활소비재,0.11705508667435624,-0.8432444184654099,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.0074771304231540416,001800
10,넥센타이어,2022,Q2,경기소비재,0.08251115125909117,0.02364267831513711,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.10643844023838972,002350
10,아모레G,2022,Q2,생활소비재,-0.1529368295026173,-1.0341694123144807,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.1733895665421122,002790
10,일신방직,2022,Q2,경기소비재,-0.06725522865893907,-0.5535643499660301,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.007870747766539756,003200
10,쌍용차,2022,Q2,경기소비재,0.0,-0.9598240731095187,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.0,003620
10,남양유업,2022,Q2,생활소비재,0.01619361040473865,-0.22727243394400332,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.014653148954756496,003920
10,한솔홀딩스,2022,Q2,경기소비재,0.058030002884545545,-0.5050372644168792,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.007796958663335372,004150
10,신세계,2022,Q2,경기소비재,-0.07825099103704836,-0.5235308229240507,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-6.238894900662331e-05,004170
10,농심,2022,Q2,생활소비재,0.018852195521839837,-0.7910956956192297,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.055899257977107306,004370
10,세방전지,2022,Q2,경기소비재,-0.15669368268932943,-0.4753112044112967,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.2247195993508979,004490
10,조광피혁,2022,Q2,경기소비재,-0.008356960074220314,4.863911634756168,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.12106497013110835,004700
10,빙그레,2022,Q2,생활소비재,-0.056387606328970115,2.263660757227701,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.1316149739804934,005180
10,롯데칠성,2022,Q2,생활소비재,-0.09264071438839692,-0.028597673806136537,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.08574179890984965,005300
10,현대차,2022,Q2,경기소비재,0.08994147663214008,-0.4462781534891951,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.10248663137324907,005380
10,현대그린푸드,2022,Q2,생활소비재,-0.033150363955609836,-0.33409619705659965,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.11202923652357855,005440
10,삼립식품,2022,Q2,생활소비재,0.08237324862937995,0.6743780124487526,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.15498852896185183,005610
10,크라운제과,2022,Q2,생활소비재,-0.17739734218451125,-1.0728247490669325,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.13351116239778008,005740
10,에스엘,2022,Q2,경기소비재,0.16443939250936632,0.644620663694456,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.0686989082333432,005850
10,GS리테일,2022,Q2,생활소비재,0.03112638205578504,0.6491540588512279,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.1348010876662948,007070
10,오뚜기,2022,Q2,생활소비재,0.08099068262893837,-0.5163407763968105,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.01628628201500495,007310
10,동아타이어,2022,Q2,경기소비재,-0.1554113790056599,0.45343595284226845,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.13158774332612566,007340
10,서연,2022,Q2,경기소비재,-0.057714342080916504,-0.9745230382445795,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.19857463000362055,007860
10,호텔신라,2022,Q2,경기소비재,-0.01096465727699817,0.05653333862109933,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.03852179079860803,008770
10,한샘,2022,Q2,경기소비재,-0.13313077925435385,-0.9151720469468476,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.176739029683098,009240
10,모토닉,2022,Q2,경기소비재,0.025350972473933878,0.46303168544841244,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.05163327017506027,009680
10,화신,2022,Q2,경기소비재,0.14340126664808933,4.050370709906327,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.05897837810889822,010690
10,현대위아,2022,Q2,경기소비재,0.12994459503901776,1.1362802797679974,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.08420756657308598,011210
10,현대모비스,2022,Q2,경기소비재,0.17701934986544307,-0.267274076616812,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.008737214225596548,012330
10,에스원,2022,Q2,경기소비재,-0.04036356315565832,-0.08855926785581836,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.04138536964160911,012750
10,한국전력,2022,Q2,생활소비재,0.025871117517250262,-0.33082142329971287,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.11338568967637055,015760
10,한온시스템,2022,Q2,경기소비재,-0.0024779007237163905,-1.5122550778383523,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.21318263248020905,018880
10,대교,2022,Q2,경기소비재,-0.08261468335826888,0.1797055511667951,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.10933139479695986,019680
10,한섬,2022,Q2,경기소비재,-0.18994849291300187,-0.5857334010017256,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.10472942660435813,020000
10,코웨이,2022,Q2,경기소비재,-0.03423450743035641,0.007699682402207975,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.1000078558883386,021240
10,롯데쇼핑,2022,Q2,경기소비재,0.045275629443164225,-1.0017662123175282,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.09641621850671969,023530
10,삼성물산,2022,Q2,경기소비재,0.1145313606270855,-0.6077600015401048,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.016778307168797926,028260
10,세종공업,2022,Q2,경기소비재,-0.09055670429000917,7.190379246875658,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.09085853943019648,033530
10,KT&G,2022,Q2,생활소비재,0.029769985178088477,0.35906813398727055,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.15947363058701292,033780
10,무학,2022,Q2,생활소비재,-0.08748334979096431,3.328532889646583,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.244028633674745,033920
10,강원랜드,2022,Q2,경기소비재,-0.02484632177634797,-7.433896341275106,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.045886143738278665,035250
10,한국가스공사,2022,Q2,생활소비재,-0.03392703926513722,-1.2704471525703416,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.1009164621164213,036460
10,팜스코,2022,Q2,생활소비재,-0.09522333458506486,2.39459710990538,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.2395778161253396,036580
10,동원F&B,2022,Q2,생활소비재,0.035753471093122914,-0.7458610546015496,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.16012188083198564,049770
10,LG생활건강,2022,Q2,생활소비재,0.09437621745332392,-0.06697487764951815,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.13602363629989975,051900
10,한라홀딩스,2022,Q2,경기소비재,0.03400460990067066,0.18072825889672806,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.14289067177728945,060980
10,S&T모티브,2022,Q2,경기소비재,-0.01819095389340683,-0.09312654775277351,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.08846812055756101,064960
10,현대백화점,2022,Q2,경기소비재,-0.12032978233614441,-0.294714512514461,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.07635642688938603,069960
10,금호타이어,2022,Q2,경기소비재,-0.05174205637350437,-12.789688981224359,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.1189307559967932,073240
10,에이블씨엔씨,2022,Q2,생활소비재,-0.20376928896607693,-0.9541423136181082,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.05625954212512729,078520
10,현대리바트,2022,Q2,경기소비재,-0.07390647215228782,-1.2495566654743395,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.21778366955164316,079430
10,베이직하우스,2022,Q2,경기소비재,0.035447795870710855,-0.9470469246013454,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.08808892294568987,084870
10,아모레퍼시픽,2022,Q2,생활소비재,-0.19462244117933306,-0.5192363192942495,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.01069919175972248,090430
10,LF,2022,Q2,경기소비재,-0.04545355691846683,-0.20853617219868315,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.08831635720297489,093050
