,name,year,quarter,sector,Relative Return,이익잉여금 변화율,영업이익 변화율,매출액 변화율,자본총계 변화율,비유동부채 변화율,비유동자산 변화율,Label,Code
14,한화,2021,Q4,에너지_화학,0.046367286378454706,0.022178773968796195,-0.05159002516586597,0.47293392690352865,0.015568477463883568,-0.04245693026686714,0.006524349602990975,-0.04223780785414062,000880
14,한국쉘석유,2021,Q4,에너지_화학,-0.002394440859054492,0.06626866098358342,-0.02945584060500428,0.07392162920185075,0.06213912878022909,0.08748150090384388,0.021320550967243834,0.020991243154937812,002960
14,태광산업,2021,Q4,에너지_화학,0.10051360115607531,0.02822836777577664,-0.5487410468954668,0.09085078187597673,0.025334152737074955,-0.01834155054138653,0.06781018118680793,0.00704702004736809,003240
14,삼성정밀화학,2021,Q4,에너지_화학,0.14422911122174106,0.056292280337912004,0.20617471181659908,0.062428768673907564,0.04096005756929344,-0.1490277941794066,0.006377196024473397,-0.04845126652661569,004000
14,효성,2021,Q4,에너지_화학,-0.06965537324241597,0.00861278314189362,-0.34943389007853576,-0.041628234807995934,0.028229706734187676,0.06459153179318067,0.04800129403917408,0.02015225647715786,004800
14,SK케미칼,2021,Q4,에너지_화학,-0.04234905236047007,0.010914854894752635,1.6377774514750074,0.08223739790735762,-0.011877613863687575,0.12524208086233668,0.23714437823704637,-0.02520390456957632,006120
14,대한유화,2021,Q4,에너지_화학,-0.0314824446467091,-0.005525272442131968,-1.491567191639187,0.08435529736471303,-0.004671762686590308,-0.12562351651926973,0.006405523521894274,-0.0538890464123451,006650
14,국도화학,2021,Q4,에너지_화학,0.07616225257644245,0.06576122229393722,-0.1802505756125664,0.006060247496368909,0.0512614190164149,0.3232880032085321,0.04387446503471115,-0.06152988341146094,007690
14,현대중공업,2021,Q4,중공업,-0.006570840660852464,0.005689043066832822,-10.747068319545873,1.1893598681574815,0.006688185701282601,-0.37586571229018284,-0.024867461633689025,0.024975306899957733,009540
14,한화케미칼,2021,Q4,에너지_화학,0.02344071902420064,0.011922095795832144,-0.007738467833918294,0.24660027789757288,0.009473525921390946,0.14885915618262668,0.0978563307305329,-0.06808429386725119,009830
