,name,year,quarter,sector,Relative Return,이익잉여금 변화율,영업이익 변화율,매출액 변화율,자본총계 변화율,비유동부채 변화율,비유동자산 변화율,Label,Code
25,한화,2019,Q1,에너지_화학,-0.04853802088551708,-0.02106000291390353,-0.7103351020603279,-0.43243915389713494,-0.014527497498485809,0.049483831911554255,0.014600014645917092,-0.15130566166444795,000880
25,한국쉘석유,2019,Q1,에너지_화학,0.03378105806185134,-0.18589825534436444,-0.17186316513868583,-0.04018687747010341,-0.17167635107852985,0.0,0.017827839003841994,0.047126003335580306,002960
25,태광산업,2019,Q1,에너지_화학,-0.05150507717388067,0.01879554137278916,-0.36468145007554365,-0.10644793062515212,0.013159011974419155,0.03738180831062632,0.008043915521650957,-0.22519583058794568,003240
25,삼성정밀화학,2019,Q1,에너지_화학,0.06807493503702064,0.052368219570489094,-0.022258239208362784,-0.023028071416616003,0.03377589681075488,0.01784072385904123,0.010177054361631521,0.03075821555241501,004000
25,효성,2019,Q1,에너지_화학,0.09611798615802036,-0.007457742595747829,-1.6166188907974357,-1.073460851804593,-0.02295449023433571,0.08090192603095114,0.00822951751678147,0.1065397642693578,004800
25,SK케미칼,2019,Q1,에너지_화학,0.10150612895032014,0.00496035289452923,-14.09080065994778,-0.09879724642976451,0.008451945934941696,-0.19879633141834363,0.0028658376873071933,-0.161170716974396,006120
25,대한유화,2019,Q1,에너지_화학,-0.0733520941120617,0.022430455719189224,2.1164228502047977,-0.19764984161383004,0.018307287800120697,0.08632576666997438,-0.0073175915569957395,-0.14471658287320308,006650
25,국도화학,2019,Q1,에너지_화학,0.0010199662952195612,-0.0024205612011261035,1.2913747853752686,0.01782121035505635,-0.0012345638418685967,-0.01767580582456596,0.061805925542280926,0.037654307498687756,007690
25,현대중공업,2019,Q1,중공업,-0.05632310860481532,0.000951460000905735,-1.0573475469371145,-0.1747027722835265,0.0005702560313733951,0.17423713788319306,-0.012144993349464839,-0.08038091853753876,009540
25,한화케미칼,2019,Q1,에너지_화학,0.00683288624961223,0.01694928826179476,-2.065254223616703,-0.09405164859372583,0.005545518886612255,0.05903699139887064,0.006366768673691903,-0.10815472176625504,009830
25,OCI,2019,Q1,에너지_화학,-0.021271884468970534,-0.02008503245586335,0.10817482903194486,-0.04166001226875615,-0.014382171682929656,0.06339379597684869,-0.005996365845440277,-0.17674772688896337,010060
25,삼성중공업,2019,Q1,중공업,-0.025787363996223035,-0.04483476290603927,-0.46557159396386594,0.101238686811842,-0.019522377791068024,0.2847334346585262,0.021018381037394507,-0.07945480995857554,010140
25,현대미포조선,2019,Q1,중공업,-0.12370889540684578,-0.007801596301026392,2.6675146368529807,-0.03333549737849595,-0.006096987241494989,-0.040285568093631596,0.00545062795282103,-0.1770952594729852,010620
25,S-Oil,2019,Q1,에너지_화학,-0.04919481791145233,0.0202389246831729,-1.8140573499832637,-0.20917858054289473,0.014973097174704186,0.022790065527411363,0.009290926062584637,0.08338182474327682,010950
25,롯데케미칼,2019,Q1,에너지_화학,-0.08120919588312296,-0.00969921417730446,1.4582169813357018,-0.020850064005866087,-0.009077757443370804,-0.09632074049724093,0.01086631274929939,-0.1079561292262059,011170
25,금호석유,2019,Q1,에너지_화학,-0.01839722170632569,0.0693639910730135,1.599630845487892,-0.012092338041648554,0.04352777536703889,-0.2852670566871133,-0.010300955557473679,-0.14013764288223637,011780
25,SKC,2019,Q1,에너지_화학,-0.0657644751791459,-0.005056111485109871,-0.1184493295051453,-0.026671187153423537,-0.0038612658771395303,0.12069284548493564,0.007799739651277893,0.2953687555172201,011790
25,한화테크윈,2019,Q1,중공업,-0.08821771478852103,0.014589144295488854,-0.21384247182889027,-0.16331515267562158,0.005651143818883098,0.06341611906340328,0.0028640112905979898,0.23965726509783244,012450
25,한솔케미칼,2019,Q1,에너지_화학,0.01147720961316399,0.031045037423897304,0.5956662311137568,-0.06673970688964226,0.021872087924644346,0.011311752084869564,0.026404507374673925,0.03118575439832734,014680
25,동원시스템즈,2019,Q1,에너지_화학,0.029725580533761453,0.017701109327978637,0.48963689333278193,0.0784094194373266,0.009209944337649434,0.013811471538877962,0.050184434447571924,0.03836231006484478,014820
25,유니드,2019,Q1,에너지_화학,0.013015933995096839,-0.006199169352487877,0.9685156623447335,0.038082352403149944,-0.0013515961259731313,-0.024498376852698622,0.029682661389087706,0.01728350142411736,014830
25,현대엘리베이,2019,Q1,중공업,-0.11206410594897,0.07874192571418637,-0.2240900500904277,-0.13711326105066624,0.021721312522893,0.01182695708768633,0.03123347105662333,0.0438975931810719,017800
25,남해화학,2019,Q1,에너지_화학,-0.0443024596372637,0.0006291521757444407,-1.1134476648910065,0.2044077142177556,0.0004999538583962959,-0.1289875928843527,-0.014219469105301474,-0.11799593509992373,025860
25,두산중공업,2019,Q1,중공업,-0.02747305794625403,0.05819048572373853,-0.25609540289691535,-0.3064094515789364,0.013090075416815061,0.04994932713842393,0.02417302826304968,-0.07437567850815022,034020
25,대우조선해양,2019,Q1,중공업,-0.007206236373944769,0.3695925996510665,-0.3765055628873555,-0.28382886729952805,0.053637383496142776,0.20243526237133525,-0.008010490880107302,-0.03451120064547543,042660
25,두산인프라코어,2019,Q1,중공업,-0.03216769381346121,0.42918913824714666,1.5520093036569382,0.22156162494511467,0.03537604911211334,-0.09121830473587633,-0.0026624326598465586,-0.06259056893712132,042670
25,LG화학,2019,Q1,에너지_화학,-0.06138668716975629,-0.018822788979931504,-0.27057765534579425,-0.151742311997339,-0.014785763737872548,0.3920853549205514,0.043681274024985006,-0.0125960718053236,051910
25,현대로템,2019,Q1,중공업,-0.17395876751954403,0.05396863423077791,-1.006435325757824,-0.08751286293804461,0.011176668933998046,-0.2608267613914318,-0.006297350798349033,-0.09967339077118745,064350
25,휴켐스,2019,Q1,에너지_화학,0.006195575999071071,-0.05764398468480436,1.4273500873659026,-0.008049728594429317,-0.04051527052625159,-0.20240478340708867,-0.032558827488138764,0.07213214217224327,069260
25,GS,2019,Q1,에너지_화학,-0.024656441938148657,0.014282161349473466,-0.36799823924287445,-0.37179242870252893,0.009545947405615207,0.0018928978472769753,-0.0002482408843986761,0.007164122978989523,078930
25,휴비스,2019,Q1,에너지_화학,0.00794629778787874,-0.011223073852091314,-1.8656511816040173,-0.1402855250726983,-0.0052477280448117725,0.18590607818828686,0.31089264226929214,-0.13288712201148417,079980
25,두산엔진,2019,Q1,중공업,-0.20145686432463228,-0.6685666540667521,0.027470491717459966,-0.1240536187809701,-0.05155031465123083,0.025819069857010657,0.011621280594079852,-0.1464807835847722,082740
