,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,영업이익 변화율,소비자물가지수 변화율,유동부채 변화율,비유동자산 변화율,Label,Code
31,유한양행,2017,Q1,헬스케어,0.05727365236155104,0.05204832048365504,-0.19905228880332682,0.3662888227501071,0.5158067335463936,0.08708357869109928,0.0046686402567361895,-0.0987697269702833,000100
31,일동제약,2017,Q1,헬스케어,-0.07016772285535461,-0.2244275173385123,-1.110582646025561,-1.1064858544794351,0.5158067335463936,-0.6421105368995891,0.7632996803506806,-0.2359797441310619,000230
31,동아쏘시오홀딩스,2017,Q1,헬스케어,0.054852963462831396,5.421911258776126,-3.9912527552850037,-5.3299455259573625,0.5158067335463936,-0.04780953204603211,-0.0007376546242739979,-0.1727828607768211,000640
31,한화,2017,Q1,에너지_화학,0.12772515656239566,-0.07411156914108163,-2.47816199990904,0.14490646124823137,0.5158067335463936,-0.007729360926911455,0.003759511045989594,0.1553771826005469,000880
31,한국쉘석유,2017,Q1,에너지_화학,-0.03216306978102413,2.486834961357773,-0.1516957226080493,-0.20673713538848126,0.5158067335463936,0.9119434834229525,0.0031625895275864124,-0.023805395407978984,002960
31,부광약품,2017,Q1,헬스케어,-0.011175219433781601,0.18955760408841527,3.4786132729368626,-0.35259518246523325,0.5158067335463936,0.02102040799138738,-0.01965125419709679,-0.08736549355583235,003000
31,태광산업,2017,Q1,에너지_화학,-0.0351402475865889,0.011997570252182843,-871.1252916279561,-0.18952217780645475,0.5158067335463936,0.10062362471855146,-0.005535429625324051,0.30673286741334826,003240
31,영진약품,2017,Q1,헬스케어,0.11486002590197653,-0.002321044846078313,-3.2657527005573916,-5.205522773051126,0.5158067335463936,-0.08471981211961555,0.08292298405834408,0.011959066139880035,003520
31,삼성정밀화학,2017,Q1,에너지_화학,-0.009892564620785131,0.003939114722949499,3.302801186945622,0.2809108100336717,0.5158067335463936,0.08268375343542522,-0.013337037015708875,0.0636927617496209,004000
31,효성,2017,Q1,에너지_화학,0.027071761417381997,-0.09575357229866033,28.67205361488448,-0.1749833504828503,0.5158067335463936,0.06709555822964908,-0.010480429377901723,0.15547593611276173,004800
