,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,실업률 변화율,국제유가 변화율,소비자물가지수 변화율,Label,Code
25,경방,2018,Q3,경기소비재,-0.07696262658426821,-0.2605293378159744,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.1629344263704438,000050
25,한국타이어월드와이드,2018,Q3,경기소비재,-0.07805195120300458,0.28934373241718236,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.0506737404824085,000240
25,기아차,2018,Q3,경기소비재,-0.05644701293139966,-1.1604797161281517,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.22795072871432775,000270
25,SK네트웍스,2018,Q3,경기소비재,0.04268391624338917,3.6967435549525103,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.3400931170081977,001740
25,넥센타이어,2018,Q3,경기소비재,-0.1906514666062583,-0.19784753641484076,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.241326723931849,002350
25,일신방직,2018,Q3,경기소비재,-0.028969223615604098,-0.43077562108728695,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.005589660608578798,003200
25,쌍용차,2018,Q3,경기소비재,-0.13209170413249477,1.8774350685626144,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.32012017264805376,003620
25,한솔홀딩스,2018,Q3,경기소비재,-0.06954693726742432,14.883902173373222,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.02052034384400168,004150
25,신세계,2018,Q3,경기소비재,-0.0825883668132457,-0.1740492455145951,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.3031447869038626,004170
25,세방전지,2018,Q3,경기소비재,0.23809619694514356,0.08825755803450219,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.24015805408108187,004490
25,조광피혁,2018,Q3,경기소비재,0.1737458319816399,-0.23926674993901442,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.07997202840138608,004700
25,현대차,2018,Q3,경기소비재,-0.10661063036409339,-1.179918125898475,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.12899400140422393,005380
25,에스엘,2018,Q3,경기소비재,-0.2039884322599862,-0.5285133695831337,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.4509960743545008,005850
25,동아타이어,2018,Q3,경기소비재,0.033619773938938835,-0.6588920798842628,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.02874454282913656,007340
25,서연,2018,Q3,경기소비재,-0.15259287868510857,-0.9755142642099016,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.11284548963860136,007860
25,호텔신라,2018,Q3,경기소비재,-0.18628786842768585,0.048606680652000245,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.2776833179481378,008770
25,한샘,2018,Q3,경기소비재,-0.4153892885403419,-0.3132776497514187,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.7603968473223803,009240
25,현대중공업,2018,Q3,중공업,0.3062073080562547,-1.0385433708905518,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.11371797594043706,009540
25,모토닉,2018,Q3,경기소비재,-0.039345863140693355,-0.30327652751726697,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.4428512313652952,009680
25,삼성중공업,2018,Q3,중공업,0.23118891217693166,-0.42318592300117974,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.10917394975537703,010140
25,현대미포조선,2018,Q3,중공업,0.1233516403864606,-2.1285265564699145,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.18480418478697624,010620
25,화신,2018,Q3,경기소비재,-0.2764227903966286,3.3027273479094115,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.16558823118302113,010690
25,현대위아,2018,Q3,경기소비재,-0.21530446167176093,-0.7179941942430635,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.21673591776710588,011210
25,현대모비스,2018,Q3,경기소비재,-0.12428825229891692,-0.2851148645632585,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.08640462942354761,012330
25,한화테크윈,2018,Q3,중공업,0.534406571535166,-0.3166195642583284,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.02421419284030474,012450
25,에스원,2018,Q3,경기소비재,0.1522721228710695,0.0866973170108023,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.04812257814149633,012750
25,현대엘리베이,2018,Q3,중공업,-0.07025630912854537,-0.08869968639184922,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.010336102474942824,017800
25,한온시스템,2018,Q3,경기소비재,-0.029903803054856445,-0.35026209197336944,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.021458358135049007,018880
25,대교,2018,Q3,경기소비재,-0.03671288182655204,-0.6420026465297453,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.10171477356152701,019680
25,한섬,2018,Q3,경기소비재,0.10624077525839656,1.5933970126071473,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.12556742012122202,020000
25,코웨이,2018,Q3,경기소비재,-0.21304272140056163,0.012115333351418567,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.3848523906175775,021240
25,롯데쇼핑,2018,Q3,경기소비재,0.2253593548398804,-1.5980359851727188,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.21466142980196493,023530
25,삼성물산,2018,Q3,경기소비재,-0.0750650933774371,-0.5017777574018893,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.011377361097779403,028260
25,세종공업,2018,Q3,경기소비재,-0.20355736928484186,-1.177716664349457,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.22959789301876993,033530
25,두산중공업,2018,Q3,중공업,-0.1643069765132048,-1.1831276095078629,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.32287417734015567,034020
25,강원랜드,2018,Q3,경기소비재,0.08886752800316404,-0.015822989284566824,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.041071296090214274,035250
25,대우조선해양,2018,Q3,중공업,0.39167701399665333,-0.5746431519530417,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.2075419310637293,042660
25,두산인프라코어,2018,Q3,중공업,-0.07730299905924186,0.4353479180455966,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.18047095379706485,042670
25,한라홀딩스,2018,Q3,경기소비재,-0.028558511575035805,-1.3673773925510984,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.019414900860753995,060980
25,현대로템,2018,Q3,중공업,-0.11820362023949994,-2.5736334044803915,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.010311527781692564,064350
25,S&T모티브,2018,Q3,경기소비재,-0.1601389542472001,-0.6508179761302499,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.3239516344518176,064960
25,현대백화점,2018,Q3,경기소비재,-0.042159209851972815,3.3445509261410393,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.1433861109050291,069960
25,금호타이어,2018,Q3,경기소비재,-0.08937224159306241,-0.5512167989436576,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.14984386757044035,073240
25,현대리바트,2018,Q3,경기소비재,-0.15604488189303073,-0.37498520868526075,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.08521544023435842,079430
25,두산엔진,2018,Q3,중공업,0.3435941696690654,-0.2427306097283376,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.07121656273738207,082740
25,베이직하우스,2018,Q3,경기소비재,-0.1909564346338038,-0.5141634119650524,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.32573761808712093,084870
25,LF,2018,Q3,경기소비재,-0.0738278714332624,-0.5170358549420742,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.0563137746654243,093050
25,한진중공업,2018,Q3,중공업,-0.24054000229865058,0.2949695121951219,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.39247138161461015,097230
25,한세실업,2018,Q3,경기소비재,0.3059765956162399,-2.1974926559605796,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,0.49599133564172077,105630
25,영원무역,2018,Q3,경기소비재,0.2683867952357418,0.41781994310590487,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.1007726755409914,111770
25,GKL,2018,Q3,경기소비재,-0.0008850139108063371,-0.029658312256471198,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.009900303311878397,114090
25,한국타이어,2018,Q3,경기소비재,-0.032940679410604815,-0.26280290127762573,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.0442397512820667,-0.11881570955950324,161390
