,name,year,quarter,sector,Relative Return,국제유가 변화율,유동부채 변화율,법인세차감전 순이익 변화율,보유 주식 수 변화율,비유동자산 변화율,매출액 변화율,Label,Code
9,유한양행,2022,Q3,헬스케어,0.018610835921721084,-0.11299650647329962,-0.11046267180373015,-0.25037899110723316,0.0,0.042425913368246304,-0.09374378710583886,-0.04341924912778849,000100
9,일동제약,2022,Q3,헬스케어,-0.22730846938527113,-0.11299650647329962,-0.019756347794654516,0.5648573625186353,0.0,0.041191197409639946,0.05629347551383601,-0.4629102238676061,000230
9,조선내화,2022,Q3,철강_소재,0.0007924334269140132,-0.11299650647329962,0.02289714452777125,-0.9388101573351061,0.0,0.08193369188634647,-0.06681435738702624,0.12929673357272164,000480
9,동아쏘시오홀딩스,2022,Q3,헬스케어,-0.04422912612361249,-0.11299650647329962,-0.03342343536323278,-2.5497421492946906,0.0,0.007693879726293762,6.906317098919088,-0.08799314204559384,000640
9,영풍,2022,Q3,철강_소재,0.29243453105298334,-0.11299650647329962,-0.011711071880982304,-3.5660620825990192,0.0,0.015173451081265998,-0.021745133223447177,-0.19892443087406253,000670
9,동국제강,2022,Q3,철강_소재,-0.12025716539876316,-0.11299650647329962,-0.16993887502954452,-6.419078132415884,0.0,0.03255980377361878,-0.1354014875790347,0.008803968088918833,001230
9,세아베스틸,2022,Q3,철강_소재,0.10859857971196203,-0.11299650647329962,-0.08596309234178545,0.42180289809777927,0.0,0.002457327356913952,0.34851560339528964,0.21857325560664387,001430
9,고려제강,2022,Q3,철강_소재,-0.11527759164887477,-0.11299650647329962,-0.07376983726331277,-0.06499689455846003,0.0,0.00804728100406682,-0.09504439065996295,0.18377656778504414,002240
9,부광약품,2022,Q3,헬스케어,-0.12129372322350558,-0.11299650647329962,0.3326008738622044,0.45619374855463457,0.0,0.01516675320344607,0.15633352511802512,-0.01689194641921392,003000
9,세아제강,2022,Q3,철강_소재,-0.2145597434463611,-0.11299650647329962,0.08475987998363199,5.434645214687112,0.0,0.04465726880575649,-0.36958154947851596,0.0488594805333885,003030
9,영진약품,2022,Q3,헬스케어,-0.19216797519823928,-0.11299650647329962,0.049211810017084634,0.37763435863284656,0.0,0.007909128243872354,0.041672975327236905,0.0621983953460601,003520
9,현대제철,2022,Q3,철강_소재,-0.07399040146856845,-0.11299650647329962,-0.05613606238351132,-0.5671317537651226,0.0,-0.006188499061342223,-0.07905821637476984,0.09820558012017783,004020
9,삼광글라스,2022,Q3,철강_소재,-0.14135042371594314,-0.11299650647329962,0.04760904335576477,-3.0522499687905573,0.0,-0.007905256424652007,0.025959239163649173,-0.03292159565962588,005090
9,POSCO,2022,Q3,철강_소재,0.11231796104045152,-0.11299650647329962,-0.6381039937857803,-1.8113054909935142,0.0,-0.00041973414079921056,-0.10497130874060412,0.15154149298591688,005490
9,녹십자,2022,Q3,헬스케어,-0.21901211677481514,-0.11299650647329962,0.11246353081856886,2.0550915379220456,0.0,0.01742378806562006,0.10017539312368151,-0.05390522417246933,006280
9,일양약품,2022,Q3,헬스케어,-0.19433139479695985,-0.11299650647329962,0.019112910863441135,1.325415911471739,0.0,-0.006409844160299438,0.418753399394483,-0.032175523882569446,007570
9,서흥,2022,Q3,헬스케어,0.007213375163110887,-0.11299650647329962,0.00660573834944489,0.3909333028495694,0.0,0.02567968847464175,0.051786071554745794,-0.1258111825675394,008490
9,광동제약,2022,Q3,헬스케어,-0.07497466965076101,-0.11299650647329962,0.06006976913299322,0.17418465066365862,0.0,-0.003162544194070138,0.12598083119609305,-0.0623101367041075,009290
9,무림P&P,2022,Q3,철강_소재,-0.040561255162158555,-0.11299650647329962,0.04206001959608274,-6.839464284987683,0.0,-0.013223136000751312,0.40581612371175946,-0.17689267089963867,009580
9,고려아연,2022,Q3,철강_소재,0.08485366462579058,-0.11299650647329962,0.32829668074634655,-0.5854176997857576,0.0,0.11057692153864362,-0.0016374679993841346,-0.07582018643055709,010130
9,대웅제약,2022,Q3,헬스케어,-0.10600496073427504,-0.11299650647329962,0.0594311272581558,0.04503649973032031,0.0,0.01780826014183856,0.026221121503641864,-0.27721589401366126,069620
9,풍산,2022,Q3,철강_소재,0.09121509174023877,-0.11299650647329962,-0.12757014824828827,-0.6249652610569862,0.0,0.017269729915553977,-0.13392042139965765,0.2826578363715629,103140
9,한국철강,2022,Q3,철강_소재,-0.10753713642375409,-0.11299650647329962,-0.07521448748335191,1.3682136367535191,0.0,-0.009489550917431422,-0.10336096233471204,0.18075517685300932,104700
9,한미약품,2022,Q3,헬스케어,-0.13993765977515552,-0.11299650647329962,0.04744359294164968,1.0959372511250836,0.0,-0.01546152703828596,0.053700359181635404,0.05742923487358205,128940
9,동아에스티,2022,Q3,헬스케어,0.038819261367116956,-0.11299650647329962,-0.09020697099632424,3.9238680671969473,0.0,0.023897455709246396,-0.012015814678196457,-0.03320790542035765,170900
9,종근당,2022,Q3,헬스케어,-0.043965937339236594,-0.11299650647329962,-0.04439719632072192,0.448836838213579,0.0,0.029194383622262565,0.04367780720383241,-0.010816597752292663,185750
