trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-03,2021-01-27,-1.0,14600,16200,0.1096,NP
2021-02-01,2021-02-25,0.0,16500,22500,0.3636,
2021-03-04,2021-03-25,-3.0,23250,20950,-0.0989,NN
2021-04-07,2021-04-22,1.0,19800,20000,0.0101,PP
2021-05-03,2021-05-28,0.0,20900,21500,0.0287,
2021-06-04,2021-06-28,3.0,20600,23550,0.1432,PP
2021-07-02,2021-07-27,1.0,24100,26250,0.0892,PP
2021-08-04,2021-08-23,1.0,24900,21100,-0.1526,PN
2021-09-02,2021-09-23,2.0,22650,23800,0.0508,PP
2021-10-05,2021-10-29,2.0,24700,21700,-0.1215,PN
2021-11-01,2021-11-23,0.0,21700,20300,-0.0645,
2021-12-02,2021-12-30,4.0,18900,22450,0.1878,PP
2022-01-03,2022-01-26,1.0,22600,21200,-0.0619,PN
2022-02-03,2022-02-24,4.0,20750,20250,-0.0241,PN
2022-03-07,2022-03-31,0.0,22250,21500,-0.0337,
2022-04-01,2022-04-25,2.0,21550,24600,0.1415,PP
2022-05-01,2022-05-26,3.0,24400,23600,-0.0328,PN
2022-06-02,2022-06-26,2.0,23800,19400,-0.1849,PN
2022-07-06,2022-07-26,2.0,18600,19650,0.0565,PP
2022-08-03,2022-08-26,4.0,20500,27700,0.3512,PP
2022-09-06,2022-09-28,1.0,27200,21100,-0.2243,PN
2022-10-05,2022-10-28,0.0,23000,20300,-0.1174,
2022-11-04,2022-11-22,1.0,21800,22200,0.0183,PP
2022-12-01,2022-12-27,2.0,24400,24550,0.0061,PP
2023-01-05,2023-01-27,1.0,21500,23950,0.114,PP
2023-02-01,2023-02-24,3.0,23750,24200,0.0189,PP
2023-03-09,2023-03-20,0.0,22200,20700,-0.0676,
2023-04-03,2023-04-30,1.0,22750,26800,0.178,PP
2023-05-04,2023-05-29,2.0,28300,28400,0.0035,PP
2023-06-05,2023-06-27,3.0,31950,38950,0.2191,PP
2023-07-07,2023-07-27,1.0,43900,66600,0.5171,PP
2023-08-07,2023-08-28,1.0,83000,87600,0.0554,PP
2023-09-04,2023-09-26,5.0,77700,72700,-0.0644,PN
2023-10-06,2023-10-24,4.0,66900,61900,-0.0747,PN
2023-11-01,2023-11-24,1.0,51000,58900,0.1549,PP
2023-12-06,2023-12-28,1.0,53400,62400,0.1685,PP
2024-01-06,2024-01-22,1.0,58200,48700,-0.1632,PN
2024-02-01,2024-02-23,2.0,52300,57800,0.1052,PP
2024-03-05,2024-03-29,2.0,56400,52900,-0.0621,PN
2024-04-07,2024-04-25,-1.0,48250,44750,-0.0725,NN
2024-05-06,2024-05-22,2.0,46800,46000,-0.0171,PN
2024-06-05,2024-06-22,3.0,46050,64400,0.3985,PP
2024-07-05,2024-07-30,2.0,56100,50600,-0.098,PN
2024-08-04,2024-08-26,1.0,51800,54300,0.0483,PP
2024-09-04,2024-09-26,2.0,56300,56500,0.0036,PP
2024-10-07,2024-10-30,0.0,55200,53000,-0.0399,
2024-11-01,2024-11-27,-1.0,51600,49850,-0.0339,NN
2024-12-04,2024-12-26,2.0,44500,41350,-0.0708,PN
2025-01-06,2025-01-26,0.0,42100,43100,0.0238,
2025-02-07,2025-02-24,1.0,39950,49950,0.2503,PP
2025-03-05,2025-03-26,4.0,54000,53800,-0.0037,PN
