,name,year,quarter,sector,Relative Return,유동부채 변화율,보유 주식 수 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,국제유가 변화율,소비자물가지수 변화율,Label,Code
20,유한양행,2019,Q4,헬스케어,0.256782615726154,0.10214117528084454,-0.08961742204592504,0.00034013247637565414,-0.15116881991300057,0.023897949297593923,5.380260221408914,0.05294228616675725,000100
20,일동제약,2019,Q4,헬스케어,-0.15917565580621104,-0.006836734921527143,-0.05233450510816984,-0.42940857929066034,-88.80281393583378,0.023897949297593923,5.380260221408914,0.1708108043303641,000230
20,동아쏘시오홀딩스,2019,Q4,헬스케어,0.06765016639434585,-0.0066587161806750395,-0.03375917051677757,-0.024302305618690734,-1.736657362893659,0.023897949297593923,5.380260221408914,-0.01520887294945869,000640
20,부광약품,2019,Q4,헬스케어,0.4942607469637431,0.25138093087870517,0.31406880390107705,0.02073222304861866,-6.173370170624621,0.023897949297593923,5.380260221408914,0.33822603827409736,003000
20,영진약품,2019,Q4,헬스케어,-0.038869018300790426,0.38206266635484654,-0.03498628237411916,-0.2219807761830318,-1.244596289939372,0.023897949297593923,5.380260221408914,0.07283381172024125,003520
20,녹십자,2019,Q4,헬스케어,0.158163355799929,0.03038135318296331,0.11289412769651608,-0.034520063879225904,-1.7658717555028831,0.023897949297593923,5.380260221408914,0.12251460977212217,006280
20,일양약품,2019,Q4,헬스케어,0.533506131293737,-0.06043279659484979,-0.048529051536377876,0.23377008271149724,0.48896089768646367,0.023897949297593923,5.380260221408914,0.012445188284518849,007570
20,서흥,2019,Q4,헬스케어,0.18604052287442419,-0.010920778625367555,0.025946928942634173,0.03741500424114652,0.6964037037237332,0.023897949297593923,5.380260221408914,0.31011104855083893,008490
20,광동제약,2019,Q4,헬스케어,-0.14322553308895988,0.1573468124131645,0.12905109884146726,0.011107144060980678,-0.30475561990262634,0.023897949297593923,5.380260221408914,0.22469194663422415,009290
20,대웅제약,2019,Q4,헬스케어,-0.22784965535248733,-0.038224742993692384,-0.01710570365518027,0.006685331432777941,-6.849240107071699,0.023897949297593923,5.380260221408914,0.19327775825907356,069620
20,한미약품,2019,Q4,헬스케어,-0.024137604777819954,-0.056249327457422504,0.014180661556237428,-0.017793188954355443,171.15736596244645,0.023897949297593923,5.380260221408914,-0.08863229393828863,128940
20,동아에스티,2019,Q4,헬스케어,-0.06196697671199214,-0.05944289822814741,-0.054722864384557646,0.08324770291364403,-0.1844990762116434,0.023897949297593923,5.380260221408914,0.03913915501463555,170900
20,종근당,2019,Q4,헬스케어,0.01864554738401633,0.12213109345005746,-0.028508629593386847,0.102299123313214,0.003982882009188282,0.023897949297593923,5.380260221408914,0.2622179475173498,185750
