year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,34730,SK,정보기술,2021-01-07,긍정,"SK가 미국 수소 지게차 업체 플러그 파워에 1조 6000억원을 투자하여 지분 9.9%를 확보하고, 아시아 수소 시장 선점을 목표로 하고 있다는 내용이 긍정적인 논조로 판단됨.",1.0
2021,Q1,1,2,34730,SK,정보기술,2021-01-14,매우 긍정,"SK가 미국 수소 에너지 기업 플러그 파워에 대한 투자로 지분 가치가 2배 이상 상승하며 2조 원 이상의 가치를 창출했다는 긍정적인 소식이 전해졌습니다. 또한, SK는 플러그 파워와의 협력을 통해 아시아 시장 공략을 위한 합작 법인을 설립할 계획을 발표하며, 글로벌 친환경 트렌드에 맞춘 수소 사업 확장을 적극적으로 추진하고 있습니다.",2.0
2021,Q1,1,3,34730,SK,정보기술,,,,
2021,Q1,1,4,34730,SK,정보기술,2021-01-27,중립,"뉴스는 SK가 프로야구에서 철수하는 이유와 관련된 내용으로, 이는 기업의 사회적 책임과 경영 방침에 따른 결정으로 보입니다. 그러나 이 결정이 SK의 재정 상태나 주가에 직접적인 영향을 미친다는 정보는 없습니다.",0.0
2021,Q1,2,1,34730,SK,정보기술,2021-02-04,중립,"뉴스는 SK 하이닉스와 SK 텔레콤의 성과급 논란과 관련된 내용으로, SK(034730)와 직접적인 관련이 없어 주가에 미치는 영향이 없다고 판단됨.",0.0
2021,Q1,2,2,34730,SK,정보기술,2021-02-11,매우 부정,"SK 이노베이션이 LG 에너지솔루션과의 영업비밀 침해 소송에서 패소하여 미국 내 배터리 제품 수입이 10년간 금지되었으며, 이는 SK의 사업에 큰 타격을 줄 수 있는 부정적인 소식으로 판단됨.",-2.0
2021,Q1,2,3,34730,SK,정보기술,,,,
2021,Q1,2,4,34730,SK,정보기술,2021-02-28,긍정,"SK 하이닉스가 첨단 반도체 제조에 필요한 EUV 장비를 대량 구입하여 차세대 공정 양산을 위한 투자를 결정했으며, 이는 미국의 중국 제재로 인한 반사이익으로 분석됨. 이러한 투자는 SK 하이닉스의 기술 리더십 강화와 실적 개선에 긍정적인 영향을 미칠 것으로 보임.",1.0
2021,Q1,3,1,34730,SK,정보기술,2021-03-07,중립,"뉴스는 SK 하이닉스의 반도체 시장 상황과 인텔 랜드 사업부 인수에 대한 내용으로, SK(034730)와 직접적인 관련이 없습니다.",0.0
2021,Q1,3,2,34730,SK,정보기술,2021-03-10,중립,"뉴스는 SK 바이오사이언스의 공모주 청약과 관련된 내용으로, SK(034730)와 직접적인 관련이 없어 주가에 미치는 영향이 없다고 판단됨.",0.0
