접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230323000522,2023-03-23,00109693,DL,임은주,비등기임원,담당임원,-,500,500,0.00,0.00,2023,Q1
20230406000549,2023-04-06,00109693,DL,국민연금공단,-,-,10%이상주주,"2,702,937","62,555",11.94,0.28,2023,Q2
20230706000091,2023-07-06,00109693,DL,국민연금공단,-,-,10%이상주주,"2,513,763","-189,174",11.10,-0.84,2023,Q3
20230808000338,2023-08-08,00109693,DL,대림,-,-,10%이상주주,"8,959,005","87,190",39.57,0.39,2023,Q3
20230816000286,2023-08-16,00109693,DL,대림,-,-,10%이상주주,"9,063,505","104,500",40.03,0.46,2023,Q3
20230822000286,2023-08-22,00109693,DL,대림,-,-,10%이상주주,"9,190,805","127,300",40.59,0.56,2023,Q3
20230829000618,2023-08-29,00109693,DL,대림,-,-,10%이상주주,"9,337,705","146,900",41.24,0.65,2023,Q3
20230905000244,2023-09-05,00109693,DL,대림,-,-,10%이상주주,"9,422,365","84,660",41.61,0.37,2023,Q3
20230912000223,2023-09-12,00109693,DL,대림,-,-,10%이상주주,"9,478,234","55,869",41.86,0.25,2023,Q3
20230919000194,2023-09-19,00109693,DL,대림,-,-,10%이상주주,"9,556,734","78,500",42.21,0.35,2023,Q3
20230926000404,2023-09-26,00109693,DL,대림,-,-,10%이상주주,"9,637,024","80,290",42.56,0.35,2023,Q3
20231005000365,2023-10-05,00109693,DL,대림,-,-,10%이상주주,"9,719,524","82,500",42.93,0.37,2023,Q4
20231010000048,2023-10-10,00109693,DL,국민연금공단,-,-,10%이상주주,"2,203,306","-310,457",9.73,-1.37,2023,Q4
20231011000329,2023-10-11,00109693,DL,대림,-,-,10%이상주주,"9,789,324","69,800",43.24,0.31,2023,Q4
20231017000201,2023-10-17,00109693,DL,대림,-,-,10%이상주주,"9,854,324","65,000",43.53,0.29,2023,Q4
20231024000232,2023-10-24,00109693,DL,대림,-,-,10%이상주주,"9,923,115","68,791",43.83,0.30,2023,Q4
20231101000258,2023-11-01,00109693,DL,대림,-,-,10%이상주주,"9,938,104","14,989",43.89,0.06,2023,Q4
20231201000445,2023-12-01,00109693,DL,대림,-,-,10%이상주주,"9,943,104","5,000",43.91,0.02,2023,Q4
20231222000533,2023-12-22,00109693,DL,대림,-,-,10%이상주주,"10,011,394","68,290",44.22,0.31,2023,Q4
20240103000357,2024-01-03,00109693,DL,대림,-,-,10%이상주주,"10,083,900","72,506",44.54,0.32,2024,Q1
20240104000119,2024-01-04,00109693,DL,국민연금공단,-,-,10%이상주주,"2,524,056","320,750",11.15,1.42,2024,Q1
20240403002761,2024-04-03,00109693,DL,국민연금공단,-,-,10%이상주주,"2,380,569","-143,487",10.51,-0.64,2024,Q2
20240703000110,2024-07-03,00109693,DL,국민연금공단,-,-,10%이상주주,"2,424,325","43,756",10.71,0.20,2024,Q3
20241008000190,2024-10-08,00109693,DL,국민연금공단,-,-,10%이상주주,"2,297,386","-126,939",10.15,-0.56,2024,Q4
20241119000213,2024-11-19,00109693,DL,대림,-,-,10%이상주주,"10,099,900","16,000",44.61,0.07,2024,Q4
20241126000601,2024-11-26,00109693,DL,대림,-,-,10%이상주주,"10,122,400","22,500",44.71,0.10,2024,Q4
20241203000320,2024-12-03,00109693,DL,대림,-,-,10%이상주주,"10,127,400","5,000",44.73,0.02,2024,Q4
20250107000164,2025-01-07,00109693,DL,국민연금공단,-,-,10%이상주주,"2,189,541","-107,845",9.67,-0.48,2025,Q1
