,name,year,quarter,sector,Relative Return,국제유가 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,자본총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
7,하이트진로,2023,Q1,생활소비재,-0.024821968334735087,-0.08337411073888668,-1.8671516366329755,0.004991940490844948,-0.03747612689528845,1.4916901443666823,-0.21186173151290022,-0.15510437639735503,000080
7,SK하이닉스,2023,Q1,정보기술,-0.0008162829245996137,-0.08337411073888668,-0.611503620130966,0.02111640788017044,-0.024557408560389682,0.20816527764215387,0.32624970959348776,0.2757811796600229,000660
7,CJ,2023,Q1,생활소비재,-0.13613870129101321,-0.08337411073888668,7.512720602874477,-0.0006821353075396885,-0.0013699184548650045,6.539313764554192,-0.33243002944431554,-0.17919900942632128,001040
7,대상,2023,Q1,생활소비재,-0.042117077353037366,-0.08337411073888668,-0.2154473154318124,0.0465109212280701,0.0018634580990237737,2.3431612021787993,0.12708311773583136,-0.11603061908663619,001680
7,오리온,2023,Q1,생활소비재,0.011134679133489672,-0.08337411073888668,6.887196777087754,0.0010006887586466728,-0.014783462706485895,5.822828313814628,0.0010007809600640627,-0.10112309208470176,001800
7,아모레G,2023,Q1,생활소비재,-0.21228938790982174,-0.08337411073888668,-0.7858992187434195,-0.013512016011962724,-0.005816781289047168,-0.777891329448626,-0.12938145685483704,-0.0006872790240209092,002790
7,LG,2023,Q1,정보기술,-0.021585208806486254,-0.08337411073888668,3.738615101768544,-0.0030955713945300944,0.003081208006277203,7.992241393044337,-0.009471614246983395,-0.11107972284197581,003550
7,남양유업,2023,Q1,생활소비재,-0.14136842400622174,-0.08337411073888668,-0.7214041674685826,-0.023368538716622034,-0.020603316445803932,-0.4294194658820446,-0.04660049068842098,-0.14653587963211323,003920
7,농심,2023,Q1,생활소비재,0.04817080089397604,-0.08337411073888668,0.5599879465125919,0.0036274316584421484,0.005246855166587849,0.48010423387647294,0.03725236168168733,0.02837237111550478,004370
7,한솔테크닉스,2023,Q1,정보기술,0.17818140706246596,-0.08337411073888668,1.1148401795494212,-0.007377268671741155,0.025471381415631766,0.9438557120775182,-0.12972718561165475,-0.057082373844836325,004710
7,빙그레,2023,Q1,생활소비재,0.05721983925373751,-0.08337411073888668,-4.583777190448424,-0.02435319507518563,-0.0060820203637702575,-5.829125309239528,0.10198853604259184,0.0038271566715171526,005180
