code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
50,경방,경기소비재,2017,Q4,2018-03-30,"71,472,590,490","1,127,591,072,954","1,199,063,663,444","249,334,914,051","238,763,826,245","488,098,740,296","697,532,447,200","710,964,923,148",73993675825.0,11729071551.0,7185297314.0,4907819743.0,4907819743.0,"13,707,635,000",,,,,,,,,,,,
80,하이트진로,생활소비재,2017,Q4,2018-03-30,"976,313,955,463","2,427,101,600,937","3,403,415,556,400","1,647,958,952,654","483,206,470,757","2,131,165,423,411","280,673,624,446","1,272,250,132,989",401762676748.0,25539466049.0,2238878475.0,-3640459079.0,-3640459079.0,"368,842,230,000",,,,,,,,,,,,
100,유한양행,헬스케어,2017,Q4,2018-04-02,"933,874,526,521","876,580,887,647","1,810,455,414,168","245,508,009,981","76,956,144,248","322,464,154,229","1,371,289,765,288","1,487,991,259,939",373392327055.0,13887295256.0,39348097002.0,32493994970.0,32493994970.0,"59,510,420,000",,,,,,,,,,,,
120,CJ대한통운,산업재,2017,Q4,2018-04-02,"948,626,573,365","3,777,442,782,642","4,726,069,356,007","1,093,442,041,479","1,311,508,395,802","2,404,950,437,281",,"2,321,118,918,726",1344692056131.0,27698243645.0,-7145981167.0,-7147739345.0,-7147739345.0,,,,,,,,,,,,,
150,두산,산업재,2017,Q4,2018-03-30,"980,974,192,542","2,969,055,186,294","3,950,029,378,836","1,319,119,682,612","431,150,948,434","1,750,270,631,046","1,731,752,950,996","2,199,758,747,790",740381884313.0,67526745305.0,49879017422.0,38276597664.0,38276597664.0,"134,845,735,000",214132817862.0,,,,,,,,,,,
210,대림산업,건설,2017,Q4,2018-03-27,"5,613,462,902,949","5,024,250,431,431","10,637,713,334,380","4,347,875,618,738","1,642,151,331,932","5,990,026,950,670","3,953,341,765,335","4,647,686,383,710",2940783462605.0,-14177818043.0,-239522540574.0,-145028038755.0,-145028038755.0,"218,500,000,000",,,,,,,,,,,,
230,일동제약,헬스케어,2017,Q4,2018-04-02,"30,742,370,286","175,639,355,585","206,381,725,871","19,436,597,698","15,058,076,585","34,494,674,283","44,988,205,627","171,887,051,588",3544915502.0,745270674.0,-1273328712.0,-1025053878.0,-1025053878.0,"10,490,296,000",,,,,,,,,,,,
240,한국타이어월드와이드,경기소비재,2017,Q4,2018-04-02,"201,226,919,436","2,087,475,992,635","2,288,702,912,071","22,990,479,147","59,457,045,683","82,447,524,830","867,838,105,896","2,206,255,387,241",17996908104.0,3657433657.0,9920989002.0,7962704869.0,7962704869.0,"46,510,086,500",,,,,,,,,,,,
270,기아차,경기소비재,2017,Q4,2018-04-02,"15,248,186,000,000","23,356,827,000,000","38,605,013,000,000","9,123,635,000,000","7,344,054,000,000","16,467,689,000,000","18,396,715,000,000","22,137,324,000,000",7587423000000.0,276659000000.0,253276000000.0,159426000000.0,159426000000.0,,,,,,,,,,,,,
480,조선내화,철강_소재,2017,Q4,2018-03-30,"215,996,672,472","463,513,941,846","679,510,614,318","180,789,085,966","9,956,097,931","190,745,183,897","357,355,955,036","488,765,430,421",86822225769.0,-29019041831.0,-15756322477.0,-11968750663.0,-11968750663.0,"20,000,000,000",,,,,,,,,,,,
640,동아쏘시오홀딩스,헬스케어,2017,Q4,2018-04-02,"123,027,438,796","776,235,486,737","899,262,925,533","156,437,416,808","106,360,514,862","262,797,931,670","421,105,496,106","636,464,993,863",13493524789.0,-312005818.0,-445983833.0,-1117757711.0,-1117757711.0,"30,691,140,000",,,,,,,,,,,,
