,name,year,quarter,sector,Relative Return,발행할 주식 총수 변화율,이익잉여금 변화율,영업이익 변화율,환율 변화율,국제유가 변화율,금리 변화율,자본총계 변화율,매출액 변화율,부채총계 변화율,Label,Code
20,Yuhan_Corporation,2019,Q3,제약,0.026310996372444082,-0.0,-0.005040004210535409,-21.87238151240216,-0.023671710515372757,0.10146539633409102,0.21649484536082508,0.0017586044130986078,-0.06843767466534079,-0.11937496361626265,-0.09611474277102672,000100
20,Ildong_Pharmaceutical,2019,Q3,제약,0.027530966707195258,-0.0,-0.00471655222465972,-0.45558059726875655,-0.023671710515372757,0.10146539633409102,0.21649484536082508,0.004700909073245829,-0.07842703109593785,-0.8435135134225606,-0.12400156074301194,000230
20,Bukwang_Pharmaceutical,2019,Q3,제약,-0.07805276056560125,-0.0,0.007423508052338268,1.3901963776580588,-0.023671710515372757,0.10146539633409102,0.21649484536082508,0.014762670890367424,0.03659201787251187,0.2687967349486844,-0.18689644801772223,003000
20,Youngjin_Pharmaceutical,2019,Q3,제약,-0.23202555689133875,-0.0,-0.1933074469608944,0.1876910340488266,-0.023671710515372757,0.10146539633409102,0.21649484536082508,-0.024475797500182583,0.06673060173050749,0.17593744284860768,-0.051664265106721105,003520
20,GC_Biopharma,2019,Q3,제약,-0.1559009894172903,-0.0,-0.04092867020788682,-1.1141748849629853,-0.023671710515372757,0.10146539633409102,0.21649484536082508,-0.0262004012062671,-0.044307492236894896,-0.04568454823340873,-0.05186632612914989,006280
20,Ilyang_Pharmaceutical,2019,Q3,제약,-0.09987829239113308,-0.0,-0.365986092847872,-0.02177473262843521,-0.023671710515372757,0.10146539633409102,0.21649484536082508,-0.005729009015847497,-0.2952523567654959,0.014702577105397019,-0.19282188964110436,007570
20,Kwang_Dong_Pharmaceutical,2019,Q3,제약,0.08251928121681518,-0.0,-0.009851843275640926,0.38252467095837595,-0.023671710515372757,0.10146539633409102,0.21649484536082508,-0.007183940320418358,0.0624128645478943,0.009614638021082755,-0.07113887385791881,009290
20,Daewoong_Pharmaceutical,2019,Q3,제약,-0.19244189500835499,-0.0,-0.0006886904888470102,0.8361438257375029,-0.023671710515372757,0.10146539633409102,0.21649484536082508,-0.001420073058045146,0.07966116713014104,-0.008682043770257053,0.008358028513369377,069620
20,Hanmi_Pharmaceutical,2019,Q3,제약,-0.10489977646129968,-0.0,-0.0017752037106124607,0.20532395458895036,-0.023671710515372757,0.10146539633409102,0.21649484536082508,-0.0005406122740128083,0.039718802323454594,-0.017208076194415556,-0.30275770692915244,128940
20,Dong-A_ST,2019,Q3,제약,0.06722464540604192,-0.0,-0.14749922605371912,-1.1802292545280513,-0.023671710515372757,0.10146539633409102,0.21649484536082508,-0.03289314138356492,-0.06655729913450226,-0.009358548194143168,-0.16187873445382428,170900
20,Jongkundang,2019,Q3,제약,-0.10156766076945091,-0.0,-0.09266382346463309,-0.06618355231602036,-0.023671710515372757,0.10146539633409102,0.21649484536082508,-0.032060784003722365,-0.052866764626821494,-0.017308397848324386,-0.08638141693293301,185750
