,name,year,quarter,sector,Relative Return,발행할 주식 총수 변화율,이익잉여금 변화율,영업이익 변화율,환율 변화율,국제유가 변화율,금리 변화율,자본총계 변화율,매출액 변화율,부채총계 변화율,Label,Code
2,Yuhan_Corporation,2024,Q1,제약,-0.23831869525258847,-0.0,-0.0020405948426291953,0.04818819116899653,-0.006272868624748851,0.008599753155233536,0.12136131985833976,-0.0008176487784090636,-0.015201529233167532,-0.025822204807608218,0.06376366180384421,000100
2,Ildong_Pharmaceutical,2024,Q1,제약,-0.2438243988109839,-0.0,0.043207941848579234,10.53516084333588,-0.006272868624748851,0.008599753155233536,0.12136131985833976,0.015310496664771578,-0.10935507023696833,0.00019523192043413573,-0.1710619195915046,000230
2,Bukwang_Pharmaceutical,2024,Q1,제약,-0.12738138574961336,-0.0,0.18427315193051652,1.2960157343626681,-0.006272868624748851,0.008599753155233536,0.12136131985833976,-0.006519884211974247,-0.36745885011527024,0.02902308133192677,0.03717337452614245,003000
2,Youngjin_Pharmaceutical,2024,Q1,제약,-0.1857549767319,-0.0,0.23082436211594637,-0.764895002850309,-0.006272868624748851,0.008599753155233536,0.12136131985833976,-0.045892268331444885,-0.009855319202900503,-0.022648705572148042,-0.036910976195278195,003520
2,GC_Biopharma,2024,Q1,제약,0.05452492969707477,-0.0,0.03082545277408577,0.1344080493053723,-0.006272868624748851,0.008599753155233536,0.12136131985833976,0.022144344638066582,0.12244000793770837,-0.07888428508164247,-0.08375729439214258,006280
2,Ilyang_Pharmaceutical,2024,Q1,제약,0.008988162777687617,-0.0,0.03187125218304143,0.7595770607239202,-0.006272868624748851,0.008599753155233536,0.12136131985833976,0.0038079658845185937,0.23297530755281148,-0.06497525549825367,-0.1354069675148273,007570
2,Kwang_Dong_Pharmaceutical,2024,Q1,제약,0.13907147558815847,-0.0,-0.015857346584554843,-4.281736892097455,-0.006272868624748851,0.008599753155233536,0.12136131985833976,-0.01785866262562741,-0.11502519130747468,-0.055580383571698366,-0.08301930973797599,009290
2,Daewoong_Pharmaceutical,2024,Q1,제약,-0.0630730381313078,-0.0,-0.0060585491469085095,0.025537796058010542,-0.006272868624748851,0.008599753155233536,0.12136131985833976,-0.034908281966229415,0.07184383689450835,-0.0370743860730578,-0.013422911892616678,069620
2,Hanmi_Pharmaceutical,2024,Q1,제약,0.11445182893660157,-0.0,-0.08509146838859327,0.2624184474726422,-0.006272868624748851,0.008599753155233536,0.12136131985833976,-0.03142491432192229,0.14290371146659508,0.005727589172905501,-0.1090534330285626,128940
2,Dong-A_ST,2024,Q1,제약,0.06432406256392638,-0.0,0.023294388063333504,0.8249571166564478,-0.006272868624748851,0.008599753155233536,0.12136131985833976,0.0002984740122686791,0.15474314485218577,-0.09907218451269184,0.021296980553213184,170900
2,Jongkundang,2024,Q1,제약,0.354199178722186,-0.0,-0.02298158523306415,0.7658506136829382,-0.006272868624748851,0.008599753155233536,0.12136131985833976,-0.01162081977497631,0.29515012403344465,-0.008291030698431179,-0.20919825560122918,185750
