,name,year,quarter,sector,Relative Return,발행할 주식 총수 변화율,이익잉여금 변화율,영업이익 변화율,환율 변화율,국제유가 변화율,금리 변화율,자본총계 변화율,매출액 변화율,부채총계 변화율,Label,Code
12,Yuhan_Corporation,2021,Q3,제약,-0.05553667786588209,-0.0,-0.014576634084355833,0.7189791384028176,-0.034507991437758845,-0.06736077481840197,0.05306772908366497,-0.0034093040568186073,-0.029782515361678197,0.057080660161064944,0.059043087518126654,000100
12,Ildong_Pharmaceutical,2021,Q3,제약,-0.02800909421118472,-0.0,-0.0023226504842730478,0.4388371827743065,-0.034507991437758845,-0.06736077481840197,0.05306772908366497,-0.0037284953734140203,-0.08463847247386624,-0.15923603901291083,-0.0025375586101505643,000230
12,Bukwang_Pharmaceutical,2021,Q3,제약,-0.19434849065599663,-0.0,-0.009852258197077024,-3.227044873013522,-0.034507991437758845,-0.06736077481840197,0.05306772908366497,-0.009607731881222437,-0.0945660328465221,0.1910907374680776,-0.17518592830285523,003000
12,Youngjin_Pharmaceutical,2021,Q3,제약,-0.0995538096583392,-0.0,0.5998799345800407,0.1548901123103681,-0.034507991437758845,-0.06736077481840197,0.05306772908366497,0.03516016752931728,-0.008510571905064435,0.01627264712677423,-0.05427312463143087,003520
12,GC_Biopharma,2021,Q3,제약,-0.14619244156189962,-0.0,-0.07785239096571206,-10.247621665470843,-0.034507991437758845,-0.06736077481840197,0.05306772908366497,-0.05147938252913664,-0.28413690786193735,0.013538963665038706,0.09349659973403818,006280
12,Ilyang_Pharmaceutical,2021,Q3,제약,0.0943480143825941,-0.0,-0.9704007102748058,-16.581147835639435,-0.034507991437758845,-0.06736077481840197,0.05306772908366497,-0.025011908567708296,-0.37324840147737715,-0.09895709002249076,-0.08252323709206964,007570
12,Kwang_Dong_Pharmaceutical,2021,Q3,제약,-0.0023411308959287516,-0.0,-0.029800069206446844,-0.6932410233468644,-0.034507991437758845,-0.06736077481840197,0.05306772908366497,-0.02295922755641655,-0.11885774996751608,-0.05402988880276083,-0.031943594152120655,009290
12,Daewoong_Pharmaceutical,2021,Q3,제약,0.23118275143861505,-0.0,-0.03173332097241466,0.10336242720371047,-0.034507991437758845,-0.06736077481840197,0.05306772908366497,-0.0031916490582524215,0.029169565120247154,-0.014367442628183014,-0.07548546976308436,069620
12,Hanmi_Pharmaceutical,2021,Q3,제약,0.004475329694057374,-0.0,-0.061052678227450974,-0.8030842861569698,-0.034507991437758845,-0.06736077481840197,0.05306772908366497,-0.011186005702676916,-0.01610183242769936,0.01688174140228038,-0.09442359118253317,128940
12,Dong-A_ST,2021,Q3,제약,-0.027345155192080615,-0.0,-0.06855488177122737,-0.4805221049816606,-0.034507991437758845,-0.06736077481840197,0.05306772908366497,-0.027661619113562796,-0.03014976729517782,-0.34907332920591316,-0.04373225950378491,170900
12,Jongkundang,2021,Q3,제약,-0.05963819419993184,-0.0,-0.006731218055938459,-0.09974134290633918,-0.034507991437758845,-0.06736077481840197,0.05306772908366497,0.00010025919978373654,-0.04426677977956173,-0.36745060429963594,-0.04091298867123734,185750
