,name,year,quarter,sector,Relative Return,발행할 주식 총수 변화율,이익잉여금 변화율,영업이익 변화율,환율 변화율,국제유가 변화율,금리 변화율,자본총계 변화율,매출액 변화율,부채총계 변화율,Label,Code
27,Yuhan_Corporation,2017,Q4,제약,-0.1708705980294475,-0.0,-0.013979990716814994,0.2812433793355287,0.023583906836809665,-0.18077144502014986,-0.094065934065934,-0.03428962798833757,0.008581169951999645,-0.007684017577061386,0.10151199608253887,000100
27,Ildong_Pharmaceutical,2017,Q4,제약,-0.19459813782153057,-0.0,0.017448165318753928,-0.0019696597348961564,0.023583906836809665,-0.18077144502014986,-0.094065934065934,0.0064373906126368174,0.03408443177844611,0.010321361161205633,0.052540524263906235,000230
27,Bukwang_Pharmaceutical,2017,Q4,제약,0.030074891001749503,-0.0,-0.01740527735435471,-0.16398304213746817,0.023583906836809665,-0.18077144502014986,-0.094065934065934,-0.0055195204253604135,-0.04867830288167441,-0.045119554720112864,0.14614477594045328,003000
27,Youngjin_Pharmaceutical,2017,Q4,제약,-0.16206399999999993,0.14046126308011986,-0.00410614337164783,2.9994043649142244,0.023583906836809665,-0.18077144502014986,-0.094065934065934,-0.00060291030813997,-0.0020472995353073564,0.02543948935837248,-0.1139044590132392,003520
27,GC_Biopharma,2017,Q4,제약,0.13365028571428578,-0.0,-7.991012658825625e-05,0.954594260432817,0.023583906836809665,-0.18077144502014986,-0.094065934065934,-0.0003177074809239677,0.0909303409376272,0.008349163977866891,0.1136401468644205,006280
27,Ilyang_Pharmaceutical,2017,Q4,제약,-0.1983385098039215,-0.0,3.058591719875147,-1.4478949831913375,0.023583906836809665,-0.18077144502014986,-0.094065934065934,0.048498869741744444,0.19331668737622631,0.0073382889074464774,0.15215796501349416,007570
27,Kwang_Dong_Pharmaceutical,2017,Q4,제약,-0.08634971428571422,-0.0,-0.009804765678488536,0.30252095018827374,0.023583906836809665,-0.18077144502014986,-0.094065934065934,-0.008238765714477791,0.13220796645827604,0.014693209996594292,0.07352473877475729,009290
27,Daewoong_Pharmaceutical,2017,Q4,제약,0.21620946465816923,-0.0,-0.016421705422918986,0.5625953851852821,0.023583906836809665,-0.18077144502014986,-0.094065934065934,-0.012133694629219649,0.05268246213031025,0.022026507450312316,0.5124101855598323,069620
27,Hanmi_Pharmaceutical,2017,Q4,제약,0.19512023610711557,-0.0,-0.018479837962752876,1.1069049519342644,0.023583906836809665,-0.18077144502014986,-0.094065934065934,-0.0010575884149450765,-0.021850740131430957,-0.03193058053313158,0.2864256036824904,128940
27,Dong-A_ST,2017,Q4,제약,-0.1237699042295425,-0.0,0.07277893487337461,1.0329639723215944,0.023583906836809665,-0.18077144502014986,-0.094065934065934,0.012516747944647189,-0.009888063627972787,0.04256495401446736,0.20540007344314826,170900
27,Jongkundang,2017,Q4,제약,-0.12990227232000373,-0.0,-0.1679345319895158,0.10242760477571466,0.023583906836809665,-0.18077144502014986,-0.094065934065934,-0.038040646877719686,-0.1104165698951105,0.05660783491482513,0.2658620588525075,185750
