,name,year,quarter,sector,Relative Return,이익잉여금 변화율,국제유가 변화율,자본총계 변화율,유동자산 변화율,유동부채 변화율,금리 변화율,Label,Code
23,현대중공업,2019,Q1,중공업,-0.05632310860481532,0.000951460000905735,-0.06709658363690052,0.0005702560313733951,-0.0009066693007823146,-0.06771164746162273,-0.09282764948769218,-0.08038091853753876,009540
23,삼성중공업,2019,Q1,중공업,-0.025787363996223035,-0.04483476290603927,-0.06709658363690052,-0.019522377791068024,0.02926807455099234,0.022005930730016443,-0.09282764948769218,-0.07945480995857554,010140
23,현대미포조선,2019,Q1,중공업,-0.12370889540684578,-0.007801596301026392,-0.06709658363690052,-0.006096987241494989,-0.031207396414028254,-0.032342958340160766,-0.09282764948769218,-0.1770952594729852,010620
23,한화테크윈,2019,Q1,중공업,-0.07354064154583259,0.014589144295488854,-0.06709658363690052,0.005651143818883098,0.026579673010167948,-0.02117098704303011,-0.09282764948769218,0.2396145658147603,012450
23,SK텔레콤,2019,Q1,커뮤니케이션서비스,0.06716970112969795,-0.0021061115126019825,-0.06709658363690052,-0.0013864703493183805,0.10494557182599906,0.2334054878953622,-0.09282764948769218,-0.03069438790843103,017670
23,현대엘리베이,2019,Q1,중공업,-0.11206410594897,0.07874192571418637,-0.06709658363690052,0.021721312522893,-0.06928617340309151,-0.07198778160176533,-0.09282764948769218,0.029369423095243458,017800
23,제일기획,2019,Q1,커뮤니케이션서비스,0.08636396622511665,-0.0789937885732368,-0.06709658363690052,-0.09360183709435288,-0.0874624260629091,0.00045826249044567113,-0.09282764948769218,0.060018604420123745,030000
23,KT,2019,Q1,커뮤니케이션서비스,0.057241368280829444,0.00015688951681935848,-0.06709658363690052,0.0020687981995839433,0.06495711872081511,0.06351615309274083,-0.09282764948769218,0.01700919135257114,030200
23,LG유플러스,2019,Q1,커뮤니케이션서비스,0.0321486698829376,-0.010906729848009666,-0.06709658363690052,-0.0055353087294153225,0.10540440908585391,0.11605154171732646,-0.09282764948769218,-0.1431973353475658,032640
23,두산중공업,2019,Q1,중공업,-0.02336183228518403,0.05819048572373853,-0.06709658363690052,0.013090075416815061,0.08870314313378191,0.06398959152200945,-0.09282764948769218,-0.07437567850815022,034020
23,SBS,2019,Q1,커뮤니케이션서비스,-0.07872488300278745,-0.04695951527013964,-0.06709658363690052,-0.035809074618368575,-0.256557344667416,0.5533749327003712,-0.09282764948769218,-0.250270557806193,034120
23,NAVER,2019,Q1,커뮤니케이션서비스,0.019214525803786825,0.037349838726456586,-0.06709658363690052,0.03163542255715046,0.1093879870216925,0.2155668127878294,-0.09282764948769218,0.2309201260968392,035420
23,엔씨소프트,2019,Q1,커뮤니케이션서비스,0.0464659038656936,-0.01033278885221467,-0.06709658363690052,-0.09868585561990206,0.13357781938389923,-0.05974188164824845,-0.09282764948769218,0.10312566496904475,036570
23,대우조선해양,2019,Q1,중공업,0.017114649953694938,0.3695925996510665,-0.06709658363690052,0.053637383496142776,0.0008953916115463922,-0.14698324007197128,-0.09282764948769218,-0.03447336990339961,042660
23,두산인프라코어,2019,Q1,중공업,-0.01518768773076164,0.42918913824714666,-0.06709658363690052,0.03537604911211334,0.31245225987216396,0.24363730269452089,-0.09282764948769218,-0.06259056893712132,042670
23,현대로템,2019,Q1,중공업,-0.17395876751954403,0.05396863423077791,-0.06709658363690052,0.011176668933998046,0.04630950054393823,0.22968110150863175,-0.09282764948769218,-0.09967339077118745,064350
23,두산엔진,2019,Q1,중공업,-0.20145686432463228,-0.6685666540667521,-0.06709658363690052,-0.05155031465123083,0.16552316758793317,0.13293091571462257,-0.09282764948769218,-0.1464807835847722,082740
23,한진중공업,2019,Q1,중공업,0.0,0.03996608192446227,-0.06709658363690052,-1.6400295791241573,-0.10771735915933423,-0.21747321386639473,-0.09282764948769218,0.0,097230
