,name,year,quarter,sector,Relative Return,이익잉여금 변화율,국제유가 변화율,자본총계 변화율,유동자산 변화율,유동부채 변화율,금리 변화율,Label,Code
19,현대중공업,2020,Q1,중공업,-0.09312276899184964,0.0068900034709196145,-0.20454187036744997,0.006648835905908035,-0.059572393874660956,-0.47367289656165046,-0.060040160642572116,-0.10709398719600921,009540
19,삼성중공업,2020,Q1,중공업,0.029150752017224196,-0.15588606802104288,-0.20454187036744997,0.005502187085132837,0.16440338803646437,0.04228923428249076,-0.060040160642572116,0.0987135016172298,010140
19,현대미포조선,2020,Q1,중공업,0.015781696221026792,0.014407930350071707,-0.20454187036744997,0.011284869284811316,0.046522247994166044,0.049715760524052355,-0.060040160642572116,-0.14364720519614668,010620
19,한화테크윈,2020,Q1,중공업,0.11959121594945432,-0.002094258757811218,-0.20454187036744997,-0.0016884610373320008,0.18896183705464464,0.33913007398031314,-0.060040160642572116,-0.10701780883894815,012450
19,SK텔레콤,2020,Q1,커뮤니케이션서비스,0.07940777204222457,-0.01618582934118651,-0.20454187036744997,-0.01611875830913856,0.004444698977104533,-0.06403606698832898,-0.060040160642572116,-0.09149328654056599,017670
19,현대엘리베이,2020,Q1,중공업,0.12534774252455733,0.02021210423517772,-0.20454187036744997,-0.034014208477832875,0.07884742309756221,-0.010174223203709087,-0.060040160642572116,-0.14953590791974805,017800
19,제일기획,2020,Q1,커뮤니케이션서비스,0.026178521617852196,-0.08582726173434307,-0.20454187036744997,-0.10405129185296658,-0.08926163329303816,0.007701549799054241,-0.060040160642572116,-0.182698934053911,030000
19,KT,2020,Q1,커뮤니케이션서비스,0.13154985149695408,0.004563942900759788,-0.20454187036744997,0.003027906128862057,-0.04861718103624946,-0.041133669384076366,-0.060040160642572116,-0.21255341282114848,030200
19,LG유플러스,2020,Q1,커뮤니케이션서비스,0.255394207892362,-0.007803249059279094,-0.20454187036744997,-0.0043489952306859925,0.05685731626953672,0.02089725977143475,-0.060040160642572116,-0.39082758122796,032640
19,두산중공업,2020,Q1,중공업,-0.015470668086628267,0.12991623418034326,-0.20454187036744997,0.07457941727057404,0.06864528171825146,0.04340258667949759,-0.060040160642572116,1.050722938543159,034020
19,SBS,2020,Q1,커뮤니케이션서비스,-0.11715481171548114,-0.03576667822644075,-0.20454187036744997,-0.028062445774484468,-0.24133081092605968,-0.3890879765676384,-0.060040160642572116,-0.3134700612036054,034120
19,NAVER,2020,Q1,커뮤니케이션서비스,0.2515951882845189,0.034723317936365516,-0.20454187036744997,0.03218038402654644,0.1853635754618832,0.15506910400503426,-0.060040160642572116,0.13555406293265354,035420
19,엔씨소프트,2020,Q1,커뮤니케이션서비스,0.11525108026487893,0.03756110212634112,-0.20454187036744997,0.018021517382455166,0.10777180682814191,0.2824298701194552,-0.060040160642572116,-0.08445423926742945,036570
19,대우조선해양,2020,Q1,중공업,0.17257984387283298,0.5606279019117326,-0.20454187036744997,0.06601456463772037,-0.020680586004684032,-0.14139512230345996,-0.060040160642572116,0.25360713821090547,042660
19,두산인프라코어,2020,Q1,중공업,0.4928332976780979,0.49047387399374043,-0.20454187036744997,0.04283117122029845,0.19252639208712097,0.028894002346626202,-0.060040160642572116,0.4149491841642626,042670
19,현대로템,2020,Q1,중공업,0.5236218873136451,-0.06368293846468154,-0.20454187036744997,0.361550058237031,-0.005414533456052362,-0.04230125312737232,-0.060040160642572116,-0.31952685895543376,064350
19,두산엔진,2020,Q1,중공업,0.2631350433569826,-0.1577403000857882,-0.20454187036744997,0.03136589274007795,0.024092322589451598,0.0006838490794320862,-0.060040160642572116,0.309357831015229,082740
19,한진중공업,2020,Q1,중공업,0.3110660471802244,0.004224787539474084,-0.20454187036744997,-0.020273221391827634,-0.0604555423031049,-0.05318504407001434,-0.060040160642572116,-0.11506967194471782,097230
