year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,6400,삼성SDI,정보기술,up,"요약본에서는 삼성SDI가 전기자전거용 배터리 시장에서 높은 점유율을 차지하고 있으며, 리튬이온 배터리 시장의 성장과 함께 지속적인 연구개발을 통해 리더십을 강화하고 있다는 긍정적인 내용이 포함되어 있습니다. 이는 주가에 긍정적인 영향을 미칠 수 있습니다."
2016,Q2,2016-08-16,6400,삼성SDI,정보기술,down,요약본에서는 중국 정부의 사드 보복 조치로 인해 삼성SDI가 중국 시장에서 전기차 배터리 인증을 받지 못해 사업에 위기를 맞고 있다는 내용이 포함되어 있습니다. 이는 삼성SDI의 주가에 부정적인 영향을 미칠 수 있습니다.
2016,Q3,2016-11-14,6400,삼성SDI,정보기술,down,"요약본에서는 삼성SDI가 중국에서 전기차 배터리 인증을 받기 어려운 상황이며, 이는 중국 시장에서의 경쟁력 약화로 이어질 수 있어 주가에 부정적인 영향을 미칠 수 있습니다."
2016,Q4,2017-03-31,6400,삼성SDI,정보기술,up,"요약본에서는 삼성SDI가 전동공구용 배터리 시장에서 높은 시장 점유율을 유지하고 있으며, 새로운 기술 개발과 주요 업체와의 파트너십 체결을 통해 시장에서의 입지를 강화하고 있다는 긍정적인 성과가 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2017,Q1,2017-05-15,6400,삼성SDI,정보기술,up,요약본에서는 삼성디스플레이의 투자 확대 소식이 삼성SDI의 주가에 긍정적인 영향을 미쳤다는 내용이 포함되어 있습니다. 이는 삼성SDI의 주가 상승을 암시합니다.
2017,Q2,2017-08-14,6400,삼성SDI,정보기술,down,요약본에는 삼성SDI(006400)에 대한 언급이나 관련 정보가 전혀 없으므로 주가에 영향을 미칠 만한 정보가 부족합니다. 기본적인 판단으로 하락을 선택했습니다.
2017,Q3,2017-11-14,6400,삼성SDI,정보기술,up,요약본에서는 삼성SDI의 소형전지 및 전자재료 분야에서 안정적인 수요 증대와 실적 개선이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2017,Q4,2018-03-30,6400,삼성SDI,정보기술,down,"요약본에서는 삼성SDI의 주가가 하락세에 있으며, 테슬라 주가 하락과 전기차 시장의 침체가 주요 원인으로 작용하고 있다고 설명하고 있습니다. 따라서 주가에 부정적인 영향을 미칠 가능성이 높습니다."
2018,Q1,2018-05-15,6400,삼성SDI,정보기술,up,"요약본에서는 삼성SDI의 주가가 최근 반등하고 있으며, 전기차 시장의 성장과 중국 정책 변화 가능성이 긍정적인 영향을 미칠 수 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q2,2018-08-14,6400,삼성SDI,정보기술,down,"요약본에 따르면 삼성SDI는 최근 주가 하락과 전기차 부문에서의 세금 혜택 감소로 인해 시장에서 어려움을 겪고 있으며, 신중한 접근이 권장되고 있습니다. 이는 주가에 부정적인 영향을 미칠 수 있습니다."
2018,Q3,2018-11-14,6400,삼성SDI,정보기술,down,"삼성SDI는 전기차 배터리 시장 점유율 감소와 기관 매도로 인해 도전 과제를 안고 있으며, 요약본에서는 주가 하락 가능성을 시사하고 있습니다."
2018,Q4,2019-03-29,6400,삼성SDI,정보기술,up,"요약본에서는 중국 전기차 보조금 재개와 삼성SDI 배터리를 장착한 차량의 보조금 승인 신청이 언급되어, 삼성SDI의 중국 시장에서의 긍정적인 모멘텀과 성장 기회가 강조되고 있습니다. 이는 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q1,2019-05-15,6400,삼성SDI,정보기술,up,"영상에서는 삼성SDI의 주가가 바닥을 쳤다는 전문가의 의견과 외국인 투자 증가, 중국 전기차 보조금 감소로 인한 2차 전지 수요 증가 가능성이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q2,2019-08-14,6400,삼성SDI,정보기술,up,"요약본에서는 삼성SDI가 지속적인 성장과 산업 수요로 인해 긍정적인 주가 전망을 가지고 있으며, 장기 투자에 적합하다는 추천이 있습니다. 또한 외국인 투자자들의 높은 신뢰도와 주가 상승 잠재력이 강조되어 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q3,2019-11-14,6400,삼성SDI,정보기술,down,요약본에서는 삼성SDI의 ESS 화재방지 대책으로 인한 비용 증가와 실적 부진이 언급되어 주가에 부정적인 영향을 줄 수 있습니다.
2019,Q4,2020-03-30,6400,삼성SDI,정보기술,down,요약본에서는 COVID-19로 인한 전기차 및 배터리 시장의 수요 감소와 시장 회복 지연이 언급되어 삼성SDI의 주가에 부정적인 영향을 줄 수 있습니다.
2020,Q1,2020-05-15,6400,삼성SDI,정보기술,up,"요약본에서는 삼성SDI가 전고체 배터리 기술 개발에 있어 중요한 역할을 하고 있으며, 연구를 통해 기술적 문제를 해결하고 있다는 점이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2020,Q2,2020-08-14,6400,삼성SDI,정보기술,up,"요약본에서는 삼성SDI가 전기차 시장의 성장과 관련하여 장기적인 투자 가치가 있다고 언급되며, 주가가 상승할 가능성이 있다고 제시하고 있습니다."
