접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20160329000693,Y,00103592,광동제약,보통주,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,840,239","40,580,612",2015-12-31,2015,Q4
20160329000693,Y,00103592,광동제약,우선주,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20160329000693,Y,00103592,광동제약,합계,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,840,239","40,580,612",2015-12-31,2015,Q4
20160329000693,Y,00103592,광동제약,비고,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20170330001230,Y,00103592,광동제약,보통주,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,840,239","40,580,612",2016-12-31,2016,Q4
20170330001230,Y,00103592,광동제약,우선주,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20170330001230,Y,00103592,광동제약,합계,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,840,239","40,580,612",2016-12-31,2016,Q4
20170330001230,Y,00103592,광동제약,비고,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20180330001639,Y,00103592,광동제약,보통주,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,840,239","40,580,612",2017-12-31,2017,Q4
20180330001639,Y,00103592,광동제약,우선주,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20180330001639,Y,00103592,광동제약,합계,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,840,239","40,580,612",2017-12-31,2017,Q4
20180330001639,Y,00103592,광동제약,비고,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20190329002653,Y,00103592,광동제약,보통주,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","12,240,239","40,180,612",2018-12-31,2018,Q4
20190329002653,Y,00103592,광동제약,우선주,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20190329002653,Y,00103592,광동제약,합계,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","12,240,239","40,180,612",2018-12-31,2018,Q4
20190329002653,Y,00103592,광동제약,비고,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330002372,Y,00103592,광동제약,보통주,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","12,840,239","39,580,612",2019-12-31,2019,Q4
20200330002372,Y,00103592,광동제약,우선주,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20200330002372,Y,00103592,광동제약,합계,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","12,840,239","39,580,612",2019-12-31,2019,Q4
20200330002372,Y,00103592,광동제약,비고,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20210405002921,Y,00103592,광동제약,보통주,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,340,239","41,080,612",2020-12-31,2020,Q4
20210405002921,Y,00103592,광동제약,우선주,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20210405002921,Y,00103592,광동제약,합계,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,340,239","41,080,612",2020-12-31,2020,Q4
20210405002921,Y,00103592,광동제약,비고,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20220317000780,Y,00103592,광동제약,보통주,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,340,239","41,080,612",2021-12-31,2021,Q4
20220317000780,Y,00103592,광동제약,우선주,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20220317000780,Y,00103592,광동제약,합계,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,340,239","41,080,612",2021-12-31,2021,Q4
20220317000780,Y,00103592,광동제약,비고,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20230321001353,Y,00103592,광동제약,보통주,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,340,239","41,080,612",2022-12-31,2022,Q4
20230321001353,Y,00103592,광동제약,우선주,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20230321001353,Y,00103592,광동제약,합계,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","11,340,239","41,080,612",2022-12-31,2022,Q4
20230321001353,Y,00103592,광동제약,비고,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20240322001015,Y,00103592,광동제약,보통주,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","12,340,239","40,080,612",2023-12-31,2023,Q4
20240322001015,Y,00103592,광동제약,우선주,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20240322001015,Y,00103592,광동제약,합계,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","12,340,239","40,080,612",2023-12-31,2023,Q4
20240322001015,Y,00103592,광동제약,비고,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20250320001567,Y,00103592,광동제약,보통주,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","13,076,524","39,344,327",2024-12-31,2024,Q4
20250320001567,Y,00103592,광동제약,우선주,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
20250320001567,Y,00103592,광동제약,합계,"200,000,000","52,420,851",-,-,-,-,-,"52,420,851","13,076,524","39,344,327",2024-12-31,2024,Q4
20250320001567,Y,00103592,광동제약,비고,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
