접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160329000693,Y,00103592,광동제약,소액주주,"18,090",-,99.85 %,"25,764,702",-,49.15 %,2015-12-31,2015,Q4
20170330001230,Y,00103592,광동제약,소액주주,"22,150",-,99.89 %,"25,767,162",-,49.15 %,2016-12-31,2016,Q4
20180330001639,Y,00103592,광동제약,소액주주,"19,609",-,99.88 %,"25,768,792",-,49.16 %,2017-12-31,2017,Q4
20190329002653,Y,00103592,광동제약,소액주주,"21,659",-,99.92 %,"21,947,934",-,41.87 %,2018-12-31,2018,Q4
20200330002372,Y,00103592,광동제약,소액주주,"22,212",-,99.90%,"24,780,339",-,47.27%,2019-12-31,2019,Q4
20210405002921,Y,00103592,광동제약,소액주주,"31,824","31,847",99.93%,"22,824,921","52,420,851",43.54%,2020-12-31,2020,Q4
20220317000780,Y,00103592,광동제약,소액주주,"37,608","37,630",99.94%,"23,615,024","52,420,851",45.05%,2021-12-31,2021,Q4
20230321001353,Y,00103592,광동제약,소액주주,"36,304","36,327",99.94%,"23,921,539","52,420,851",45.63%,2022-12-31,2022,Q4
20240322001015,Y,00103592,광동제약,소액주주,"33,470","33,495",99.93%,"22,801,223","52,420,851",43.50%,2023-12-31,2023,Q4
20250320001567,Y,00103592,광동제약,소액주주,"30,414","30,439",99.92%,"21,773,867","52,420,851",41.54%,2024-12-31,2024,Q4
