year,quarter,disclosure_date,code,name,sector,prediction,reason
2019,Q4,2020-03-30,660,SK하이닉스,정보기술,up,"요약본에서는 SK하이닉스가 반도체 산업에서 강력한 위치를 차지하고 있으며, 매력적인 가치 평가를 받고 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q4,2020-03-30,3550,LG,정보기술,down,요약본에는 LG의 주가에 직접적인 영향을 미칠 수 있는 구체적인 정보가 부족합니다. 따라서 기본적으로 주가에 부정적인 영향을 미친다고 판단했습니다.
2019,Q4,2020-03-30,4710,한솔테크닉스,정보기술,down,요약본에는 외국인과 기관의 순매도와 같은 부정적인 투자자 동향이 언급되어 있어 주가에 부정적인 영향을 미칠 수 있습니다.
2019,Q4,2020-03-30,5930,삼성전자,정보기술,up,"요약본에서는 삼성전자가 반도체 시장에서의 강력한 위치와 성장 잠재력을 가지고 있으며, 특히 서버와 클라우드 서비스 수요 증가로 인한 긍정적인 영향을 받을 수 있다고 언급하고 있습니다. 또한, 삼성전자의 재정적 강점과 전략적 투자 가능성도 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q4,2020-03-30,6400,삼성SDI,정보기술,down,요약본에서는 COVID-19로 인한 전기차 및 배터리 시장의 수요 감소와 시장 회복 지연이 언급되어 삼성SDI의 주가에 부정적인 영향을 줄 수 있습니다.
2019,Q4,2020-03-30,8060,대덕전자,정보기술,down,"대덕전자(008060)는 낮은 이익률과 소비 지출 감소의 잠재적 영향을 받고 있으며, 주식이 저점에 있다고 평가되었습니다. 요약본에서는 주가 상승에 대한 긍정적인 요인이 언급되지 않았고, 시장 반등을 기다려 매도할 것을 권장하고 있어 주가에 부정적인 영향을 미칠 수 있습니다."
2019,Q4,2020-03-30,9150,삼성전기,정보기술,up,"요약본에서는 삼성전기가 '팬아웃 패널 레벨 패키지(FO-PLP)' 기술을 개발하고 양산에 성공했으며, 이 기술이 5G, AI, 자율주행, IoT 시대에 필수적이라는 전망이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q4,2020-03-30,11070,LG이노텍,정보기술,up,"영상에서는 LG이노텍이 강한 실적을 보이며, IT 섹터의 긍정적인 추세와 견고한 기초가 뒷받침된다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q4,2020-03-30,18260,삼성에스디에스,정보기술,up,"요약본에서는 삼성에스디에스가 장기적으로 디지털 전환과 클라우드 서비스의 수요 증가로 인해 긍정적인 영향을 받을 것으로 예상되며, 주가가 210,000 KRW까지 상승할 가능성이 있다고 언급하고 있습니다. 이는 주가에 긍정적인 영향을 줄 수 있는 요소입니다."
2019,Q4,2020-03-30,20150,일진머티리얼즈,정보기술,down,"요약본에서는 일진머티리얼즈의 최근 주가 상승에도 불구하고 공급-수요 상황이 그다지 유리하지 않으며, 주가가 저항에 부딪힐 가능성이 있다고 언급되어 주가에 부정적인 영향을 미칠 수 있습니다."
2019,Q4,2020-03-29,29530,신도리코,정보기술,down,"요약본에서 신도리코는 부정적인 전망과 신저가에 도달한 주식으로 언급되었으며, 매도 권고가 있었습니다. 이는 주가에 부정적인 영향을 미칠 수 있습니다."
2019,Q4,2020-03-26,34220,LG디스플레이,정보기술,up,LG디스플레이가 중국 광저우 OLED 공장에서 대규모 인력을 파견하여 양산 준비를 마치고 본격 가동을 시작할 계획이라는 내용은 생산 능력 향상과 매출 증가 가능성을 시사하여 주가에 긍정적인 영향을 줄 수 있습니다.
2019,Q4,2020-03-26,34730,SK,정보기술,down,요약본에서는 SK그룹의 지배구조 취약성과 이혼 소송으로 인한 불확실성이 언급되어 주가에 부정적인 영향을 줄 수 있습니다.
2019,Q4,2020-03-20,42700,한미반도체,정보기술,down,"요약본은 여배우의 개인적인 도전과 관련된 내용으로, 한미반도체의 주가에 영향을 미칠 만한 경제적 또는 금융적 정보가 포함되어 있지 않습니다. 정보가 불충분하여 기본적으로 하락으로 판단했습니다."
2019,Q4,2020-03-27,66570,LG전자,정보기술,down,요약본에서는 LG전자의 여러 해외 생산법인이 코로나19로 인해 가동 중단된다는 내용이 포함되어 있습니다. 이는 생산 차질로 인한 매출 감소 가능성을 시사하므로 주가에 부정적인 영향을 미칠 수 있습니다.
