,name,sector,year,quarter,Relative Return,자본총계변화율,비유동부채변화율,비유동자산변화율,이익잉여금변화율,자산총계변화율,Label,Code
28,Doosan_Corp,Conglomerate,2017,Q3,0.1504914192636927,-0.014173135317234298,0.32357146294936834,-0.005625689946810786,-0.0189279154565114,-0.04900488870085118,0.18121528312353324,000150
28,DL_Holdings,Conglomerate,2017,Q3,-0.007322158991907302,-0.025253118995087753,-0.045603353885667275,-0.08638699690624452,-0.027850920539118196,-0.02245043503213795,-0.11608341002438625,000210
28,Dong-A_Socio_Holdings,Conglomerate,2017,Q3,-0.09247494484333219,-0.016312258791844725,0.008879337997504066,-0.019095141681743533,-0.025878276342065742,-0.0016339417109247911,-0.11538503321033204,000640
28,Hanwha_Corp,Conglomerate,2017,Q3,0.20921044841509479,-0.014599544799620556,-0.03865673339098663,-0.0010113637862350089,-0.021884222961887412,-0.02471361256600768,-0.09156190794979073,000880
28,CJ_Corp,Conglomerate,2017,Q3,-0.018375548318126406,-0.0021289695142534537,-0.29995213758692696,-0.002500345078888744,-0.0033566203062684874,-0.003127254857281825,-0.11938968598491993,001040
28,LG_International,Conglomerate,2017,Q3,-0.15207160286695648,-0.031994002512184094,0.0022355339917254913,0.003866677372698746,-0.024330435584485777,-0.029114066797319094,-0.1342504951768488,001120
28,Orion_Corp,Agriculture_&_Food,2017,Q3,0.08182808744303689,-0.0003381100038715168,-0.016827463751495797,0.000543316425905549,0.20209759924062287,0.009090794847287809,0.0,001800
28,LG_Corp,Conglomerate,2017,Q3,-0.009432039254819807,-0.03791881903932448,-0.01308759601525833,0.0009151248959836655,-0.06267550898828977,-0.037285691509670205,0.03606110324321354,003550
28,Namyang_Dairy_Products,Agriculture_&_Food,2017,Q3,-0.21271504178098366,-0.0037578049814692704,-0.1290194614840583,-0.02163056601918889,-0.0036830428902632217,-0.020402164668256395,-0.13918979428902886,003920
28,Hansol_Holdings,Conglomerate,2017,Q3,-0.059541131064308805,0.0026053336494741286,-6.7104067113418395,0.033084770513976514,0.006460534988252387,-0.02277993605687456,-0.10454117060443537,004150
28,Nongshim,Agriculture_&_Food,2017,Q3,0.01380624022018892,-0.013058001110482609,-0.04787920316980676,-0.017763917529872497,-0.013729799822171707,-0.01652744494941638,0.010290694485842087,004370
28,Binggrae,Agriculture_&_Food,2017,Q3,-0.10451504178098364,-0.02313668614649611,-0.025818377357601063,0.01432577620674369,-1.9641163365689063,-0.025361871578802653,-0.13358669399707168,005180
28,Hyundai_Green_Food,Agriculture_&_Food,2017,Q3,0.01642308378255518,0.02852188100980002,0.06554542582340528,0.10356109579960082,-0.025290718760107245,0.01576742631418282,-0.14608724200525908,005440
28,SPC_Samlip,Agriculture_&_Food,2017,Q3,-0.2843269665508916,0.007643022999163307,-0.018801638687500066,-0.04864207391307307,-0.0064642255593581055,-0.034982015397190036,-0.2985653774104683,005610
28,Crown_Confectionery,Agriculture_&_Food,2017,Q3,0.0,0.002282521813467886,-0.003106565782181603,0.0011723613330256732,0.0004172733339955492,-0.00011292535796636471,-0.2968872848232848,005740
28,LS_Corp,Conglomerate,2017,Q3,0.02453135938817967,-0.057698751560569805,0.0020956815028532194,-0.017147648460170695,0.00028763802587128406,0.011356265449186775,0.07035358241758248,006260
28,Ottogi,Agriculture_&_Food,2017,Q3,-0.07342480463900644,-0.043153754283325574,0.01187207821993852,-0.002609117359891222,-0.04377309248607508,-0.03601676840786894,-0.09341568961201495,007310
28,Muhak,Agriculture_&_Food,2017,Q3,-0.07708745469408815,-0.01890044414975023,0.07101780899456467,-0.0658835367810866,-0.01973965060560401,-0.0037214674019814264,-0.24624121518987335,033920
28,SK_Holdings,Conglomerate,2017,Q3,0.027237659299448533,-0.00629094842994693,0.029099980833465322,-0.07415516426662916,-0.011650368057122273,-0.047359102933578257,0.00921259574468091,034730
28,Farmsco,Agriculture_&_Food,2017,Q3,-0.06839371825157188,-0.015257109886980924,-0.012533351365335621,-0.00920920426133831,-0.02278588280535776,-0.11593230499299767,-0.12570036363636358,036580
28,Dongwon_F&B,Agriculture_&_Food,2017,Q3,-0.04875150102457162,-0.02803072194948708,-0.013229767335171339,-0.0017993852379585284,-0.03806645234923978,-0.16480165571169714,-0.2092130649176599,049770
28,Halla_Holdings,Conglomerate,2017,Q3,-0.15209907539442902,0.0025790821903421968,-0.22141335292403674,0.004866720891173126,0.011180453594665796,-0.00974802827677812,-0.03231322118380056,060980
28,GS_Holdings,Conglomerate,2017,Q3,0.054383645462227084,-0.0022679312461657553,-0.0006185880642926023,-0.014492784544356097,-0.0034412690188796446,0.0023982233003080333,-0.05439976642335761,078930
28,Samyang_Foods,Agriculture_&_Food,2017,Q3,-0.04669411732469238,-0.01068385042418507,0.002546255708110623,-0.0049084112966686355,-0.09379142596533896,0.00037564317624638743,-0.10041351456310674,145990
