code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),총포괄손익
003000,부광약품,헬스케어,2015,Q4,2016-03-30,"149,598,834,470","110,933,032,273","260,531,866,743","19,615,273,637","7,891,205,542","27,506,479,179","17,044,764,500","225,624,336,966","233,025,387,564",141567739046,24142887541,40853480609,34130171997,
003000,부광약품,헬스케어,2016,Q1,2016-05-13,"162,657,739,468","108,068,053,027","270,725,792,495","42,713,639,703","8,191,713,358","50,905,353,061","18,674,260,500","213,026,010,971","219,820,439,434",32911662989,3146833964,15095049990,11844116105,
003000,부광약품,헬스케어,2016,Q2,2016-08-12,"135,073,165,242","116,366,840,037","251,440,005,279","17,589,741,608","8,877,742,104","26,467,483,712","18,674,260,500","218,120,265,293","224,972,521,567",37844612889,6032492188,6226873681,5094254322,
003000,부광약품,헬스케어,2016,Q3,2016-11-11,"132,589,216,074","118,326,409,340","250,915,625,414","14,817,795,155","9,552,961,071","24,370,756,226","18,674,260,500","219,965,534,761","226,544,869,188",34711856677,2246050044,2394846686,1845269468,
003000,부광약품,헬스케어,2016,Q4,2017-03-30,"132,153,975,454","117,179,811,828","249,333,787,282","16,727,588,596","5,407,282,340","22,134,870,936","18,693,760,500","221,279,847,725","227,198,916,346",36549220687,5059171128,1889023406,1617351849,
003000,부광약품,헬스케어,2017,Q1,2017-05-12,"123,395,258,213","114,877,081,559","238,272,339,772","17,079,209,333","6,432,273,825","23,511,483,158","22,282,242,000","205,765,066,104","214,760,856,614",33871151935,3275331761,8460205299,6016108379,
003000,부광약품,헬스케어,2017,Q2,2017-08-11,"121,896,149,925","119,863,822,179","241,759,972,104","15,831,035,764","8,291,092,878","24,122,128,642","22,282,242,000","208,415,795,756","217,637,843,462",38933409454,4111690695,4166945823,2741989817,
003000,부광약품,헬스케어,2017,Q3,2017-11-13,"122,632,970,389","128,339,322,149","250,972,292,538","14,077,552,990","11,005,217,286","25,082,770,276","22,282,242,000","211,083,356,111","225,889,522,262",37688333968,3577326322,3531467241,2713995353,
003000,부광약품,헬스케어,2017,Q4,2018-03-30,"124,241,376,017","129,109,441,779","253,350,817,796","19,534,008,669","6,680,485,033","26,214,493,702","22,282,242,000","214,757,320,469","227,136,324,094",39522938104,4163947175,4374183600,3308617891,
003000,부광약품,헬스케어,2018,Q1,2018-05-15,"118,980,796,170","132,584,075,349","251,564,871,519","20,498,855,628","8,872,515,846","29,371,371,474","24,435,141,500","210,711,529,838","222,193,500,045",35152927119,2113707872,4911254362,4063475583,
003000,부광약품,헬스케어,2018,Q2,2018-08-14,"174,631,691,402","130,159,058,251","304,790,749,653","31,781,721,908","9,473,238,449","41,254,960,357","24,435,141,500","212,414,343,571","263,535,789,296",40356045883,3068395965,8806167862,1980940835,
003000,부광약품,헬스케어,2018,Q3,2018-11-12,"234,584,436,049","317,441,111,324","552,025,547,373","39,211,306,373","54,697,513,993","93,908,820,366","24,435,141,500","240,811,979,182","458,116,727,007",74971124102,28499577783,35903820093,28609166523,
003000,부광약품,헬스케어,2018,Q4,2019-03-29,"219,894,677,905","286,668,219,397","506,562,897,302","38,046,837,964","42,121,638,259","80,168,476,223","24,435,141,500","356,410,847,974","426,394,421,079",42060201329,857120822,148250829669,116416234883,
003000,부광약품,헬스케어,2019,Q1,2019-05-15,"233,267,506,801","261,249,657,175","494,517,163,976","40,021,290,290","35,540,697,401","75,561,987,691","31,765,683,500","343,054,370,001","418,955,176,285",35772240361,2317785038,6345784265,3784668986,
003000,부광약품,헬스케어,2019,Q2,2019-08-14,"188,648,215,924","227,512,859,882","416,161,075,806","47,926,240,578","28,428,895,283","76,355,135,861","31,765,683,500","331,435,325,678","339,805,939,945",41058351284,4005468737,-12572766253,-11581947251,
003000,부광약품,헬스케어,2019,Q3,2019-11-14,"177,327,835,164","213,292,786,168","390,620,621,332","27,146,604,387","28,684,520,258","55,831,124,645","31,765,683,500","328,974,912,869","334,789,496,687",39555943360,-1562919392,-1696743286,-2424810464,
003000,부광약품,헬스케어,2019,Q4,2020-03-27,"177,066,456,478","223,037,548,028","400,104,004,506","33,970,743,068","23,191,221,712","57,161,964,780","31,765,683,500","335,795,294,140","342,942,039,726",49606561833,7498726540,8777881103,6749296667,
003000,부광약품,헬스케어,2020,Q1,2020-05-15,"229,973,288,616","202,925,134,648","432,898,423,264","111,223,177,091","19,060,436,496","130,283,613,587","33,289,457,500","296,348,674,668","302,614,809,677",35883478089,1185694721,531117006,-666800969,
003000,부광약품,헬스케어,2020,Q2,2020-08-14,"244,302,983,894","193,936,624,743","438,239,608,637","114,214,502,481","18,754,207,021","132,968,709,502","33,289,457,500","300,335,352,056","305,270,899,135",41066489358,1811835116,3366049752,3137636142,
003000,부광약품,헬스케어,2020,Q3,2020-11-13,"194,895,409,080","177,699,797,172","372,595,206,252","55,942,123,481","14,939,346,625","70,881,470,106","33,289,457,500","296,963,073,434","301,713,736,146",39629548850,478720616,-3054374777,-3460330973,
003000,부광약품,헬스케어,2020,Q4,2021-03-12,"198,222,757,412","203,051,301,882","401,274,059,294","60,451,090,164","44,088,111,338","104,539,201,502","33,289,457,500","292,067,549,435","296,734,857,792",49564854178,5016956069,-4584405946,-4515654730,
003000,부광약품,헬스케어,2021,Q1,2021-05-14,"208,869,167,891","186,466,579,025","395,335,746,916","61,381,051,569","44,334,945,713","105,715,997,282","36,401,993,000","281,839,905,777","289,619,749,634",36577523641,-523203458,1593407332,-774256671,
003000,부광약품,헬스케어,2021,Q2,2021-08-13,"200,046,345,783","189,446,632,981","389,492,978,764","53,612,643,079","45,656,605,103","99,269,248,182","36,401,993,000","283,020,575,915","290,223,730,582",43556019905,1050031841,97676435,1234991346,
003000,부광약품,헬스케어,2021,Q3,2021-11-12,"183,129,465,377","190,182,471,333","373,311,936,710","32,579,757,028","47,720,057,311","80,299,814,339","36,401,993,000","285,808,967,704","293,012,122,371",47674939914,4438531710,4462906435,2902142425,
