,name,sector,year,quarter,Relative Return,매출액 변화율,부채총계 변화율,실업률 변화율,소비자물가지수 변화율,증자주식수 변화율,발행금액 변화율,기타 변화율,특정 증권 등 소유 증감 수 변화율,1인평균급여 변화율,Label,Code
19,Doosan_Corp,기타금융,2019,Q4,0.06081948000079192,0.024395979525106637,0.2887948656774587,0.05357142857142849,-5.380260221408914,-0.6174024186497777,-0.26629472618560723,0.024395979525106748,0.024395979525106748,-0.16719765043821977,0.0,000150
19,Hankook_Tire_Worldwide,기타금융,2019,Q4,-0.15891269768636876,-0.021491689753776466,0.3335355214771518,0.05357142857142849,-5.380260221408914,-1.6238896140611532,0.02437156892951997,0.0,0.02437156892951997,-0.6351529665136986,-0.06386201029032726,000240
19,Dong-A_Socio_Holdings,기타금융,2019,Q4,-0.09288528690494957,0.7365273536611749,0.009352539243348668,0.05357142857142849,-5.380260221408914,0.12058816204696732,-0.5724941412760951,-0.6482651650448619,0.024389402708728913,-0.6170048661482437,0.16695116583705819,000640
19,CJ_Corp,기타금융,2019,Q4,-0.17447536974659686,0.024324527636612525,-0.27409581398444205,0.05357142857142849,-5.380260221408914,0.6263488213256703,-0.6382676997168386,-0.22536594346346583,0.024324527636612636,-0.24068722429056266,0.10366045440800392,001040
19,Dongkuk_Steel,기타금융,2019,Q4,-0.02097959373149981,0.035806126529388305,0.0748440940437829,0.05357142857142849,-5.380260221408914,0.8473340702280585,-0.1505162463532559,0.023951070006979935,0.023751360802744093,-0.02796802177141311,-0.1575103833054438,001230
19,Orion_Corp,기타금융,2019,Q4,-0.07241403239114186,0.11929344676583042,-0.3010996787218281,0.05357142857142849,-5.380260221408914,0.3010734031419926,-1.340903775825797,0.0,0.0,-1.7318324674127594,0.05577040407892922,001800
19,SeAH_Steel,기타금융,2019,Q4,-0.10339693837404784,0.36547892166791807,-0.1422601377891144,0.05357142857142849,-5.380260221408914,-1.2593395782969234,0.0,-0.7542868017657367,0.024387609507656838,-0.7005591372592648,-0.14315060505818994,003030
19,LG_Corp,기타금융,2019,Q4,-0.0751720131578918,-0.031184455261387578,-0.024576858762592302,0.05357142857142849,-5.380260221408914,0.024163331831362878,0.0,-0.5725939519166856,0.0,-0.5878949667417412,-0.020098031793136094,003550
19,Hansol_Holdings,기타금융,2019,Q4,-0.14578456297438638,0.024389942527343833,-0.20302330310692507,0.05357142857142849,-5.380260221408914,0.2770672879478564,-0.43329845647643395,-0.26063599186580944,0.024389942527343722,-0.34600274337129755,-0.1283874223292361,004150
19,Hyosung,기타금융,2019,Q4,0.1711302799602649,0.11994936074294538,-0.023532058952355106,0.05357142857142849,-5.380260221408914,-0.461822865945569,-0.4618228659455683,0.0,0.024433220117281995,-0.3022100164725885,-0.1259557388370154,004800
19,Hyundai_Green_Food,기타금융,2019,Q4,-0.09861614147942517,0.04337304490003313,0.08238080788615487,0.05357142857142849,-5.380260221408914,-0.23981013927193628,-0.39377166615676473,0.0,0.024386790295239158,-0.19275866292947863,-0.057052559656443284,005440
19,Crown_Confectionery,기타금융,2019,Q4,-0.1494006558461668,0.22916503782230713,0.004471856057121526,0.05357142857142849,-5.380260221408914,-0.22950967774029052,0.0,0.0,0.0,-0.710142379857104,-0.14165290007083234,005740
19,SK_Chemicals,기타금융,2019,Q4,-0.17583752338318862,0.024401759595306105,0.15344022117367317,0.05357142857142849,-5.380260221408914,-0.7219532686194785,-0.3485708794818507,0.0,0.0,-0.2500268269297621,0.10886959247223524,006120
19,LS_Corp,기타금융,2019,Q4,0.006042895650848423,0.023897522825130357,0.2533951195992822,0.05357142857142849,-5.380260221408914,0.0,0.0,0.0,0.02389752282513047,-0.408186019383876,-0.06381750155548806,006260
19,Seoyon,기타금융,2019,Q4,-0.23684624254899816,0.07703563908114353,0.07504831299334513,0.05357142857142849,-5.380260221408914,0.8446174974887005,-0.12954946750867147,-0.3038183172985329,0.0,0.31853814640304423,-0.30292201168085775,007860
19,Daeduck_Electronics,기타금융,2019,Q4,-0.058855739082490116,0.08963566571593595,0.07931753841168043,0.05357142857142849,-5.380260221408914,-1.4158125793248981,-1.6147468284757114,0.0,0.024388573423368642,-0.4680832462945088,-0.11565555880142972,008060
19,Hyundai_Heavy_Industries,기타금융,2019,Q4,0.06361986834864124,-0.7961564989017578,0.021513155281343566,0.05357142857142849,-5.380260221408914,-0.8661038982642197,-1.1708576141916258,0.0,0.02990797728860728,-0.7122682213029392,-0.05422703575722031,009540
19,OCI,기타금융,2019,Q4,-0.23902320181166914,0.07211890035563329,-0.012421338880636013,0.05357142857142849,-5.380260221408914,0.024597850767337226,0.024597850767337115,0.0,0.024597850767337226,0.01015899753183147,-0.17364957037617235,010060
19,Hyundai_Development_Company,기타금융,2019,Q4,-0.13525968347208706,-0.21075697641098046,-0.04673238011298464,0.05357142857142849,-5.380260221408914,0.024370930297899385,0.024370930297899496,-0.24202668487155488,0.0,-0.2369061972111568,-0.21779917879297925,012630
19,SK_Holdings,기타금융,2019,Q4,-0.10286045768735257,0.008730407331512202,-0.10326256806958134,0.05357142857142849,-5.380260221408914,-1.2664726047924377,-0.4907129180494707,0.0,0.022812067148534898,-0.6549075285870654,0.20055084666959078,034730
19,Halla_Holdings,기타금융,2019,Q4,-0.02080765265976213,0.0398137385617201,0.08081846930083503,0.05357142857142849,-5.380260221408914,0.024392215964464503,0.024392215964464614,-0.21493072568436822,0.024392215964464614,-0.22014022079142692,-0.0007041155534851656,060980
19,GS_Holdings,기타금융,2019,Q4,0.00020228341583542614,-0.5395088591855766,0.05171327727395436,0.05357142857142849,-5.380260221408914,0.0,0.0,0.0,0.02429217428881969,-0.7538330257991135,-0.044448206319321906,078930
