,name,sector,year,quarter,Relative Return,매출액 변화율,부채총계 변화율,실업률 변화율,소비자물가지수 변화율,증자주식수 변화율,발행금액 변화율,기타 변화율,특정 증권 등 소유 증감 수 변화율,1인평균급여 변화율,Label,Code
6,Doosan_Corp,기타금융,2023,Q1,-0.004762963475152865,0.06486926836266482,-0.018658805086528396,0.05813953488372092,0.11353477832962133,0.06486926836266482,0.06486926836266471,0.3508047312386988,0.06486926836266482,0.11748423840581357,0.07864493781632614,000150
6,Hankook_Tire_Worldwide,기타금융,2023,Q1,0.10353869626979526,-0.14618061955419126,-0.2565260380380072,0.05813953488372092,0.11353477832962133,-40.142865345723926,0.5968410460553824,0.0,0.06493680982973837,0.1885097321792749,-0.2489199306481145,000240
6,Dong-A_Socio_Holdings,기타금융,2023,Q1,-0.011992736391543163,-16.055340815085913,-0.22682816533536476,0.05813953488372092,0.11353477832962133,-5.302312425074093,0.29857283218997166,0.24949793310371904,0.0649682413928796,0.21586378616868795,-0.2639857581817295,000640
6,CJ_Corp,기타금융,2023,Q1,0.18965648161490598,0.06493417023990011,0.17395235033850798,0.05813953488372092,0.11353477832962133,0.6617159365658779,-9.343657936060639,-0.009421721020256957,0.06493417023990022,0.302463247435362,0.1377941856033683,001040
6,Dongkuk_Steel,기타금융,2023,Q1,-0.007902601787782852,0.055101902947439774,-0.04065093225563543,0.05813953488372092,0.11353477832962133,0.06970169075273669,0.06487795511230199,0.06573174273146987,0.06607301213166983,0.1766259611605865,-0.010042467619913273,001230
6,Orion_Corp,기타금융,2023,Q1,0.00639010189228522,-2.521082735955617,-0.35085195595677865,0.05813953488372092,0.11353477832962133,0.4100607126556398,-0.1849196894699292,0.0,0.0,0.2708338514848684,0.00934104979631964,001800
6,SeAH_Steel,기타금융,2023,Q1,-0.08084099501932288,-7.751471975872944,-0.2577002736285281,0.05813953488372092,0.11353477832962133,0.4524857321436706,0.0,0.2948583699056655,0.06496921439090841,0.4642121819719004,-0.12107536009891762,003030
6,LG_Corp,기타금융,2023,Q1,0.03703787517163745,-3.6608867691752174,-1.3110939352347213,0.05813953488372092,0.11353477832962133,0.5970965085321916,0.0,0.2144000208498421,0.0,0.41703810883141723,-0.05531754680012071,003550
6,Hansol_Holdings,기타금융,2023,Q1,0.029456768558951883,0.06497499542577712,-0.17134034535253084,0.05813953488372092,0.11353477832962133,0.4686116086061298,0.06497499542577712,0.018729541303347585,0.06497499542577712,0.22383941937231644,-0.11488583724272809,004150
6,Hyosung,기타금융,2023,Q1,-0.059721801414566136,-0.050347850175162634,-0.18245463478803114,0.05813953488372092,0.11353477832962133,0.06504818617746233,0.06504818617746255,0.0,1.1146650968269765,0.13173807946406102,-0.09499797781529727,004800
