,name,sector,year,quarter,매출액변화율,부채총계변화율,영업이익변화율,Relative Return,발행금액변화율,특정 증권 등 소유 증감 수변화율,기타변화율,자기주식수변화율,전체 주주 수변화율,1인평균급여변화율,Label,Code
8,Doosan_Corp,기타금융,2022,Q3,-0.15929937050327303,0.11000685147322042,0.5563839335626599,-0.17416914717588708,-0.0013517415874269023,0.2553040749975317,-0.002139782537841084,-0.03638725864201087,0.0144926484037744,-0.008134243315944145,0.23248859387923604,000150
8,Hankook_Tire_Worldwide,기타금융,2022,Q3,-0.006380613974356075,0.06762297622021818,-0.09872562763370718,0.03611137979533925,0.015212419097074714,0.029539134155629032,0.0,-0.04150326826305539,0.003096340322269353,-0.008637255521717568,0.050013957243809574,000240
8,Dong-A_Socio_Holdings,기타금융,2022,Q3,-6.906317098919088,0.010375754634786016,5.01071996195278,0.05905809393449801,0.003618757210958057,0.004116171048082928,0.0058661217351106965,0.0020164314109056836,-0.014014499404793046,-0.0015052038972529491,0.07398984951238477,000640
8,CJ_Corp,기타금융,2022,Q3,-0.0290989496221159,-0.13942931576511053,0.7609286832989623,0.08097439349396938,0.013871121815455578,-0.009284737943628052,-0.006275522182905169,0.005500217645416305,-0.016665174512960235,-0.024592598698342627,-0.02827562295174267,001040
8,Dongkuk_Steel,기타금융,2022,Q3,0.1354014875790347,0.12130599584766266,0.5681302162949295,-0.0722320016496743,-0.07073408076867338,0.20169916599396742,1.3686811294872268,0.011652103242069334,0.009901514675783152,-0.039933082633504924,-0.0806192913715383,001230
8,Orion_Corp,기타금융,2022,Q3,-0.1369698926587004,-0.13400322248030672,-2.5188679067456534,0.21604506487206127,-0.005629148199052025,0.0,0.0,-0.0015065696138225615,-0.002264816805468417,-0.0010907337994632282,0.07529066252051485,001800
8,SeAH_Steel,기타금융,2022,Q3,0.36958154947851596,-0.29724537665643136,4.253840342471863,0.31497020939355097,0.0,-0.03428622153060368,-0.01997728502135976,-0.027075663837567765,-0.022996502684872855,-0.02519661247590932,0.16362399585384818,003030
8,LG_Corp,기타금융,2022,Q3,-0.394887910130153,0.04141462480857583,-1.0529316717122001,0.17427504708874061,0.0,0.0,0.007486489118398332,-0.029699344975713915,-0.018338696309960323,-0.0014002376054487176,0.02533285661334185,003550
8,Hansol_Holdings,기타금융,2022,Q3,-0.012714828977709036,0.024148333477415296,-0.35985207042819267,0.018719491533185056,-0.005721708134960313,-0.01307627325548899,-0.010649015535088457,0.026253711396680757,-0.010906185577012728,-0.016881133241445134,0.1032343854642378,004150
8,Hyosung,기타금융,2022,Q3,0.39985876896421424,0.026248342844897743,2.2695067843133554,0.09965954228036605,-0.0044980798416620615,0.06257564735679633,0.0,0.0016938800409759258,-0.002099477474603484,0.0017814543180271203,-0.053535440344627774,004800
8,Hyundai_Green_Food,기타금융,2022,Q3,-0.18219238640404556,0.09667351935653123,-0.00489385344766613,0.028445061747667727,0.012185693743911763,0.013538132271822101,0.0,0.014363190688974181,0.020070635574524154,0.00148999597790489,-0.0936343810587995,005440
8,Crown_Confectionery,기타금융,2022,Q3,-0.07889466520729527,-0.0048815122389240795,1.9663916876392675,-0.09215394875201993,0.0,0.0,0.0,0.0011238112895880503,0.0012321370425157907,0.0010746588184634698,-0.05300690543370547,005740
8,SK_Chemicals,기타금융,2022,Q3,4.446257434391198,0.039156618969123036,3.2277047542665382,0.003247120766696643,-0.08095687039141475,0.0,0.0,0.09064625577535856,-0.06314770998580177,-0.03486291110348794,-0.05010432784557377,006120
8,LS_Corp,기타금융,2022,Q3,-0.4201531283280746,-1.7778181404920104,-1.5232388229774112,0.36051984803942394,0.0,0.43742071258172743,0.0,-0.027585575678013896,-0.08348423858464638,-0.03906165017545238,-0.03502360847381797,006260
8,Seoyon,기타금융,2022,Q3,-0.16865254140292496,-0.1723484895430505,-2.186105731642131,-0.025021081619152785,-0.014043992637089664,0.0,-0.008368819269963357,-0.008359419282865543,-0.006376058769745008,-0.007034665883122182,-0.21054497921540388,007860
8,Daeduck_Electronics,기타금융,2022,Q3,-0.1657803128645019,-0.15954371196497186,2.5422916180220776,-0.033390068244033205,-0.04518748493922331,-0.11875199127702096,0.0,0.0489023306673978,-0.062151933060100584,-0.06336844228910365,0.01960312908017242,008060
8,Hyundai_Heavy_Industries,기타금융,2022,Q3,-0.1027747628925233,0.054256010884516814,0.12733628506458783,0.21939455204436575,-0.0009982067728104838,5.7594025028695484e-05,0.0,-0.18745392398507832,-0.0005118190590136518,-0.00015202718191886788,-0.14157663772587725,009540
8,OCI,기타금융,2022,Q3,-0.09912274476828431,-0.0005812290897526662,-0.31484699113555115,0.5357841800483472,-0.004169564897081868,-0.025123152323774045,0.0,-0.016711523251891958,-0.01727976752019411,-0.022618194908056832,-0.2859413982752968,010060
8,Hyundai_Development_Company,기타금융,2022,Q3,0.13935746384905845,-0.12480221112921197,-4.4193166375600885,0.08977721039537784,0.0036194037795155287,0.0,-0.004524897936678984,-0.0066462683187120675,-0.0035356164565083503,-0.002244765696558071,-0.011679955513932971,012630
8,SK_Holdings,기타금융,2022,Q3,0.0011407800141549629,-0.06438189545551332,0.0639721238789801,0.04994528746486335,-0.0299962903858082,-0.033966349632131854,0.0,-0.023161516807612692,-0.03998164817603245,-0.028080820466261924,-0.028617383456496642,034730
