,name,sector,year,quarter,매출액변화율,유동자산변화율,비유동자산변화율,영업이익변화율,부채총계변화율,Relative Return,발행금액변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,증자주식수변화율,Label,Code
13,Doosan_Corp,기타금융,2021,Q2,0.016839642136917576,0.1638168141804085,-0.1022416584173571,0.05585747679005093,-0.015500116132637354,-0.11414267375756469,-0.028135858648264955,-0.20326249300264743,-0.017803310937643646,-0.05518636428904378,0.8616006618863763,000150
13,Hankook_Tire_Worldwide,기타금융,2021,Q2,-3.6077069147318204,-1.5450068160906736,-0.0983273920460217,0.4247399398885161,-1.3192929988557323,0.2281350485201576,-0.5274295938915485,-0.7409824201444515,0.20392375687702924,0.22905193356803022,0.03583595600402332,000240
13,Dong-A_Socio_Holdings,기타금융,2021,Q2,0.8900315289798834,0.22303185097526312,-0.04515124112901869,1.1520071614080358,0.02835072443426012,-0.19810136566806386,-0.0514063652541048,-0.040601689158692,-0.04566219685422701,0.03684191942995174,0.07260066188637626,000640
13,CJ_Corp,기타금융,2021,Q2,0.04338025461896333,0.7362116454738805,0.0007537298294607586,0.7980999170942884,0.17466993914802442,-0.05045245468937586,-0.03540620748645207,0.009454679226877705,-0.0184734111107403,0.07675091807794421,0.08348176592034653,001040
13,Dongkuk_Steel,기타금융,2021,Q2,-0.30966612494297596,-0.20459893344617974,-0.012402666656706085,-1.0462172902624816,-0.05479534797100749,0.6154245573902136,-0.0064839177002855575,2.704430664503218,-0.12969417016151574,0.06122064657470494,0.580043838794163,001230
13,Orion_Corp,기타금융,2021,Q2,0.7730164939555919,0.7231088297616965,0.01408291294095787,0.9796958095036115,0.15297133803333451,0.013974209359318424,0.02599583270102901,0.0,0.0017549504702961682,-0.020370634727140846,0.1440918899565517,001800
13,SeAH_Steel,기타금융,2021,Q2,0.7265619356291466,0.6368113011184764,-0.002356343687758722,1.0292270006207578,0.3349892983628773,0.16847130800535326,0.0,-0.0182856011434116,0.005625606871842104,-0.01855303350346893,0.3250961246812946,003030
13,LG_Corp,기타금융,2021,Q2,0.8082816407827003,0.4241233012102218,0.0008691763067203429,0.9106882100405946,0.8779205530197791,-0.03828867571663053,0.0,0.0,-0.3340783752607275,-0.39469655918579183,0.14258754617667063,003550
13,Hansol_Holdings,기타금융,2021,Q2,-0.008655677677674278,0.039443751401824545,0.0013630311455981037,0.6567901214998216,0.2075710221840118,-0.01974914276026011,-0.0007072929570801634,0.00025351180111121696,0.0036265039313904124,0.0011872416177750589,0.17195963624535063,004150
13,Hyosung,기타금융,2021,Q2,-0.6561311364250737,0.20077591854870935,-0.06309962825876192,-1.1318686960272415,0.200308183530447,0.09805677717466112,-0.018519248323215498,-0.06809116628728829,-0.029630267433814916,-0.018519248323215276,0.10361208446344952,004800
