접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230329001281,2023-03-29,00117188,효성,조석래,비등기임원,명예회장,사실상지배주주,"2,098,453","8,700",9.96,0.04,2023,Q1
20230410002903,2023-04-10,00117188,효성,조석래,비등기임원,명예회장,사실상지배주주,"2,098,553",100,9.96,0.00,2023,Q2
20230717000262,2023-07-17,00117188,효성,조석래,비등기임원,명예회장,10%이상주주,"2,127,762","29,209",10.10,0.14,2023,Q3
20230725000302,2023-07-25,00117188,효성,조석래,비등기임원,명예회장,10%이상주주,"2,133,723","5,961",10.13,0.03,2023,Q3
20230802000310,2023-08-02,00117188,효성,조석래,비등기임원,명예회장,10%이상주주,"2,135,523","1,800",10.13,0.00,2023,Q3
20230810000951,2023-08-10,00117188,효성,조석래,비등기임원,명예회장,10%이상주주,"2,135,823",300,10.14,0.01,2023,Q3
20240530001374,2024-05-30,00117188,효성,조석래,-,-,10%이상주주,0,"-2,135,823",0.00,-10.14,2024,Q2
20240530001385,2024-05-30,00117188,효성,조현준,등기임원,대표이사 회장,10%이상주주,"6,759,559","2,135,823",33.03,11.09,2024,Q2
20240705000426,2024-07-05,00117188,효성,조현준,등기임원,대표이사 회장,10%이상주주,"5,528,971","-1,230,588",33.03,0.00,2024,Q3
20240705000438,2024-07-05,00117188,효성,조현상,등기임원,부회장,10%이상주주,"3,691,889","-821,707",22.05,0.63,2024,Q3
20240705000445,2024-07-05,00117188,효성,이상운,비등기임원,부회장,-,"1,159",-259,0.01,0.00,2024,Q3
20240821000524,2024-08-21,00117188,효성,조현준,등기임원,대표이사 회장,10%이상주주,"6,866,655","1,337,684",41.02,7.99,2024,Q3
20240821000532,2024-08-21,00117188,효성,조현상,-,-,10%이상주주,"2,354,205","-1,337,684",14.06,-7.99,2024,Q3
