접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230406000738,2023-04-06,00260383,대한유화,국민연금공단,-,-,10%이상주주,"780,339","103,350",12.01,1.59,2023,Q2
20230621000176,2023-06-21,00260383,대한유화,국민연금공단,-,-,10%이상주주,"646,343","-133,996",9.94,-2.07,2023,Q2
20230621000182,2023-06-21,00260383,대한유화,국민연금공단,-,-,10%이상주주,"652,531","652,531",10.04,10.04,2023,Q2
20230706000203,2023-07-06,00260383,대한유화,국민연금공단,-,-,10%이상주주,"655,533","3,002",10.09,0.05,2023,Q3
20230707000117,2023-07-07,00260383,대한유화,국민연금공단,-,-,10%이상주주,"649,169","-6,364",9.99,-0.10,2023,Q3
20231019000151,2023-10-19,00260383,대한유화,국민연금공단,-,-,10%이상주주,"652,475","652,475",10.04,10.04,2023,Q4
20240104000131,2024-01-04,00260383,대한유화,국민연금공단,-,-,10%이상주주,"757,624","105,149",11.66,1.62,2024,Q1
20240315000631,2024-03-15,00260383,대한유화,조성호,비등기임원,상무보,-,50,50,0.00,0.00,2024,Q1
20240315000637,2024-03-15,00260383,대한유화,임권국,비등기임원,상무보,-,152,152,0.00,0.00,2024,Q1
20240326000225,2024-03-26,00260383,대한유화,국민연금공단,-,-,10%이상주주,"648,718","-108,906",9.98,-1.68,2024,Q1
