,name,year,quarter,sector,Relative Return,매출액 변화율,부채총계 변화율,이익잉여금 변화율,소비자물가지수 변화율,법인세차감전 순이익 변화율,Label,Code
14,조선내화,2021,Q2,철강_소재,-0.03153426773795297,-0.030128934925684248,-0.007214949241382995,0.057775907998172116,0.7421096287815034,11.392949269740228,0.07722297134182479,000480
14,영풍,2021,Q2,철강_소재,-0.008592319436373275,0.08741492933003858,0.022265270096512024,0.007155265214077167,0.7421096287815034,-0.7839186298779928,0.0676530318612917,000670
14,동국제강,2021,Q2,철강_소재,-0.1763557107782743,0.30966612494297596,0.05479534797100749,0.19448464363902374,0.7421096287815034,1.0649522672623637,-0.05809848383616125,001230
14,세아베스틸,2021,Q2,철강_소재,-0.1510698486409106,0.21970481129551356,0.06306314622442577,0.047450050783380826,0.7421096287815034,0.09675080009415793,-0.21023237478733556,001430
14,고려제강,2021,Q2,철강_소재,0.012190068395831767,0.1323529623701749,-0.010449239567150714,0.007799811136542045,0.7421096287815034,-0.2948382631797133,-0.03614379296018116,002240
14,세아제강,2021,Q2,철강_소재,0.08333906833819155,-0.7265619356291466,-0.3349892983628773,0.0009958155317673079,0.7421096287815034,-0.8642524246396354,0.7001081532030333,003030
14,현대제철,2021,Q2,철강_소재,-0.09218895526062851,0.14443092196710272,-0.012237227399412576,0.02486202700969775,0.7421096287815034,0.32256648843207025,-0.11740833226314312,004020
14,삼광글라스,2021,Q2,철강_소재,0.052134764639286325,0.00520391950609822,-0.004689569527242199,0.06939658009394067,0.7421096287815034,-0.5878806416918541,0.08282846965586767,005090
14,POSCO,2021,Q2,철강_소재,-0.12454951514294245,0.18933617418940374,-0.03076951281256457,0.023238128633400246,0.7421096287815034,0.401463236037946,-0.07695380850330745,005490
14,무림P&P,2021,Q2,철강_소재,-0.13984041884129564,0.1216088002621889,-0.014262137603505476,0.039191134838674646,0.7421096287815034,-3.0981242087337186,-0.11170766806853002,009580
14,고려아연,2021,Q2,철강_소재,0.1590439029437895,0.0800402455896283,0.09238458278486394,0.027800893257592163,0.7421096287815034,-0.08203166466799983,0.024197738400345406,010130
14,풍산,2021,Q2,철강_소재,-0.14676963557666972,0.4148505970065728,0.051071437503094286,0.09673380001830734,0.7421096287815034,0.8301093991101607,-0.04943282950503166,103140
14,한국철강,2021,Q2,철강_소재,-0.19996806412177934,0.756440214812591,-0.09505040581169022,0.30455350221683597,0.7421096287815034,2.499410413144431,0.023378628699684968,104700
