,name,year,quarter,sector,Relative Return,GDP 변화율,부채총계 변화율,이익잉여금 변화율,매출액 변화율,법인세차감전 순이익 변화율,유동자산 변화율,Label,Code
18,조선내화,2020,Q4,철강_소재,-0.20923138118842174,0.06330876461606394,0.16558394214611738,-0.023192781433433396,-0.04221995992057148,-5.185598335563734,0.08793223509970893,0.12898472658431656,000480
18,영풍,2020,Q4,철강_소재,-0.06828687082207244,0.06330876461606394,0.04242057119611342,-0.01379571577065608,0.07584883770127449,-2.9689627661920603,-0.04249216433719394,0.16850448137194599,000670
18,동국제강,2020,Q4,철강_소재,0.4553155452322178,0.06330876461606394,0.015258137268562288,-0.14551649761161867,0.08616154650378816,-2.0444990541503008,0.01568044027368165,0.9996934131944589,001230
18,세아베스틸,2020,Q4,철강_소재,0.4818450341454193,0.06330876461606394,0.12824734291049222,-0.21379570140252147,0.39454744669324926,13.259850726135744,0.20539107006518753,0.7646031422509904,001430
18,고려제강,2020,Q4,철강_소재,0.12773080916359913,0.06330876461606394,-0.027036785551366904,-0.005797633506063549,0.18038828618525748,-2.0784032940861894,-0.021430151591687818,0.5192382117561319,002240
18,세아제강,2020,Q4,철강_소재,-0.22995098416608925,0.06330876461606394,-0.0965956519927279,0.007668373060043976,-0.2427618293532705,28.80535867839671,-0.29136430960325366,0.5720566922126731,003030
18,현대제철,2020,Q4,철강_소재,0.1326101106530701,0.06330876461606394,0.0553344327484917,-0.02905327385710943,0.06143872368138181,3.1315519450112,-0.01868131097321346,0.2456450213891252,004020
18,삼광글라스,2020,Q4,철강_소재,-0.2258449058330345,0.06330876461606394,3.2917469123662544,-0.533081475558923,-3.066383049928563,-2.2217563690073447,0.3318355862265807,0.11090288960111305,005090
18,POSCO,2020,Q4,철강_소재,0.05227184426829207,0.06330876461606394,-0.09848071831569782,0.005712711109495672,0.07593127678136691,-0.3884015739261951,-0.06196363435744523,0.21613441899716687,005490
18,무림P&P,2020,Q4,철강_소재,0.3116566738459748,0.06330876461606394,0.039312697091042015,-0.04157202778396174,0.1029469960231606,0.7666499991485527,-0.022983727613599236,0.11596347010323174,009580
18,고려아연,2020,Q4,철강_소재,-0.18715528524135805,0.06330876461606394,0.29045672975323256,0.022802788576414157,0.16486641966910898,-0.05820386272081224,0.08184809345682043,0.11570151856426644,010130
18,풍산,2020,Q4,철강_소재,0.010816357381389752,0.06330876461606394,-0.06392640574195563,0.06485415643351344,0.3796009651757535,0.016309822885489655,-0.050284378099477944,0.32236818523093314,103140
18,한국철강,2020,Q4,철강_소재,0.6023070803500399,0.06330876461606394,0.5442970534611533,-0.3078900583427008,0.08474051674899252,-4.2025376372532826,0.015746954480142072,0.2185100921045473,104700
